회사명,거래소코드,회계년도,총자본증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),순이익증가율(IFRS),매출액순이익률(IFRS),총자본순이익률(IFRS),자기자본순이익률(IFRS),자본금순이익률(IFRS),유보율(IFRS),사내유보율(IFRS),자기자본배당률(IFRS),배당성향(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),부채비율(IFRS),총자본회전률(IFRS),자기자본회전률(IFRS),자본금회전률(IFRS),타인자본회전률(IFRS),PER(최저)(IFRS),PBR(최저)(IFRS),PCR(최저)(IFRS),PSR(최저)(IFRS)
케이씨코트렐(주),119650,2017/12,15.7,8.36,-12,315.86,3.36,3.19,7.13,77.85,1035.37,0,1.76,25.69,43.39,56.61,130.49,0.95,2.12,23.18,1.72,9.76,0.69,10.81,0.33
케이알모터스(주),000040,2018/12,23.37,34.42,27.55,0,-59.32,-11.5,-26.96,-21.18,-26.46,0,0,0,44.27,55.73,125.88,0.19,0.45,0.36,0.34,0,0.61,0,1.41
케이알모터스(주),000040,2017/12,-11.01,-9.97,-74.27,0,-100.39,-16.04,-39.72,-29.37,-13.45,0,0,0,40.63,59.37,146.1,0.16,0.4,0.29,0.27,0,1.32,0,2.73
케이알모터스(주),000040,2016/12,-9.18,-15.43,4,0,-13.15,-7.34,-17.6,-12.58,-34.64,0,0,0,40.16,59.84,148.98,0.56,1.34,0.96,0.96,0,2.37,0,1.38
케이알모터스(주),000040,2021/12,1.45,6.9,-16.08,0,-42.64,-7.87,-19.95,-15.41,-22.03,0,0,0,40.46,59.54,147.15,0.18,0.47,0.36,0.3,0,2.13,0,4.65
케이알모터스(주),000040,2019/12,-8.26,-33.3,35.39,0,-76.65,-18.99,-49.33,-30.24,-50.94,0,0,0,32.19,67.81,210.66,0.25,0.64,0.39,0.4,0,1.07,0,1.33
케이알모터스(주),000040,2020/12,-36.76,-24.57,-45.89,0,-57.55,-9.88,-28.55,-16.56,-23.5,0,0,0,38.4,61.6,160.42,0.17,0.5,0.29,0.26,0,0.57,0,0.99
케이지케미칼(주),001390,2018/12,-7.74,-3.44,-0.05,0,-1.65,-0.93,-1.48,-4.29,187.35,100,2.34,0,64.21,35.79,55.73,0.56,0.89,2.6,1.51,0,1.11,0,1.19
케이지케미칼(주),001390,2019/12,8.47,-4.06,-8.34,0,-6.44,-3.31,-5.48,-14.95,164.39,0,2.55,0,56.79,43.21,76.09,0.51,0.85,2.32,1.3,0,0.69,67.05,0.77
케이지케미칼(주),001390,2017/12,11.85,10.78,1.51,-46.77,3.46,1.97,3.2,9.31,199.59,100,2.24,73.51,61.35,38.65,62.99,0.57,0.92,2.69,1.49,25.89,0.81,72.98,0.9
케이지케미칼(주),001390,2021/12,13.54,27.2,11.64,0,8.87,4.6,7.63,20.43,191.8,0,3.31,48.59,63.5,36.5,57.48,0.52,0.86,2.3,1.31,20.9,1.48,20.17,1.85
케이지케미칼(주),001390,2016/12,2.1,5.03,-1.51,43.26,6.6,3.97,6.49,18.14,194.29,100,2.25,35.45,61.95,38.05,61.42,0.6,0.98,2.75,1.54,13.09,0.85,15.44,0.86
케이지케미칼(주),001390,2020/12,-6.84,-7.02,-6.42,0,-7.37,-3.53,-6.22,-15.7,144.13,100,3.16,0,56.68,43.32,76.43,0.48,0.84,2.13,1.11,0,0.66,8.06,0.73
케이카(주),381970,2021/12,60.68,61.13,43.78,93.85,2.46,10.48,20.95,304.54,1045.74,0,13.09,77.1,50.08,49.92,99.67,4.26,8.52,123.86,8.53,5.95,1.18,40.54,0.15
케이피엑스케미칼(주),025000,2018/12,-2.48,-0.16,8.22,-61.82,1.69,1.98,2.36,40.29,1624.61,0,1.73,73.15,84.8,15.2,17.93,1.17,1.4,23.86,7.24,24.27,0.59,13.3,0.41
케이피엑스케미칼(주),025000,2017/12,3.19,3.52,5.88,-15.68,4.79,5.2,6.29,105.52,1627.39,100,1.73,27.93,82.83,17.17,20.73,1.09,1.31,22.05,6.28,10.82,0.69,7.99,0.52
케이피엑스케미칼(주),025000,2020/12,18.24,10.95,-5.45,58.39,10.55,11.44,13.04,250.19,1940.08,0,2.19,17.67,85.18,14.82,17.4,1.08,1.24,23.71,8.84,2.87,0.37,1.72,0.3
케이피엑스케미칼(주),025000,2021/12,22.02,6.96,35.28,-26.14,5.76,7.02,8.85,184.8,2080.6,0,2.05,23.92,74.66,25.34,33.93,1.22,1.54,32.07,5.92,5.58,0.49,25.82,0.32
케이피엑스케미칼(주),025000,2019/12,-0.21,6.82,5.09,292.04,6.3,7.87,8.97,157.96,1740.83,0,2.16,24.88,90.77,9.23,10.17,1.25,1.42,25.08,10.23,6.06,0.55,3.88,0.38
케이피엑스케미칼(주),025000,2016/12,5.62,5.88,-17.08,1.24,6.01,6.44,7.81,125.13,1548.08,0,1.82,23.97,82.56,17.44,21.13,1.07,1.3,20.82,6.11,6.97,0.55,3.24,0.42
케이피엑스홀딩스(주),092230,2017/12,7.92,6.46,49.31,168.22,160.54,7.26,7.37,135.7,1827.97,0,3.31,46.33,97.94,2.06,2.11,0.05,0.05,0.85,3.19,8.99,0.67,14.44,14.43
케이피엑스홀딩스(주),092230,2019/12,2,1.31,-9.86,10.89,106.3,3.61,3.64,68.75,1830.11,0,2.03,56.27,98.89,1.11,1.12,0.03,0.03,0.65,4.38,15.48,0.58,46.31,16.45
케이피엑스홀딩스(주),092230,2020/12,32.09,21.14,470.06,555.08,122.15,20.18,21.42,450.37,2232.22,0,2.1,10.74,90.69,9.31,10.26,0.17,0.18,3.69,2.86,1.58,0.32,0,1.93
케이피엑스홀딩스(주),092230,2021/12,-1.75,3.91,68.74,-55.4,32.28,7.98,8.55,200.85,2378.18,100,1.75,20.85,95.92,4.08,4.25,0.25,0.26,6.22,3.68,5.44,0.47,0,1.76
케이피엑스홀딩스(주),092230,2018/12,-2.8,-1.19,-15.12,-54.31,86.42,3.24,3.28,62,1805.43,0,2.06,62.4,99.56,0.44,0.44,0.04,0.04,0.72,2.97,19.35,0.66,21.15,16.73
케이피엑스홀딩스(주),092230,2016/12,0.45,0.64,-15.23,-62.65,89.37,2.82,2.84,50.59,1712.64,0,1.63,57.35,99.28,0.72,0.73,0.03,0.03,0.57,3.88,21.43,0.62,29.33,19.15
코리안리재보험(주),003690,2018/12,6.91,3.41,8.77,-22.51,1.04,0.99,4.66,170.65,3682.32,0,1.41,30.76,20.89,79.11,378.77,0.95,4.48,164.22,1.21,9.79,0.46,3.26,0.1
코리안리재보험(주),003690,2019/12,9.13,9.82,7.8,86.13,1.79,1.7,8.13,317.63,4050.92,0,2.33,30.04,21.02,78.98,375.76,0.95,4.53,177.04,1.2,4.65,0.37,2.9,0.08
코리안리재보험(주),003690,2020/12,6,0.08,5.33,-21.34,1.34,1.25,6.11,249.85,4215.34,0,1.87,30.61,19.85,80.15,403.9,0.93,4.56,186.48,1.17,4.15,0.26,1.24,0.06
코리안리재보험(주),003690,2021/12,3.74,3.91,-3.89,18.35,1.65,1.41,7.09,295.7,4375.31,0,2.1,30.17,19.88,80.12,403.09,0.85,4.3,179.21,1.06,4.98,0.36,1.33,0.08
코리안리재보험(주),003690,2017/12,5.02,2.47,6.44,-18.46,1.46,1.35,6.19,220.21,3559.38,0,1.59,26,21.59,78.41,363.1,0.93,4.24,150.98,1.19,9.58,0.6,2.24,0.14
코리안리재보험(주),003690,2016/12,5.91,4.94,1.55,-12.73,1.9,1.75,7.87,270.07,3472.7,0,1.77,22.97,22.13,77.87,351.83,0.92,4.13,141.85,1.18,8.15,0.64,3.2,0.16
코스맥스(주),192820,2018/12,18.97,7.82,28.62,109.32,3.14,3.78,10.14,425.19,4256.07,0,2.76,28.21,35.63,64.37,180.68,1.2,3.22,135.21,1.92,49.62,5.1,0,1.56
코스맥스(주),192820,2019/12,22.29,38.29,8.78,333.62,12.54,13.58,35.56,1843.73,5922.38,0,2.99,9.76,40.29,59.71,148.21,1.08,2.84,147.07,1.75,7.34,2.36,12.4,0.92
코스맥스(주),192820,2020/12,-1.47,-16.24,3.57,0,-4.52,-4.64,-12.44,-687.76,4946.16,0,0,0,34.25,65.75,192,1.03,2.76,152.33,1.64,0,2.44,38.55,0.79
코스맥스(주),192820,2021/12,26.04,60.02,11.46,0,2.41,2.46,6.24,383.76,7046.74,100,1.54,30.39,43.48,56.52,129.99,1.02,2.59,159.47,1.68,44.12,2.31,10.1,1.06
코스맥스(주),192820,2017/12,19.65,-0.07,4.49,-70.9,1.93,2.16,5.03,203.13,3940.49,0,1.49,29.53,39.31,60.69,154.38,1.12,2.6,105.12,1.95,100.43,5.24,59.63,1.94
코스맥스(주),192820,2016/12,61.99,139.79,35.71,57.9,6.94,10.06,24.4,736.58,3943.26,100,4.95,28.64,47.07,52.93,112.46,1.45,3.52,106.15,2.47,24.46,4.53,45.25,1.7
코스맥스비티아이(주),044820,2018/12,9.07,0,83.72,-6.31,5.4,0.73,1.17,63.37,5346.05,100,0.51,43.98,60.17,39.83,66.2,0.14,0.22,11.73,0.36,50.5,0.6,0,2.73
코스맥스비티아이(주),044820,2019/12,-0.94,1.18,19.35,85.44,8.4,1.31,2.15,117.51,5409.99,100,0.9,42.35,61.45,38.55,62.72,0.16,0.26,13.99,0.4,20.93,0.46,29.31,1.76
코스맥스비티아이(주),044820,2020/12,-0.69,-0.01,7.04,-30.85,5.42,0.91,1.48,81.26,5411.82,0,0.72,48.98,61.87,38.13,61.63,0.17,0.27,14.98,0.44,21.34,0.32,4.58,1.16
코스맥스비티아이(주),044820,2021/12,10.66,1.41,24.66,27.52,5.55,1.11,1.87,103.62,5489.14,100,0.93,49.93,56.7,43.3,76.38,0.2,0.34,18.67,0.49,24.03,0.45,14.6,1.33
코스맥스비티아이(주),044820,2017/12,13.94,0.37,31.64,-46.69,10.6,0.87,1.25,67.64,5345.84,0,0.37,29.43,65.62,34.38,52.39,0.08,0.12,6.38,0.27,70.08,0.89,0,7.43
코스맥스비티아이(주),044820,2016/12,16.55,1.32,61.21,40.75,26.17,1.88,2.36,126.89,5325.85,0,0.73,31.37,74.49,25.51,34.24,0.07,0.09,4.85,0.35,44.92,1.08,141.33,11.76
코스모신소재(주),005070,2018/12,20.07,19.1,69.74,27.03,1.96,4.8,12.86,18.57,347.99,0,0,0,37.2,62.8,168.84,2.46,6.58,9.49,3.92,8.57,1.02,9.21,0.17
코스모신소재(주),005070,2019/12,11.55,71.11,-54.33,0,-0.74,-0.72,-1.5,-7.35,417.12,0,0,0,57.06,42.94,75.26,0.97,2.04,9.96,1.86,0,0.96,4929.15,0.59
코스모신소재(주),005070,2020/12,36.85,17.04,-16.26,0,5.75,3.74,7.16,40.13,505.12,0,0,0,48.8,51.2,104.93,0.65,1.25,6.98,1.37,12.19,0.81,0,0.7
코스모신소재(주),005070,2021/12,-3.82,16.2,49.76,53.36,5.88,5.06,9.42,60.67,583.45,100,0,0,58.96,41.04,69.62,0.86,1.6,10.31,1.86,28.33,2.5,19.58,1.67
코스모신소재(주),005070,2017/12,-13.93,44.28,65.34,493.69,2.61,3.85,13.11,9.78,-20.07,0,0,0,37.5,62.5,166.68,1.47,5.01,3.74,2.08,7.59,0.85,0,0.2
코스모신소재(주),005070,2016/12,3.2,5.59,42.61,0,0.73,0.61,2.77,1.84,-31.85,0,0,0,22.37,77.63,347.04,0.84,3.8,2.53,1.08,21.69,0.59,2.81,0.16
코스모화학(주),005420,2018/12,-0.97,4.12,1.69,0,-4.98,-2.33,-5.83,-7.26,23.77,0,0,0,41,59,143.92,0.47,1.17,1.46,0.78,0,1.74,659.81,1.5
코스모화학(주),005420,2017/12,-8.08,42.43,14.86,0,18.61,8.17,25.71,29.08,25.89,0,0,0,38.99,61.01,156.45,0.44,1.38,1.56,0.64,2.83,0.63,0,0.53
코스모화학(주),005420,2020/12,17.85,-7.57,-8.12,0,-23.71,-9.39,-23.79,-102.42,314.29,0,0,0,35.05,64.95,185.34,0.4,1,4.32,0.65,0,1.11,10.37,1.06
코스모화학(주),005420,2021/12,14.08,17.31,50.25,0,2.78,1.43,4.02,17.49,355.39,0,0,0,36.04,63.96,177.47,0.51,1.44,6.28,0.8,59.14,2.22,1273.62,1.65
코스모화학(주),005420,2016/12,-37.86,-44.27,-20.57,0,-77.47,-21.79,-80.86,-111.87,-0.72,0,0,0,25.16,74.84,297.38,0.28,1.04,1.44,0.39,0,0.78,0,0.53
코스모화학(주),005420,2019/12,9.55,19.41,9.23,0,-15.02,-7.37,-17.18,-35.02,348.17,0,0,0,44.69,55.31,123.79,0.49,1.14,2.33,0.86,0,2.46,37.01,2.32
코오롱글로벌(주),003070,2018/12,-11.12,-6.17,-8.37,-30.99,0.38,0.59,2.74,9.81,247.59,100,0.58,20.38,22.23,77.77,349.82,1.54,7.14,25.51,1.97,11.82,0.39,15.17,0.05
코오롱글로벌(주),003070,2019/12,5.45,7.57,5.4,375.42,1.73,2.92,12.99,46.62,273.77,100,0.8,6.42,22.68,77.32,340.94,1.68,7.49,26.89,2.17,2.98,0.43,1.24,0.05
코오롱글로벌(주),003070,2020/12,9.29,14.4,10.75,48,2.32,4.02,17.3,68.99,326.61,100,0.94,5.79,23.74,76.26,321.25,1.73,7.47,29.78,2.26,1.51,0.28,0.44,0.03
코오롱글로벌(주),003070,2021/12,4.33,23.4,11.2,54.71,3.22,5.83,22.45,106.74,426.2,100,1.52,7.48,28.08,71.92,256.15,1.81,6.97,33.12,2.44,3.31,0.75,2.62,0.11
코오롱글로벌(주),003070,2016/12,4.65,-0.27,4.97,0,0.21,0.33,1.53,6.27,311.92,0,0.59,38.7,21.06,78.94,374.86,1.56,7.25,29.82,1.99,33.11,0.62,2.32,0.07
코오롱글로벌(주),003070,2017/12,8.28,8.28,12.58,173.29,0.51,0.84,4.01,15.52,270.34,100,0.81,21.06,21.06,78.94,374.87,1.65,7.85,30.42,2.1,10.59,0.49,3.76,0.05
코오롱인더스트리(주),120110,2016/12,4.52,7,-7.56,0,3.81,3.25,7.38,85.26,1094.15,0,1.85,25.93,44.5,55.5,124.7,0.85,1.94,22.4,1.52,12.43,0.96,6.32,0.47
코오롱인더스트리(주),120110,2018/12,3.46,5.31,4.11,212.94,6.81,5.54,12.58,156.57,1148.21,0,1.45,11.82,44.38,55.62,125.33,0.81,1.85,22.98,1.45,6.04,0.79,4.77,0.41
코오롱인더스트리(주),120110,2020/12,-5.21,11.71,-9.49,1715.18,8.48,6.25,12.9,166.24,1260.08,0,1.48,12.09,52.57,47.43,90.24,0.74,1.52,19.61,1.43,2.44,0.32,1.8,0.21
코오롱인더스트리(주),120110,2019/12,-2.95,-2.46,-3.58,-94.02,0.42,0.33,0.74,9.16,1117.5,0,1.49,197.56,44.6,55.4,124.19,0.78,1.76,21.67,1.41,78.95,0.63,12.45,0.33
코오롱인더스트리(주),120110,2017/12,7.95,5.75,2.71,-38.84,2.27,1.87,4.24,51.65,1140.57,0,1.78,43.16,43.6,56.4,129.37,0.82,1.87,22.79,1.47,24.6,1.09,7.03,0.56
코오롱인더스트리(주),120110,2021/12,12.26,9.31,16.84,-53.06,3.41,2.84,5.48,77.33,1360.56,0,1.79,34.04,51.19,48.81,95.36,0.83,1.61,22.71,1.73,10.23,0.57,5.08,0.35
코오롱플라스틱(주),138490,2017/12,14.98,12.26,10.02,12.71,7.31,5.76,10.29,50,413.74,0,2.34,24,55.32,44.68,80.78,0.79,1.41,6.84,1.79,11.82,1.21,5.12,0.86
코오롱플라스틱(주),138490,2019/12,-0.35,0.32,3.05,-67.4,1.76,1.68,2.84,15.22,437.5,0,1.3,45.99,59.37,40.63,68.44,0.95,1.61,8.64,2.33,27.4,0.81,0,0.48
코오롱플라스틱(주),138490,2020/12,-7.41,-1.98,-10.58,0,-0.56,-0.49,-0.81,-4.31,426.86,0,0,0,62.85,37.15,59.11,0.89,1.45,7.73,2.28,0,0.38,1.85,0.25
코오롱플라스틱(주),138490,2021/12,15.78,11.28,38,0,5.46,6.44,10.46,58.24,486.26,0,2.47,24.9,60.41,39.59,65.55,1.18,1.92,10.66,3.07,7.71,0.8,12.22,0.42
코오롱플라스틱(주),138490,2018/12,-2.18,4.29,22.52,-6.61,5.57,5.08,8.9,46.69,435.79,0,2.24,25.7,58.97,41.03,69.57,0.91,1.6,8.39,2.13,11.14,1.02,5.98,0.62
코오롱플라스틱(주),138490,2016/12,47.22,78.6,-5.13,95.12,7.13,6.54,12.43,50.32,357.64,0,2.19,22.54,56.66,43.34,76.5,0.92,1.74,7.06,1.94,11.86,1.21,5.22,0.85
코웨이(주),021240,2018/12,8.44,8.24,3.23,3.06,13.87,14.83,30.59,817.16,2841.37,0,7.67,26.07,48.42,51.58,106.54,1.07,2.21,58.91,2.07,13.53,4.48,10.32,1.88
코웨이(주),021240,2017/12,9.01,-16.42,5.26,17.05,13.89,15.64,28.14,792.88,2882.78,0,5.53,17.9,48.51,51.49,106.15,1.13,2.03,57.07,2.53,20.09,6.86,13.87,2.79
코웨이(주),021240,2020/12,0.67,27.96,2.43,-2.09,10.82,10.38,22.73,689.95,3435.1,0,6.28,31.03,51.12,48.88,95.61,0.96,2.1,63.76,1.77,12.42,2.73,7.23,1.34
코웨이(주),021240,2021/12,19.53,19.69,8.57,23.53,12.31,11.65,22.76,852.28,4106.21,0,5.47,26.17,51.19,48.81,95.35,0.95,1.85,69.22,1.94,13.59,3.05,14.65,1.67
코웨이(주),021240,2019/12,15.49,-4.07,5.66,-13.76,11.32,11.4,25.91,704.68,2724.56,0,0,0,40.22,59.78,148.65,1.01,2.29,62.24,1.8,18.85,5.18,11.99,2.13
코웨이(주),021240,2016/12,13.22,-1.68,2,-21.17,12.49,14.83,21.88,677.42,3421.35,0,18.8,85.2,63.27,36.73,58.05,1.19,1.75,54.22,3.68,22.57,6.39,19,2.82
쿠쿠홀딩스(주),192400,2017/12,-42.06,-38.19,-44.02,401.64,110.15,78.19,94.86,11525.91,14520.64,100,5.16,4.16,85.83,14.17,16.5,0.71,0.86,104.64,4.04,2.7,3.55,0,2.97
쿠쿠홀딩스(주),192400,2019/12,1.29,0.37,162.18,-40.34,58.6,3.02,3.26,506.48,16538.43,0,0,0,92.39,7.61,8.24,0.05,0.06,8.64,0.72,39.13,1.28,35.51,22.93
쿠쿠홀딩스(주),192400,2020/12,0.51,0.32,-13.71,-0.08,67.86,3,3.25,506.08,16587.93,100,3.69,113.97,92.21,7.79,8.45,0.04,0.05,7.46,0.57,23.28,0.79,23.23,15.79
쿠쿠홀딩스(주),192400,2021/12,4.53,0.96,31.65,58.97,81.93,4.64,5.13,804.51,16737.56,100,3.88,76.04,89.06,10.94,12.28,0.06,0.06,9.82,0.6,22.06,1.17,19.49,18.08
쿠쿠홀딩스(주),192400,2016/12,15.72,13.12,7.15,-2.94,12.29,13.21,16.24,1771.79,12900.3,0,4.45,29.11,80.46,19.54,24.28,1.07,1.32,144.15,5.75,13.49,2.18,44.56,1.66
쿠쿠홀딩스(주),192400,2018/12,44.73,57.21,-97.04,-93.07,257.49,6.03,6.69,971.59,16480.32,100,3.38,61.77,93.23,6.77,7.26,0.02,0.03,3.77,0.24,18.1,1.03,38.43,46.61
쿠쿠홈시스(주),284740,2019/12,13.22,9.77,30.67,17.43,8.96,7.98,10.24,1868.9,19023.66,0,0,0,76.79,23.21,30.22,0.89,1.14,208.58,4.04,19.48,1.92,158.36,1.75
쿠쿠홈시스(주),284740,2021/12,20.13,17.5,16.05,30.26,15.33,14.58,18.36,4462.77,26192.89,100,2.47,14.56,78.64,21.36,27.15,0.95,1.2,291.12,4.63,8.28,1.45,10.46,1.27
쿠쿠홈시스(주),284740,2020/12,11.8,17.06,20.27,83.32,13.66,13.01,16.53,3426,22281.66,100,2.68,17.5,80.41,19.59,24.36,0.95,1.21,250.85,4.47,7.01,1.11,9.43,0.96
쿠쿠홈시스(주),284740,2018/12,0,0,0,0,9.97,7.25,9.15,1591.56,17324.09,100,0,0,79.21,20.79,26.25,0.73,0.92,159.62,3.5,18.85,1.74,0,1.88
키움증권(주),039490,2018/12,48.75,37.52,78.16,4.08,11.18,1.48,11.49,160.7,1414.3,0,2.48,25.01,12.46,87.54,702.57,0.13,0.89,14.38,0.15,9.09,0.94,0,1.02
키움증권(주),039490,2019/12,27.82,5.78,33.84,49.9,12.52,1.63,14.46,225.26,1532.75,0,2.84,20.2,10.31,89.69,869.74,0.13,1.12,17.99,0.15,5.54,0.81,0,0.69
키움증권(주),039490,2020/12,61.45,24.07,68.28,97.9,14.72,2.2,24.84,444.63,1907.94,0,3.06,13.64,7.92,92.08,1161.89,0.15,1.52,30.2,0.16,2.24,0.53,0,0.33
키움증권(주),039490,2021/12,19.16,50.32,30.77,36.49,15.36,2.21,24.46,566.24,2538.99,0,2.76,13.56,10,90,900.3,0.14,1.33,36.85,0.16,3.42,0.73,0,0.53
키움증권(주),039490,2017/12,33.33,19.7,22.09,30.5,19.13,2.02,14.29,165.91,1165.27,100,2.05,15.67,13.48,86.52,641.96,0.11,0.69,8.67,0.12,8.26,1.13,0,1.58
키움증권(주),039490,2016/12,37.67,10.61,19.13,4.04,17.9,2.09,12.63,127.13,957.02,100,1.61,13.37,15.01,84.99,566.09,0.12,0.67,7.1,0.14,7.76,0.98,0,1.39
태경산업(주),015890,2017/12,0.1,1.13,28.97,2.22,4.36,3.91,5,50.7,919.96,0,3.92,78.89,78.56,21.44,27.29,0.9,1.15,11.64,4.11,18.16,0.94,11.58,0.79
태경산업(주),015890,2018/12,3.23,3.79,-4.69,22.82,5.61,4.72,5.99,62.27,958.6,0,4.11,69.95,78.99,21.01,26.6,0.84,1.07,11.09,3.96,15.48,0.95,10.71,0.87
태경산업(주),015890,2019/12,5.66,12.18,-13.13,249.8,22.61,15.81,19.4,217.84,1101.24,0,3.66,19.96,83.87,16.13,19.24,0.7,0.86,9.63,3.78,4.81,0.92,29.49,1.09
태경산업(주),015890,2021/12,9.04,3.11,27.25,645.89,9,6.13,6.98,81.77,1115.44,0,4.39,63.81,85.5,14.5,16.96,0.68,0.78,9.08,5.6,12.82,0.92,7.23,1.15
태경산업(주),015890,2016/12,-4.96,1.18,27.12,0,5.5,3.73,4.95,49.6,908.55,0,3.97,80.64,77.76,22.24,28.6,0.68,0.9,9.02,2.75,18.53,0.95,5.88,1.02
태경산업(주),015890,2020/12,-9.86,-2.82,-25.92,-94.97,1.54,0.81,0.94,10.96,1067.72,0,4.06,427.16,90.42,9.58,10.6,0.53,0.61,7.14,4.07,57.83,0.57,0,0.89
태경케미컬(주),006890,2018/12,10.74,10.16,-3.02,91.42,8.53,3.37,3.79,67.74,1773.54,0,1.59,43.99,88.58,11.42,12.89,0.39,0.44,7.94,3.52,11.81,0.43,9.04,1.01
태경케미컬(주),006890,2019/12,3.88,3.45,-12.09,-10.63,8.67,2.81,3.18,60.54,1852.13,0,1.53,48.85,88.22,11.78,13.35,0.32,0.37,6.98,2.79,15.28,0.48,7.93,1.32
태경케미컬(주),006890,2020/12,9.73,10.09,12.49,101.57,15.54,5.3,5.99,122.03,2055.39,0,1.83,32.03,88.51,11.49,12.98,0.34,0.39,7.85,2.93,5.62,0.33,4.35,0.87
태경케미컬(주),006890,2021/12,13,12.3,14.28,45.56,19.79,6.92,7.84,177.63,2317.87,0,1.79,24.2,87.96,12.04,13.69,0.35,0.4,8.98,2.97,12.78,0.97,10.13,2.53
태경케미컬(주),006890,2017/12,-1.7,2.32,-5.03,-54.22,4.32,1.84,2.1,35.39,1600.73,0,1.76,84.77,89.05,10.95,12.3,0.43,0.49,8.19,3.34,24.84,0.53,8.14,1.07
태경케미컬(주),006890,2016/12,-4.33,-1.38,0.82,-19.26,8.96,3.89,4.62,77.3,1562.22,0,1.8,38.81,85.56,14.44,16.88,0.43,0.52,8.62,2.76,12.78,0.61,11.58,1.15
태광산업(주),003240,2018/12,15.39,11.53,11.82,142.3,8.14,5.89,7.31,3173.52,47714.63,0,0.1,1.43,79.22,20.78,26.23,0.72,0.9,389.74,3.71,7.25,0.51,5.67,0.59
태광산업(주),003240,2019/12,-4.54,0.36,-6.57,-69.62,2.65,1.71,2.1,964.13,47877.74,0,0.05,2.43,83.28,16.72,20.07,0.65,0.79,364.14,3.43,20.14,0.43,6.62,0.53
태광산업(주),003240,2020/12,14.41,17.98,-26.22,794.21,32.09,14.59,17.23,8621.35,56131.89,0,0.04,0.27,85.88,14.12,16.44,0.45,0.54,268.66,2.97,1.13,0.18,4.16,0.36
태광산업(주),003240,2021/12,16.21,11.67,46.95,-31.92,14.87,8.61,10.24,5869.59,62455.38,0,0.04,0.45,82.53,17.47,21.17,0.58,0.69,394.79,3.64,2.65,0.26,3.6,0.39
태광산업(주),003240,2017/12,7.27,4.71,13.92,0,3.76,2.71,3.27,1309.73,42983.34,0,0.07,2.22,81.95,18.05,22.02,0.72,0.87,348.53,4.22,13.41,0.44,6.42,0.5
태광산업(주),003240,2016/12,2.06,0.03,-6.13,0,-0.37,-0.24,-0.29,-111.83,41136.49,0,0.07,0,83.95,16.05,19.12,0.66,0.78,305.94,4.36,0,0.42,5.34,0.53
태림포장(주),011280,2018/12,-4.54,2.78,8.28,2631.31,2.15,2.09,3.81,33.73,814.62,0,5.07,135.13,56.89,43.11,75.77,0.97,1.77,15.66,2.14,14.68,0.58,4.02,0.32
태림포장(주),011280,2017/12,-14.78,-0.96,55.72,-86.1,0.09,0.07,0.14,1.23,781.62,0,0.18,127.99,52.84,47.16,89.25,0.8,1.65,14.46,1.57,341.71,0.49,5.68,0.29
태림포장(주),011280,2020/12,-0.34,-0.1,-2.32,-94.79,0.14,0.14,0.26,2.12,749.23,0,0,0,56.44,43.56,77.18,0.99,1.76,14.62,2.28,196.34,0.5,4.96,0.28
태림포장(주),011280,2021/12,5.18,3.38,27.2,1404.14,1.71,2.11,3.78,31.87,777.27,0,1.13,30.51,55.48,44.52,80.26,1.23,2.2,18.59,2.8,23.91,0.91,13.32,0.41
태림포장(주),011280,2019/12,-6.6,-7.56,-4.41,20.61,2.72,2.66,4.71,40.68,750.08,0,0,0,56.31,43.69,77.59,0.98,1.73,14.97,2.26,18.34,0.9,7.21,0.5
태림포장(주),011280,2016/12,36.31,-0.09,1.3,-75.32,0.96,0.53,1.01,8.89,782.67,0,0.18,18.01,45.47,54.53,119.93,0.55,1.05,9.29,1.16,62.12,0.63,67.77,0.59
태양금속공업(주),004100,2018/12,1.43,1.26,-3.69,90.6,0.68,0.65,1.82,11.1,515.7,100,0.17,9.69,35.99,64.01,177.87,0.96,2.67,16.29,1.5,14.85,0.27,0,0.1
태양금속공업(주),004100,2017/12,4.16,2.64,-3.59,-82.04,0.34,0.35,0.97,5.82,508.06,100,0.18,18.47,36.05,63.95,177.4,1.02,2.82,16.91,1.61,53.92,0.52,45.66,0.19
태양금속공업(주),004100,2020/12,7.93,0.77,-16.71,0,-5.77,-4.46,-14.52,-78.38,442.67,0,0.2,0,29.74,70.26,236.27,0.77,2.51,13.58,1.12,0,0.25,25.17,0.1
태양금속공업(주),004100,2021/12,-2.36,-10.84,9.64,0,-4.69,-3.88,-13.62,-69.82,383.91,0,0.22,0,27.16,72.84,268.24,0.83,2.9,14.88,1.16,0,0.46,0,0.15
태양금속공업(주),004100,2019/12,-1.88,-14.04,0.05,0,-4.79,-4.61,-13.64,-78,429.34,100,0.2,0,31.53,68.47,217.18,0.96,2.85,16.3,1.45,0,0.35,0,0.11
태양금속공업(주),004100,2016/12,-3.09,4.92,-1.63,2.56,1.85,1.97,5.61,32.43,494.28,100,0.67,12.25,36.58,63.42,173.35,1.07,3.04,17.54,1.65,7.65,0.42,5.12,0.14
태원물산(주),001420,2018/12,-6.75,-1.16,-12.07,-56.93,1.63,0.9,1.1,9.37,768.43,0,1.59,144.15,83.99,16.01,19.06,0.55,0.68,5.76,2.98,65.42,0.74,25.59,1.06
