회사명,거래소코드,회계년도,[제조]유동부채비율(IFRS),[제조]매출액순이익률(IFRS),[제조]총자본증가율(IFRS),[제조]순이익증가율(IFRS),[제조]CASH FLOW 대 매출액비율(IFRS),[제조]CASH FLOW 대 부채비율(IFRS),[제조]차입금의존도(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]금융비용 대 총비용비율(IFRS),[제조]설비투자효율(IFRS),[제조]CASH FLOW 대 총자본비율(IFRS),[제조]자본금회전률(IFRS),[제조]총자본투자효율(IFRS),[제조]총자본회전률(IFRS),[제조]유동자산증가율(IFRS),[제조]매출액증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]매출채권회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]유형자산회전율(IFRS),[제조]매출원가 대 매출액비율(IFRS),[제조]부채비율(IFRS),[제조]유동비율(IFRS),[제조]자기자본배율(IFRS),[제조]당좌비율(IFRS),[제조]순운전자본비율(IFRS),[제조]현금비율(IFRS),[제조]타인자본회전률(IFRS),[제조]정상영업이익증가율(IFRS),[제조]총자본순이익률(IFRS)
뉴지랩파마(주),214870,2017/12,34.84,-29.79,64.69,0,-2.02,-1.74,42.42,-37.1,-0.09,-13.89,-0.84,9.44,-1.18,0.52,85.84,-6.92,0.74,-25.44,4.94,4.91,3.16,99.26,93.84,461.91,1075.02,417.41,65.04,282.72,1.32,0,-15.46
다믈멀티미디어(주),093640,2017/12,65.76,-22.63,-25.63,0,-6.5,-17.06,38.91,-18.12,0.16,1621.91,-10.78,5.63,22.71,1.42,-29.52,-28.55,27.95,-68.4,25.63,20.05,132.08,72.05,171.62,305.38,124.57,266.33,49.73,42.76,2.66,0,-32.03
대동금속(주),020400,2017/12,105.62,1.12,6.14,0,2.39,4.27,26.24,3.08,0.7,31.61,2.57,31.13,20.64,1.11,26.88,22.28,8.42,3.1,6.57,11.56,1.6,91.58,151.3,75.62,1150.44,49.17,-10.25,0.08,1.85,157.06,1.24
대동기어(주),008830,2017/12,133.84,0.06,11.48,0,4.23,3.9,36.96,1.39,1.88,18,2.62,25.26,9.89,0.65,28.55,22.2,7.32,0.12,4.43,4.13,1.05,92.68,204.12,89.18,1342.51,55.51,-4.76,11.02,1,0,0.04
대봉엘에스(주),078140,2017/12,9.99,7.01,3.57,-42.24,7.65,63.66,0.62,568.2,-0.27,66.73,6.7,10.22,16.31,0.89,-0.39,-10.55,22.71,7.07,2.57,5.27,3.86,77.29,11.76,751.23,1044.43,552.8,58.22,134.33,7.66,-38.39,6.25
대아티아이(주),045390,2017/12,34.53,10.81,15.7,-21.52,13.61,30.73,3.37,360.18,-0.85,491.47,8.27,10.15,21.93,0.65,23.21,-7.47,22.64,9.43,3.88,24.58,14.99,77.36,36.84,232.69,1220.44,218.64,33.48,9.77,2.58,-33.68,7.05
대양전기공업(주),108380,2017/12,24.38,7.22,10.03,-32.37,20.19,56.26,0,999999999,-0.7,49.25,11.58,25.11,15.23,0.6,14.97,-21.35,18.27,5.36,7.89,13.1,1.78,81.73,25.93,293.51,3474.5,275.98,37.47,145.47,3.16,-24.33,4.34
대양제지공업(주),006580,2017/12,62.76,3.59,-0.76,38.89,0.81,2.15,26.74,7.02,0.71,29.05,0.95,12.54,13.11,1.16,2.99,37.53,8.94,7.73,9.2,40.2,2.54,91.06,78.48,49.3,602.95,40.91,-17.83,1.1,2.52,12,4.17
대원미디어(주),048910,2017/12,11.65,10.37,9.28,0,0.83,5.33,0,-41.6,-4.57,816.27,0.87,10.42,22.94,1.09,11.83,44.94,16.44,13.79,14.26,18.03,21.74,83.56,19.43,305.59,832.91,231.66,20.06,93.34,6.16,0,11.34
대원산업(주),005710,2017/12,37.07,4.5,1.47,24.56,8.41,45.2,0,999999999,-0.83,141.21,15.12,68.98,22.23,1.81,0.66,7.53,8.58,12.91,6.32,46.16,11.83,91.42,50.27,260.48,2437.74,245.28,39.59,140.52,4.9,87.3,8.14
대정화금(주),120240,2017/12,10.93,11.02,0.05,-2.58,12.27,58.08,0,3347.41,-2.51,34.99,7.27,21.71,13.99,0.59,6.32,9.11,25.11,7.95,5.27,7.9,1.89,74.89,14.3,444.58,3167.34,364.43,32.94,20.69,3.31,7.11,6.53
대주산업(주),003310,2017/12,40.29,3.34,9.89,42.16,6.02,15.23,17.28,12.3,0.17,25.15,6.08,4.57,13.28,1.06,11.01,0.54,21.81,5.75,8.07,8.72,1.78,78.19,66.52,131.79,271.68,84.17,7.69,17.22,2.75,10.63,3.54
대주전자재료(주),078600,2017/12,89.55,-11.96,-5.57,0,3.17,3.07,47.82,0.96,2.77,5.35,1.79,10.36,3.37,0.55,4.62,47.42,19.98,-15.67,6.95,9.11,0.89,80.02,139.78,61.72,729.75,40.7,-14.3,11.27,0.95,-28.83,-6.57
대한광통신(주),010170,2017/12,45.02,10.55,23.54,0,7.15,16.26,14.91,9.19,1.25,61.79,6.17,5.08,21.92,0.95,36.06,16.81,22.08,18.08,4.02,7.46,2.27,77.92,61.09,211.06,326.3,169.62,31.04,53.72,2.15,0,10.06
대한그린파워(주),060900,2017/12,99.69,-24.46,22.51,0,-23.98,-49,47.26,-6.52,2.33,-45.89,-25.91,4.11,-10.47,1.19,44.15,-3.14,-8.33,-61.44,4.51,12.13,4.82,108.33,112.18,139.31,171.21,113.34,18.47,36.65,2.26,0,-29.1
대한뉴팜(주),054670,2017/12,97,-15.73,-6.81,0,2.42,4.51,36.97,8.7,1.1,364.11,2.6,18.23,71.5,1.04,-8.78,19.57,53.49,-33.49,3.42,10.41,5.29,46.51,135.53,121.88,720.6,95.88,9.01,8.69,2.02,13.59,-16.3
대한약품공업(주),023910,2017/12,37.47,17.19,15.03,40.64,16.75,35.3,11.17,91.81,0.26,84.53,13.12,48.15,41.59,0.84,13.32,3.59,37.93,23.78,2.92,9.83,1.66,62.07,59.13,192.23,3862.69,153.28,21.72,30.15,2.13,48.49,14.41
대화제약(주),067080,2017/12,76.95,15.78,21.28,184.08,12.93,15.14,30.01,8.29,1.12,67.35,7.32,9.42,27.26,0.62,20.1,4.69,49.11,18.84,6.45,9.69,1.35,50.89,93.58,59.41,859.45,45.95,-16.14,11.19,1.29,109.56,9.79
더이앤엠(주),089230,2017/12,71.11,-132.47,-7.62,0,5.93,3.06,6.43,9.01,0.74,-2149.48,1.3,1.48,-21.22,0.21,494.85,58.73,59.67,-40.04,6.62,328.07,0.76,40.33,73.29,159.82,390.72,159.82,24.55,6.97,0.69,0,-27.8
덕산네오룩스(주),213420,2017/12,16.01,16.7,26.33,258.84,14.37,53.92,0.67,890,-0.71,87.44,9.67,27.88,23.75,0.75,46.43,137.19,32.12,14.52,22.56,8.19,2.57,67.88,21.85,391.15,2550.65,299.98,38.26,243.29,5.52,368.62,12.55
덕산하이메탈(주),077360,2017/12,2.74,4.03,0.64,0,14.07,102.53,0.8,97.91,-1.46,64.75,3.65,9.92,7.91,0.26,2.8,5.24,21.4,1.09,8.71,9.12,2.01,78.6,3.69,1036.74,3691.78,929.63,24.78,583.58,6.58,-51.56,1.05
덕우전자(주),263600,2017/12,27.98,12.74,77.43,29.44,19.28,89.21,0,57865.93,-0.57,92.09,19.5,47.08,27.68,1.29,144.88,43.57,25.61,22.38,18.4,26.49,3.46,74.39,27.98,244.53,2087.38,221.85,31.6,69.41,4.91,34.47,16.48
데브시스터즈(주),194480,2017/12,1.45,-49.1,-5.2,0,6.55,50.86,0,999999999,-8.67,77.22,0.79,3.08,1.91,0.12,-16.71,14.13,0,-5.88,5.58,90.96,4.62,0,1.58,5084.84,2498.78,5078.75,71.22,21.58,7.75,0,-5.79
도이치모터스(주),067990,2017/12,326.29,0.58,17.55,771.79,-2.03,-6.79,69.07,2.34,0.5,55.33,-5.33,71.06,17.8,2.84,8.1,42.43,6.76,7.76,70.17,13.37,8.8,93.24,363.59,72.07,583.49,46.96,-19.66,16.47,3.6,572.01,1.65
동국산업(주),005160,2017/12,25.18,5.06,-3.4,-23,4.88,12.14,15.79,9.95,-0.31,42.73,3.48,7.05,14.1,0.7,-2.28,8.3,13.96,5.15,4.94,4.76,2.07,86.04,40.23,176.88,704.18,89.86,13.8,4.96,2.26,6.69,3.55
동국제약(주),086450,2017/12,22.24,11.68,7.06,-7.02,9.56,44.02,0.31,1720.38,-0.47,196.3,9.04,14.54,33.01,0.98,-3.43,6.2,61.62,14.8,4.18,7.7,5.37,38.38,25.83,366.82,1223.17,297.88,47.16,95.64,4.27,2.56,11.41
동신건설(주),025950,2017/12,13.13,20.33,2.64,84.35,0.29,1.16,0.66,1051.4,-1.5,6591.66,0.15,12.52,19.93,0.53,1.78,-19.2,28.29,13.01,18.45,2.44,167.36,71.71,15.34,650.28,2074.66,417.73,62.64,335.32,3.09,115.98,10.78
동아화성(주),041930,2017/12,54.27,4.35,-6.1,-45.82,7.04,19.53,24.69,9.88,0.45,81.24,6.98,16.67,19.27,0.96,-10.09,-2.92,10.91,6.88,2.49,27.11,4.06,89.09,55.67,144.72,1079.26,134.17,15.59,8.81,2.45,-24.51,4.18
동양이엔피(주),079960,2017/12,24.37,0.39,0.86,-91.53,5.68,36.95,0.47,577.88,-0.78,99.65,8.53,91.68,12.84,1.51,5.7,-2.85,8.84,0.76,7.79,14.07,11,91.16,29.99,359.1,4699.47,299.58,48.58,176,6.64,12.2,0.58
동양파일(주),228340,2017/12,8.72,9.31,-15.39,-71.04,31.37,217.07,0,36.7,-0.22,30.88,17.4,8.86,10.83,0.51,-24.13,-26.76,30.77,5.67,3.3,20.54,1.56,69.23,8.72,603.4,1468.94,563.36,40.35,374.96,3.06,-61.72,4.73
동일금속(주),109860,2017/12,10.2,5.81,2.56,31.36,5.01,28.23,1.1,64.74,-3.28,41.55,3.04,20.32,6.78,0.62,83.89,20.49,7.67,3.99,12.28,7.05,3.6,92.33,12.08,309.18,2982.84,206.11,19.03,34.46,5.98,281.09,3.58
동일철강(주),023790,2017/12,145.77,-7.08,-2.34,0,-3.33,-2.35,47.1,0.12,4.37,9.64,-1.54,15.05,5.82,0.46,3.74,-4.98,8.7,-9,4.39,2.88,0.75,91.3,189.54,57.94,1125.6,24.63,-21.17,1.59,0.71,-90.68,-3.23
동화기업(주),025900,2017/12,49.45,8.12,6.39,3.95,9.76,11.23,25.56,6.43,1.66,40.67,4.94,56.91,16.46,0.52,-5.84,3.63,22.62,7.52,6.61,9.84,1.21,77.38,78.52,51,6298.58,32.99,-13.57,0.95,1.2,9.81,4.24
디에스티(주),033430,2017/12,205.94,16.57,3.65,0,-10.37,-6.5,27.8,1.4,10.93,419.47,-4.38,0.89,20.4,0.43,34.39,54.67,48.51,24.3,4.88,5.97,10.13,51.49,207.09,88.49,376.24,69.3,-7.72,2.83,0.61,0,7.13
디엑스앤브이엑스(주),180400,2017/12,4.77,-80.14,91.86,0,-38.86,-6.68,43.99,-17.41,-0.82,13.85,-3.19,2.23,1.32,0.11,80.51,-8.38,13.82,-12.72,7.11,9.77,1.04,86.18,91.24,2702.51,982.47,2666.1,64.92,2591.56,0.34,0,-8.64
디와이피엔에프(주),104460,2017/12,71.75,-2.97,-3.63,0,3.4,7.77,8.52,4.16,0.53,66.46,3.26,16.8,8.83,0.94,-4.93,3.31,12.16,-4.75,3.28,691.64,5.57,87.84,72.13,159.43,1017.94,159.09,24.77,38.33,2.29,51.39,-2.8
디젠스(주),113810,2017/12,129.71,-9.94,-9.69,0,8.73,9.02,39.82,-1.88,2.08,49.72,5.63,5.04,15.02,0.61,-25.69,-15.63,8.1,-15.86,3.21,10.52,1.89,91.9,165.92,62.02,293.81,50.77,-18.53,11.99,0.99,0,-6.09
디케이락(주),105740,2017/12,23,0.91,1.88,-81.35,10.98,26.26,9.46,7.36,0.33,34.98,5.91,13.64,14.75,0.54,0.66,2.99,21.54,0.63,3.12,2.54,1.27,78.46,29.03,288.33,1964.04,175.52,33.57,49.54,2.51,-32.71,0.49
라온시큐어(주),042510,2017/12,23.55,15.7,21.92,77.35,14.69,68.05,1.8,189.98,-0.3,1623.95,15.23,1.32,53.05,1.14,48.52,26.21,60.88,23.43,5.56,0,30.1,39.12,28.82,354,99.2,354,46.44,79.77,4.82,54.75,17.89
램테크놀러지(주),171010,2017/12,106.81,3.64,-2.2,0,11.07,8.65,53.83,1.11,3.78,22.43,5.04,4.16,13.13,0.45,17.66,-1.38,12.38,4.06,11.72,4.86,0.74,87.62,139.99,41.69,380.06,18.36,-25.95,4.8,0.76,0,1.64
럭슬(주),033600,2017/12,185.44,-40,-0.51,0,-12.09,-8.14,48.2,-5.59,1.93,4.16,-5.64,4.43,3.09,0.47,-11.01,-34.28,-12.46,-53.67,6.11,22.62,0.63,112.46,225.32,21.88,291.99,20.18,-44.53,0.23,0.71,0,-18.61
로스웰인터내셔널유한회사,900260,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
로체시스템즈(주),071280,2017/12,23.01,0.99,-3.93,-17.89,0.81,15.39,4.7,8.49,0.05,96.93,3.22,57.31,28.8,3.88,-7.18,240.89,6.87,5.76,21.59,23.51,13.46,93.13,26.47,351.95,880.4,242.64,45.84,126.38,11.6,-54.11,3.83
리노공업(주),058470,2017/12,7.83,28.52,13.73,14.03,27.09,206.76,0,999999999,-1.11,128.74,15.55,18.57,35.83,0.61,22.25,25.47,42.14,18.82,6.91,20.93,2.06,57.86,8.13,943.02,2990.95,898.45,61.05,336.36,8.24,25.03,17.43
마이크로로봇(주),182690,2017/12,29.16,-77.89,-21.32,0,-22.15,-47.5,14.08,-1144.37,-0.33,-14.48,-12.57,1.15,-5.96,0.5,-38.18,-53.87,-21.82,-46.66,3.64,6.83,1.22,121.82,35.98,187.89,149.55,148.5,18.85,9.83,3.01,0,-38.92
매일유업(주),267980,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매일홀딩스(주),005990,2017/12,1.9,2671.48,-53.97,272.77,312.04,272.53,0,999999999,0,2013.34,6.25,1.01,0.75,0.01,-97.04,-99.48,0,49.85,0.09,0.12,0.07,0,2.35,182.5,4915.22,182.5,1.53,58.18,0.04,0,33.71
메가스터디(주),072870,2017/12,6.04,-3.17,-0.76,0,44.68,69.52,0,-109.04,-20.44,359.01,5.46,13.91,0.82,0.12,-29.88,-11.05,19.87,-0.42,2.37,6.18,5.48,80.13,8.52,499.41,10488.71,462.99,22.23,37.78,1.63,0,-0.39
메가스터디교육(주),215200,2017/12,44.06,3.37,14.04,110.08,13.83,34.42,0,345.73,-0.19,64.64,11.43,187.82,29.25,0.88,124.69,25.1,56.62,4.23,27.68,178.74,1.77,43.38,49.71,73.51,15184.74,71.59,-7.8,15.96,2.95,169.52,2.97
메가엠디(주),133750,2017/12,52.6,-3.55,1.25,0,10.07,20.27,0,-17.17,-1.18,186.33,7.02,5.65,20.15,0.7,7.92,6.4,59.4,-3.66,21.93,56.21,5.95,40.6,53.04,111.53,528.78,107.88,3.96,74.55,2.21,0,-2.49
메디앙스(주),014100,2017/12,108.14,1.36,-3.79,-26.17,5.14,11.5,26.85,5.37,0.46,67.81,6.78,20.43,17.31,1.29,-6.69,-11.43,52.39,4.47,6.39,5.67,5.22,47.61,143.68,119.02,624.18,67.23,8.44,8.73,2.14,-38.24,1.77
메디포스트(주),078160,2017/12,4.84,-3.12,-20.04,0,-11.54,-12.16,10.61,-6.39,-3.27,15.81,-3.32,10.75,4.58,0.26,12.95,47.45,59.64,-1.04,10.52,6,0.97,40.36,37.51,876.34,2719.27,731.17,27.34,166.94,1.11,0,-0.8
모바일어플라이언스(주),087260,2017/12,36.36,2.95,48.87,-70.86,-5.73,-10.27,36.43,2,1.92,88.55,-5.17,6.69,9.91,1.08,77.87,-17.71,17.91,6.06,2.72,14.42,8.22,82.09,101.48,368.47,353.81,328.98,48.46,32.78,2.28,-61.58,3.18
모트렉스(주),118990,2017/12,32.33,9.19,47.27,28.25,7.45,32.35,8.11,13.26,0.71,263.3,8.55,130.8,24.63,1.37,49.05,4.56,24.32,19.68,5.47,7.78,12.33,75.68,35.93,283.36,4963.03,223.52,43.6,8.71,3.78,47.88,12.57
무림에스피(주),001810,2017/12,27.35,3.57,5.5,63.94,8.21,13.02,16.26,6.64,0.55,55.04,4.21,11.9,11.66,0.53,20.14,-1.67,11.51,2.74,5.81,5.12,2.25,88.49,47.69,156.03,1572.81,97.95,10.37,38.41,1.67,-30.05,1.88
미래나노텍(주),095500,2017/12,54.14,1.65,-2.37,-24.69,11.27,20.16,31.26,1.47,0.53,78.48,7.65,14.18,12.87,0.67,-0.25,-18.99,17.62,1.82,8.63,11.31,3.88,82.38,61.16,111.44,1296.03,92.25,3.84,47.81,1.71,-72.7,1.11
미래오토스,176440,2017/12,62.54,-1.99,-2.45,0,-4.05,-20.08,17.03,5.02,0.16,606.87,-8.24,32.97,3.6,2.01,-2.5,1.38,7.97,-6.51,3,567.02,448.69,92.03,69.59,225.28,717.14,224.48,46.2,14.1,5.19,-74.03,-3.99
미스터블루(주),207760,2017/12,27.2,8.27,7.36,-40.57,8.67,29.12,8.21,35.91,-0.04,118.5,6.5,11.33,23.72,0.78,3.84,17.24,0,8.26,7.56,457.65,3.72,0,28.73,184.04,1174.91,183.27,17.76,55.31,3.48,-45.86,6.41
바디텍메드(주),206640,2017/12,27.96,-8.59,23.58,0,19.64,26.2,26.24,5.7,1.69,61.86,8.72,2.05,13.61,0.49,66.98,-3.19,58.23,-5.57,3.69,5.45,2.04,41.77,49.91,278.89,294.02,231.85,33.37,95.7,2.02,-51.3,-4.22
바이온(주),032980,2017/12,50.04,-44.59,23.32,0,1.69,1.11,33.28,-1.64,6.07,-30.88,0.4,0.87,-4.61,0.26,2.85,-35.47,6.98,-19.4,2.7,18.74,1.86,93.02,55.83,88.52,202.36,88.07,-3.69,20.83,0.64,0,-11.57
베뉴지(주),019010,2017/12,53.11,-0.65,2.13,0,4.04,1.81,26.34,1.35,1.16,12.17,0.75,2.67,5.59,0.19,45.28,-4.05,52.27,-0.21,47.6,21.4,0.37,47.73,71.57,94.08,834.16,91.81,-1.83,13.52,0.46,-18.56,-0.12
보성파워텍(주),006910,2017/12,39.87,-12.64,-5.51,0,-12.44,-25.39,10.17,-26.61,0.02,7.39,-7.76,3.29,2.52,0.61,-12.69,8.36,-0.49,-10.75,4,3.75,1.91,100.49,44.02,195.07,365.84,120.18,26.32,24.99,2.11,0,-7.66
비디아이(주),148140,2017/12,158.53,3.82,31.9,-8.29,-8.54,-12.45,35.17,6.48,0.69,98.97,-8.37,40.21,13.36,1.12,35.6,-5.63,10.41,14.82,1.79,309.05,7.19,89.59,205.66,148.66,1199.6,148.66,25.24,9.67,1.57,-17.1,4.26
비에이치아이(주),083650,2017/12,229.04,2.62,-5.35,-16.3,6.14,6.48,48.44,2.14,2.57,30.66,4.72,25.01,14.36,0.75,-14.07,4.78,12.91,7.82,7.05,39.95,1.6,87.09,267.51,65.29,886.26,62.91,-21.63,3.31,1,41.45,1.95
빛샘전자(주),072950,2017/12,7.16,6.17,1.79,-19.94,7.36,38.93,0,999999999,-0.7,41.35,3.94,8.88,15.33,0.54,6.66,-9.27,22.74,3.71,5.88,9.21,1.42,77.26,11.25,689.8,1491.44,589.83,37.94,108.71,5.25,-15.51,3.33
삼강엠앤티(주),100090,2017/12,90.69,77.45,66.54,2886.84,-0.95,-0.51,43.46,-2.12,4.52,65.97,-0.29,14.46,31.27,0.38,34.63,-29.61,-1.48,77.8,4.71,100.44,0.62,101.48,134.05,31.57,2011.95,31.1,-26.52,8.63,0.62,0,29.71
삼륭물산(주),014970,2017/12,50.15,7.5,4.78,-16.22,16.09,18.69,28.05,6,1.41,155.72,6.82,4.92,11.13,0.43,23.97,-8.52,13.85,5.1,5.45,7.94,5.42,86.15,57.42,92.23,736.98,71.3,-2.47,27.4,1.2,-35.27,3.25
삼목에스폼(주),018310,2017/12,10.41,11.51,7.34,-7.13,22.27,127.35,0,999999999,-0.36,39.29,18.09,41.51,26.29,0.84,1.84,13.83,23.93,11.49,10.84,241.86,1.27,76.07,16.55,338.63,4384.24,334.76,21.32,90.47,5.35,-4.19,9.68
삼보모터스(주),053700,2017/12,145.93,0.43,4.74,-89.06,4.32,5.6,46.57,2.18,1.74,50.6,3.63,37.82,15.86,0.86,6.96,-3.11,13.61,1.09,5.35,25.43,2.67,86.39,184.67,54.79,1466.75,47.95,-23.17,11.59,1.31,-37.67,0.37
삼보산업(주),009620,2017/12,562.68,-3.31,6.61,0,4.08,6.78,73.57,-0.74,2.1,17.04,5.88,223.48,4.72,1.49,-4.8,1.96,1.97,-49.19,6.05,11.19,3.82,98.03,649.75,49.23,1384.87,29.79,-38.1,0.14,1.65,0,-4.92
삼아제약(주),009300,2017/12,5.81,9.39,3.51,-41.2,12.64,65.87,0,999999999,-3.06,74.86,4.65,9.7,18.16,0.37,11.96,-6.2,61.94,3.8,3.1,5.6,1.46,38.06,7.6,897.8,2450.61,762.96,43.07,107.73,4.9,-20.53,3.51
삼영엠텍(주),054540,2017/12,31.25,3.63,-2.35,-54.75,14.03,28.45,16.92,2.78,-0.41,35.32,7.29,8.58,9.05,0.51,-5.27,-5.81,15.84,2.59,4.04,6.32,2,84.16,34.42,199.28,1228.57,168.76,23.08,40.18,1.83,-58.87,1.86
삼영이엔씨(주),065570,2017/12,5.75,9.28,-1.38,-53.32,10.6,63.22,2.7,70.75,0.12,87.22,4.39,8.64,15.58,0.41,-7.31,6.07,42.52,4.16,1.91,1.21,2.28,57.48,7.46,1203.04,1941.7,538.04,59.05,93.17,4.96,-30.18,3.81
삼지전자(주),037460,2017/12,40.46,30.08,14.84,1053.24,21.83,12.29,21.48,0.62,-12.67,58.79,4.04,4.12,6.07,0.2,13.22,-16.22,26.93,9.07,3.1,6.45,1.64,73.07,49.02,62.2,1406.01,53.34,-10.26,13.66,0.58,-70.5,5.95
삼천당제약(주),000250,2017/12,13.81,8.83,12.67,109.76,7.19,29,3.37,91.42,-1.11,142.62,5.47,10.92,26.85,0.81,3.95,7.98,47.68,8.85,4.88,7.04,3.98,52.32,23.27,374.48,1161.48,272.48,30.75,42.07,4.13,3.33,7.12
삼천리자전거(주),024950,2017/12,41.27,6.99,7.64,-35.78,2.87,4.66,23.15,1.44,1.41,49.46,1.46,11.68,13.63,0.53,2.3,-24.24,34.7,5.22,5.09,11.32,1.91,65.3,45.5,72.64,1581.77,55.73,-7.76,6.71,1.78,-75.77,3.68
삼현철강(주),017480,2017/12,11.5,3.71,2.09,-35.14,-0.02,-0.18,0,999999999,-0.15,40.19,-0.02,19.79,10.67,1.09,8.89,20.37,9.77,4.54,4.14,11.38,3.79,90.23,11.5,692.48,1640.55,575.74,61.11,286.71,10.28,16.35,4.06
상신이디피(주),091580,2017/12,106.75,1.47,2.65,-32.55,8.49,12.04,40.29,3.44,1.43,50.22,6.25,12.14,17.21,0.75,14.81,15.5,13.93,2.27,8.5,13.66,2.01,86.07,107.83,65.77,794.06,55.82,-17.58,11.17,1.45,160.56,1.1
상신전자(주),263810,2017/12,55.24,5.27,32.21,-18.68,1.39,6,9.09,24.06,0.19,248.9,2.24,68.91,23.6,1.83,36.91,16.46,12.65,17.02,7.61,7.84,16.79,87.35,59.59,204.18,1561.94,135.53,36.06,32.5,4.22,-10.8,9.64
서암기계공업(주),100660,2017/12,19.92,5.62,6.92,145.62,9.65,34.58,0,999999999,-1.45,89.64,5.74,6.48,20.65,0.62,9.39,28.53,15.72,4.07,5.73,5.58,2.57,84.28,19.92,455.15,908.07,386.67,58.99,65.38,4.08,5934.45,3.46
서울반도체(주),046890,2017/12,42.77,1.61,8.33,-15.76,7.43,23.58,5.61,34.31,-0.07,69.44,7.68,35.67,12.67,1.08,0.99,16.49,19.08,2.47,4.3,13.59,5.27,80.92,48.3,172.24,2325.76,142.44,20.83,7.99,3.58,84.39,1.73
서울전자통신(주),027040,2017/12,44.45,-3.63,-7.55,0,-7.24,-16.09,27.64,0.42,1.35,314.22,-6.66,2.01,6.48,0.88,-9.49,-0.81,5.47,-5.65,4.16,7.08,30.65,94.53,70.58,165.22,124.01,130.79,16.99,15.81,2.04,-83.21,-3.21
서호전기(주),065710,2017/12,24.69,13.84,-2.57,-32.76,16.33,43.89,5.11,181.81,-0.92,131.48,9.36,16.94,25.05,0.57,-2.18,-25.32,52.7,10.29,5.98,19.6,3,47.3,27.1,371.38,2325.57,352.99,52.72,119.59,2.36,58.42,7.83
성우전자(주),081580,2017/12,7.33,2.86,-1.25,-72.66,13.48,139.74,0.29,-1316604.03,-5.2,58.69,10.26,8.47,10.6,0.76,-12.08,-27.73,12.29,2.36,7.77,78.69,4.11,87.71,7.93,890.27,1031.23,876.89,53.66,37.09,9.36,0,2.17
성우테크론(주),045300,2017/12,56.39,14.51,16,56.32,12.21,17.04,20.54,17.03,-3.18,65.83,6.72,8.68,30.02,0.59,41,31.77,18.91,14.13,6.06,0,1.2,81.09,65.04,133.63,931.65,133.63,11.49,30.25,1.5,79.56,8.57
성호전자(주),043260,2017/12,64.71,3.65,-4.92,-3.23,4.43,7.08,26.04,2.38,1.3,31.67,2.9,4.4,5.51,0.64,-13.61,-1.32,17.24,4.13,3.59,11.46,3.72,82.76,69.53,61.29,395.91,45.54,-14.78,0.46,1.46,-33.05,2.33
세명전기공업(주),017510,2017/12,4.39,17.58,3.21,16.29,16.72,36.16,0.52,4922.81,-1.85,18.68,4.62,2.74,11.02,0.28,-0.02,25.46,26.72,5.68,19.97,6.14,0.47,73.28,14.66,719.94,863.59,598.63,23.73,352.28,2.15,16.72,4.94
세종머티리얼즈(주),135270,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세종텔레콤(주),036630,2017/12,20.6,1.78,81.71,0,14.12,26.11,4.6,1.26,-0.03,45.43,5.44,0.72,11.78,0.5,233.84,-12.48,0,1.19,7.14,127.56,1.49,0,26.3,371.37,110.41,369.49,44.27,79.29,1.93,199.99,0.89
소니드(주),060230,2017/12,138.9,-20.37,19.02,0,-0.61,-0.67,48.72,-0.86,3.51,7.81,-0.43,2.48,4.01,0.76,18.67,-1.13,15.01,-42.33,4.64,11.15,1.45,84.99,181.32,80.56,109.78,68.71,-9.6,3.4,1.21,0,-15.58
소프트캠프(주),210610,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소프트캠프(주),258790,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
솔브레인홀딩스(주),036830,2017/12,22.68,8.09,12.15,-33.71,16.51,73.42,7.71,51.92,-1.13,90.4,13.67,75.94,22.23,0.88,36.33,7.73,23.15,8.93,6.99,19.67,3.14,76.85,22.89,238.05,7281.84,212.73,25.48,120.59,4.24,7.14,7.08
스튜디오드래곤(주),253450,2017/12,20.97,7.17,0,0,-6.34,-21.25,2.28,14.81,0.57,8634.72,-3.7,18.24,17.46,0.58,0,0,13.7,5.06,4.79,197.51,288.37,86.3,21.05,319.12,2583.82,317.41,37.95,41.43,3.35,0,4.18
시그네틱스(주),033170,2017/12,33.97,0.61,-4.54,0,8.61,34.71,11.15,3.64,0.19,28.83,9.79,6.19,18.16,1.11,-21.46,23.1,3.94,0.98,9.09,10.72,1.78,96.06,39.3,94.45,390.95,56.87,-1.35,10.16,3.6,0,0.68
신라섬유(주),001000,2017/12,106.67,10.23,-1.23,59.74,27.08,6,49.81,0.93,14.22,16.3,3.37,1.65,6.35,0.12,-20.3,4.53,30.31,2.94,0,4.12,0.31,69.69,127.98,8.17,580.37,3.15,-42.97,1.41,0.22,-30.13,1.26
신라에스지(주),025870,2017/12,105.65,1.43,7.65,-2.13,2.45,5.43,45.55,2.53,0.39,84.38,3.46,35.08,21.07,1.46,1.24,-3.68,6.99,5.64,12.24,10.68,5.76,93.01,176.17,73.09,899.38,34.72,-10.3,2.2,2.33,-39,2.09
