회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결)
우진비앤지(주),018620,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우진비앤지(주),018620,2018/12,80.69,-23.58,0,0,-13.23,-11.1,47.03,-3.6,3.65,7.86,-6.2,3.47,5.51,0.47,0,0,6.02,-25.02,5.69,3.24,0.66,93.98,126.49,77.11,326.97,36.54,-8.16,8.95
우진비앤지(주),018620,2019/12,79.54,-45.7,41.77,0,-9.39,-6,21,2.41,2.42,80.56,-3.27,2.81,13.43,0.41,183.93,5.42,28.02,-47.55,5.22,3.01,1,71.98,119.97,152.16,210,116.28,18.86,16.16
울트라건설(주),004320,2011/12,658.33,-10.14,9.24,0,-4.22,-3.47,51.45,-7.28,0.81,-39.2,-3.16,12.74,-1.3,0.78,2.32,-26.7,-5.28,-63.53,2298.64,2.76,18.91,105.28,1019.79,105.44,141.78,42.71,3.2,20.24
울트라건설(주),004320,2012/12,490.02,0.98,-18.91,0,-7.61,-6.95,51.79,1.25,0.88,300.05,-6.12,11.09,10.65,0.72,-27.41,-12.96,6.57,6.79,2000.76,2.22,21.03,93.43,738.73,94.99,153.42,49.01,-2.93,15.2
울트라건설(주),004320,2013/12,383.6,0.89,-20.16,53.85,15.1,26.77,35.15,1.71,1.22,325.63,22.19,16.16,14.53,1.3,-32.49,45.7,5.97,9.29,1390.83,8.23,32.98,94.03,483.8,71.42,178.57,68.3,-18.78,3.19
울트라건설(주),004320,2014/12,0,-63.17,-48.05,0,39.71,31.43,59.46,-4.58,1.68,-447.5,42.09,6.06,-37.61,0.72,-58.54,-62.51,-12.05,0,427.29,36.38,12.48,112.05,0,38.94,-196.99,36.99,-58.71,3.56
원텍(주),216280,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원텍(주),216280,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원텍(주),216280,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원텍(주),216280,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원텍(주),216280,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원텍(주),216280,2017/12,76.49,5.67,0,0,-0.72,-1.71,37.2,8.37,1.12,177.61,-0.89,21.74,26.17,1.23,0,0,56.58,14.49,3.69,4.38,8.35,43.42,107.45,201.37,851.14,125.2,37.38,19.93
원텍(주),216280,2018/12,229.07,0.03,31.54,-99.39,-12.01,-18.23,59.45,-2.01,1.45,104.69,-13.18,25.5,15.22,1.25,31.91,17.33,51.66,0.1,4.72,3.56,8.53,48.34,261.2,117.4,643.04,53.85,11.04,5.59
원텍(주),336570,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원텍(주),216280,2019/12,1198.53,-30.51,-13.03,-78559.76,-16.38,-16.76,76.48,-8.33,2.16,17.93,-15.64,19.1,3,0.89,-21.66,-24.33,31.8,-151.42,5.11,2.18,5.71,68.2,1399.92,83.93,131.93,32.05,-12.84,5.53
원풍물산(주),008290,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원풍물산(주),008290,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원풍물산(주),008290,2013/12,126.48,-0.32,0,0,-4.59,-6.56,42.41,1.43,2.79,34.9,-3.95,2.98,10.55,0.86,0,0,62.44,0.29,5.98,2.24,2.84,37.56,151.1,109.69,140.14,33.4,4.88,0.01
원풍물산(주),008290,2014/12,111.64,0.04,3.09,0,-3.39,-4.84,41.13,0.97,2.43,31.27,-2.84,2.92,8.88,0.85,9.34,0.38,60.89,0.69,5.76,2.14,2.9,39.11,142.25,127.16,143.67,38.19,12.52,0.01
원풍물산(주),008290,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원풍물산(주),008290,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원풍물산(주),008290,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원풍물산(주),008290,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원풍물산(주),008290,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웨이포트유한공사,900130,2011/12,193.53,0.03,31.83,-99.42,-5.8,-7.37,40.8,1.24,2.01,9.7,-4.92,14.57,2.12,0.96,33.31,0.97,14.27,0.08,6.65,3.08,4.46,85.73,199.84,113.94,557.86,62.98,9,14.39
웨이포트유한공사,900130,2012/12,287.64,-5.33,5.24,0,-1.11,-1.27,45.2,999999999,0,-30.28,-0.95,15.59,-5.5,0.88,4.86,6.86,7.49,-16.04,5.76,2.94,4.31,92.51,293.16,100.16,475.44,62.88,0.12,10.87
웨이포트유한공사,900130,2013/12,533.9,-6.52,31.05,0,8.02,6.97,40.15,-1.31,2.27,-15.47,5.93,17.99,-2.02,0.84,24.68,12.65,8.93,-28.07,4.77,3.12,4.57,91.07,568.64,87.31,361.73,54.03,-10.13,2.91
웨이포트유한공사,900130,2014/12,883.94,-5.96,11.97,0,10.49,8.44,40.99,-1.84,2.07,56.82,7.67,8.6,9.08,0.77,7.82,10.78,9.26,-38.85,4.19,3.16,3.91,90.74,1001.19,83.63,68.19,55.62,-13.14,2.5
웨이포트유한공사,900130,2015/12,1284.08,-2.2,8.74,0,7.69,6.77,36.92,0.24,1.86,62.26,6.32,6.65,11.86,0.86,0.26,22.17,17.77,-23.97,4.22,4.76,3.9,82.23,1392.81,71.95,53.69,55.86,-24.12,1.92
웨이포트유한공사,900130,2016/12,1433.54,-0.97,-7.24,0,9.8,8.11,37.79,0.66,2.06,58.83,7.61,5.9,12.71,0.75,-9.89,-12.3,20.92,-11.29,3.59,5.61,3.33,79.08,1518.52,67.88,47.87,53.49,-28.45,1.78
웹케시(주),053580,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웹케시(주),053580,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웹케시(주),053580,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웹케시(주),053580,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웹케시(주),053580,2015/12,155.5,2.65,0,0,11.78,40.65,30.88,5.73,0.52,2063.44,26.67,31.51,64.07,2.26,0,0,0,18.89,13.17,0,72.89,0,190.75,95.04,472.43,95.04,-2.65,18.11
웹케시(주),053580,2016/12,152.07,-0.54,3.15,-104.76,8.57,29.19,33.67,4.33,0.79,3149.36,19.47,32.61,54.55,2.31,1.1,3.5,0,-0.91,13.18,0,95.77,0,200.26,98.36,458.14,98.36,-0.83,56.24
웹케시(주),053580,2017/12,90.15,4.68,-11.67,0,6.59,26.59,22.41,4.54,0.74,735.97,14.28,27.5,87.52,2.03,-20.41,-15.67,0,24.05,11.67,0,31.3,0,115.97,107.55,587.34,107.55,3.15,63.74
웹케시(주),053580,2018/12,59.44,7.05,3.97,55.39,8.03,42.34,10.68,17.45,-0.11,566.42,16.86,27.7,87.6,2.14,-6.6,0.73,0,28.29,18.33,0,15.62,0,66.16,112.74,793.73,112.74,4.56,74.55
웹케시(주),053580,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
위즈코프(주),038620,2011/12,1.42,-78.07,0,0,-10.83,-115.59,0,999999999,-2.24,-5760.35,-3.84,0.82,-22.37,0.35,0,0,29.62,-28.63,49.93,87.82,91.28,70.38,3.44,6074.54,223.41,6045.06,81.82,2745.25
위즈코프(주),038620,2012/12,1.28,3.53,0,0,3.67,33.02,0,999999999,-4.11,9.41,1.18,0.76,5.57,0.32,0,0,28.24,1.18,47.72,39.62,0.54,71.76,3.72,2383.11,226.56,2317.33,28.26,340.34
위즈코프(주),038620,2013/12,1.2,-14.89,17.46,0,4.27,7.4,11.49,-3.96,-1.14,1.02,1.2,0.77,0.51,0.3,8.48,2.02,32.96,-5.03,44.99,41.61,0.56,67.04,19.29,2715.64,231.38,2650.51,26.24,599.97
위즈코프(주),038620,2014/12,16.95,-1.9,-0.13,0,8.04,14.64,12.77,0.37,-0.39,8.3,2.36,0.81,4.17,0.29,47.38,4.68,33.45,-0.67,37.12,53.82,0.58,66.55,19.23,282.82,231.19,279.74,25.99,181.67
위즈코프(주),038620,2015/12,2.63,6.29,-4.45,0,6.69,54.72,0,14.3,-1.17,15.65,2.57,0.94,8.56,0.38,-22.26,24.99,30.96,2.64,37.84,45.34,0.72,69.04,4.93,1305.55,218.92,1256.17,30.21,789.69
위즈코프(주),038620,2016/12,11.15,5.05,21.21,71.58,3.25,18.06,6.43,999999999,-0.79,21.55,2.2,1.83,11.84,0.74,13.82,113.84,27.43,4.15,34.45,34.65,1.36,72.57,13.88,313.69,224.81,284.16,20.93,137.58
위즈코프(주),038620,2017/12,10.25,3.32,5.04,-1.81,5.67,43,5.26,6.92,-0.44,37.29,4.48,2.1,18.65,0.81,19.98,22.35,26.04,3.74,28.99,31.18,1.54,73.96,11.62,382.14,229.08,356.96,25.91,109.57
위즈코프(주),038620,2018/12,9.03,0.16,-2.71,-82.95,7.09,67.25,3.57,4.77,-0.28,36.49,6.28,2.18,18.61,0.87,9.53,9.18,25.1,0.62,46.15,38.29,1.71,74.9,10.31,482.46,217.73,454.97,31.32,196
위즈코프(주),038620,2019/12,2.76,0.07,-6.75,-78.46,7.31,156.42,0.37,10.95,-0.33,31.22,6.45,1.93,15.58,0.85,-0.75,-7.19,24.75,0.13,72.54,52.53,1.66,75.25,4.3,1591.46,205.83,1555.76,39.41,772.18
윈텍(주),320000,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
윙입푸드홀딩스,900340,2018/12,28.82,20.82,58.84,19.43,22.45,82.85,14.95,172.71,0.01,224.6,19.62,5.93,28.56,1.07,86.1,14.53,41.57,31.07,13.92,35.83,5.12,58.43,31.03,373.15,322.44,362.68,60.08,336.85
윙입푸드홀딩스,900340,2019/12,23.44,9.16,14.68,-48.94,15.13,64.78,11.04,57.77,0.1,148.77,13.38,3.79,22.11,0.94,16.04,16.03,36.4,11.11,15.71,22.99,5.99,63.6,26.03,446.6,304.56,416.04,64.45,371.43
유네코(주),064510,2011/12,67.19,8.99,31.04,131.55,11.31,15.73,32.57,10.48,1.98,59.54,7.61,9,24.36,0.76,26.25,64.4,44.88,12.43,18.11,69.7,1.88,55.12,93.84,139.72,689.58,136.92,13.77,1.37
유네코(주),064510,2012/12,68.54,13.79,58.71,87.61,7.3,6.52,41.72,6.67,4.42,86.98,3.79,11.01,22.79,0.64,61.48,22.37,44.32,19.23,5.84,86.97,1.51,55.68,138.59,171.53,888.83,169.51,20.55,3.29
유네코(주),064510,2013/12,109.28,-23.42,33.57,0,1.69,0.71,51.47,-2.26,6.07,12.1,0.52,8.8,2.96,0.36,41.25,-20.04,12.78,-25.35,1.95,56.67,0.88,87.22,286.23,184.19,733.34,181.85,23.82,52.91
유네코(주),064510,2014/12,96.85,3,2.75,0,-5.8,-3.42,59.51,3.02,6.54,36.79,-2.49,12.52,15.41,0.44,-41.27,42.2,43.46,4.95,2.63,55.36,1.08,56.54,269.17,113.55,788.24,110.09,3.56,3.14
유네코(주),064510,2015/12,165.37,3.98,2.59,14.94,-4.38,-2.2,59.63,-0.08,7.84,30.89,-1.59,10.83,11.99,0.37,6.27,-13.44,48.87,5.38,2.76,35.28,0.9,51.13,260.75,67.31,822.59,64.76,-14.99,5.01
유네코(주),064510,2016/12,129.27,1.19,5.27,-79.91,13.43,4.23,54.22,0.44,12.87,30.69,2.89,6.45,10.71,0.22,17.72,-37.49,35.91,0.96,1.64,18.85,0.57,64.09,215.32,84.17,902.26,81.3,-6.49,0.9
유네코(주),064510,2017/12,85.09,-10.49,-1.2,0,12.23,5.15,45.13,0.66,10.67,23.76,2.75,5.51,8.41,0.22,-23.35,3.27,45.7,-6.03,2.24,12.26,0.61,54.3,115.01,67.64,1001.68,61.36,-12.81,1.88
유네코(주),064510,2018/12,166.24,-295.88,-21.08,0,-27.67,-6.24,52.48,-2.89,4.48,-86.97,-4.88,2.62,-35.48,0.16,-44.31,-38.16,19.21,-129.79,2.2,3.2,0.41,80.79,358.54,52.11,284.2,30.38,-17.36,0.7
유네코(주),064510,2019/12,403.51,-49.72,-9.03,0,-38.71,-11.59,59.6,-0.57,10.77,15.24,-9.59,2.88,6.45,0.24,-11.7,27.68,29.93,-59.81,3.6,3.09,0.56,70.07,478.08,26.27,194.39,15.73,-51.47,1.79
유니셈(주),036200,2011/12,80.22,2.94,6.91,-50.8,-4.86,-8.29,29.51,2.56,1.64,50.98,-4.09,14.38,14.68,0.87,8.38,-18.2,24.76,4.72,3.17,3.01,3,75.24,97.21,163.75,861.86,86.5,25.93,9.32
유니셈(주),036200,2012/12,56.62,1.62,-11.69,-45.48,3.36,7.68,25.34,3.11,1.25,54.87,3.12,14.02,18.51,0.87,-18.55,-2.52,24.05,2.47,3.54,2.72,2.8,75.95,68.55,182.89,889.79,85.51,27.84,9.91
유니셈(주),036200,2013/12,69.94,2.43,17.46,49.22,3.14,5.44,26.8,3.17,1.22,57.21,2.52,13.86,15.67,0.87,26.93,1.29,25.3,3.53,3.54,2.69,2.78,74.7,86.14,176.68,894.22,92.36,28.81,10.85
유니셈(주),036200,2014/12,57.61,2.16,4.26,37.79,5.85,13.21,14.41,3.35,1.02,81.45,5.58,15,22.84,0.97,5.44,24.2,24.64,4.45,3.65,3.23,3.39,75.36,73.23,201.87,812.47,115.43,33.88,27.81
유니셈(주),036200,2015/12,43.5,2.23,-5.06,33.85,10.9,37.51,12.74,18.93,0.28,114.83,12.45,14.61,27.41,1.11,-3.74,13.67,30.22,5.34,4.59,4.43,4.24,69.78,49.66,234.17,810.11,160.86,39,35.94
유니셈(주),036200,2016/12,34.12,4.56,-0.36,97.51,3.23,13.48,11.17,25.32,0.23,132.21,3.89,9.94,31.53,1.2,0.29,5.27,34,9.67,4.59,5.66,4.8,66,40.59,282.31,450.28,194.75,44.24,18.06
유니셈(주),036200,2017/12,48.61,10.63,35.9,266.74,5.76,27.89,13.69,67.07,0.21,213.62,9.27,13.65,41.37,1.85,47.85,81.33,32.36,29.81,6.96,9.45,8.29,67.64,49.77,229.61,581.24,172.87,42.07,68.95
유니셈(주),036200,2018/12,35.53,9.59,8.67,-4.81,8.41,48.67,12.6,60.83,0.01,205.13,12.76,13.98,41.72,1.58,10.69,2.4,32.56,22.72,5.68,10.01,7.92,67.44,35.53,289.59,707.19,238.66,49.7,65.38
유니셈(주),036200,2019/12,33.13,11.88,18.72,-1.86,7.3,29.76,11.79,40.06,-0.08,221.83,7.8,11.68,36.99,1.16,18.99,-16.46,38.13,18.57,3.67,8.91,5.97,61.87,35.5,311.18,839.64,259.13,51.64,68.16
유니슨(주),018000,2011/12,159.06,-142.43,-27.05,0,-32.94,-9.31,40.29,-1.48,13.36,-10.51,-6.63,4.72,-3.53,0.17,44.18,5.58,3.69,-106.95,4.06,1.06,0.32,96.31,247.01,126.81,526.1,99.21,12.29,12.4
유니슨(주),018000,2012/12,82.46,-19.99,0.46,0,-12.35,-7.07,38.63,-0.13,7.49,5.34,-4.23,5.79,1.88,0.34,-0.34,71.11,13.38,-20.22,7.75,2.61,0.93,86.62,149.02,174.15,585.01,133.01,24.55,18.97
유니슨(주),018000,2013/12,258.86,-184.41,-12.41,0,-61.72,-10.96,55.48,-2.65,9.38,-27.35,-8.64,1.79,-11.01,0.13,-15.27,-64.22,-27.01,-77.01,3.81,0.87,0.33,127.01,372.35,101.79,270.17,71.49,0.98,11.16
유니슨(주),018000,2014/12,401.93,-20.56,5.57,0,-11.15,-3.51,51.74,0.21,9.1,8.6,-2.97,3.59,3.33,0.27,1.92,101.2,15.84,-31.04,10.69,1.38,0.68,84.16,553.98,87.63,206.02,50.28,-7.6,5.98
유니슨(주),018000,2015/12,386.25,-24.6,-22.62,0,9.6,5.78,55.56,0.35,6.51,4.8,4.78,4.41,2.37,0.43,-40.21,44.36,13.27,-65.88,21.6,2.31,0.98,86.73,474.41,61.89,134.25,41.95,-25.62,9.23
유니슨(주),018000,2016/12,329.13,-62.01,0.84,0,1.45,0.36,50.84,-1.33,9,1.07,0.32,1.61,0.52,0.22,-0.39,-55.62,14.2,-100.82,12.96,1.36,0.43,85.8,727.85,103.4,66.91,56.06,1.35,0.69
유니슨(주),018000,2017/12,450.57,0.6,11.32,0,6.96,5.84,44.84,2.29,4.1,22.89,4.86,5.02,9.79,0.74,26.7,255.4,17.73,3.29,24.29,4.25,1.57,82.27,495.93,61.88,112.18,40.75,-28.82,5.71
유니슨(주),018000,2018/12,190.9,-8.74,-13.97,-1395.73,5.04,5.29,44.02,0.14,3.87,5.83,3.63,3.73,3.54,0.67,-55.51,-11.48,11.31,-24.74,11.49,4.55,1.29,88.69,218.89,40.42,147.94,18.6,-35.67,1.11
유니슨(주),018000,2019/12,108.98,-5.38,2.92,0,-16.7,-7.68,42.71,-2.05,6.26,14,-5.37,1.56,8.32,0.33,10.13,-54.05,4.23,-5.71,8.07,2.16,0.54,95.77,231.98,78.87,146.25,26.97,-6.94,4.14
유비벨록스(주),089850,2011/12,18.9,8.93,59.64,-13.81,6.58,18.53,30.37,18.4,0.12,666.31,7.22,35.21,36.62,1.35,-20.16,20.55,33.35,18.43,7.73,8.64,19.96,66.65,63.93,343.46,1950.89,227.32,28.07,18.14
유비벨록스(주),089850,2012/12,36.72,7.54,24.27,-25.92,8.61,18.48,26.15,5.92,1.89,209.26,6.85,30.31,26.26,0.88,22.67,-9.88,29.78,10.7,5.37,8.49,9.38,70.22,58.85,169.12,2301.63,134.68,15.98,40.39
유비벨록스(주),089850,2013/12,64.51,-1.42,11.96,0,8.38,12.52,38.34,3.05,1.31,192.95,5.52,26.94,21.54,0.7,23.17,-7.29,24.55,-1.66,4.74,9.35,5.71,75.45,78.79,119.2,2285.15,99.86,6.93,49.85
유비벨록스(주),089850,2014/12,43.2,-6.97,-9.72,0,8.31,11.49,30.48,0.08,2.27,135.03,4.64,20.52,16.5,0.53,-25.99,-23.48,22.06,-6.4,5.03,7.08,4.39,77.94,67.7,136.86,2183.45,105.62,9.5,10.47
유비벨록스(주),089850,2015/12,64.55,-8.72,8.05,0,4.7,7.2,36.85,-1.24,2.07,155.53,3.22,26.11,16.36,0.71,-3.14,32.33,16.82,-10.81,8.6,7.43,5.89,83.18,80.84,88.54,2032.73,57.84,-4.09,2.77
유비벨록스(주),089850,2016/12,63.07,-3.18,4.42,0,1.28,2.4,31.31,1.77,1.64,162.57,0.99,28.36,21.36,0.79,17.79,17.8,24.2,-2.91,7.75,7.07,6.3,75.8,69.87,96.04,2025.86,65.53,-1.47,17.07
유비벨록스(주),089850,2017/12,84.33,-10.36,1.6,0,2.96,4.94,37.3,0.93,1.76,158.82,2.31,27.93,19.94,0.79,15.54,3.02,23.19,-8.2,7.18,5.7,6.13,76.81,87.91,90.35,1914.94,54.03,-4.33,15.03
유비벨록스(주),089850,2018/12,60.7,-0.56,127.93,0,-2.92,-2.66,29.66,0.68,2.56,40.24,-1.1,30.53,10.69,0.52,223.92,9.33,21.55,2.39,3.91,2.6,2.33,78.45,70.04,161.43,1849.08,100.43,21.93,36.33
유비벨록스(주),089850,2019/12,46.39,2.74,0.84,258.36,4.76,12.19,26.72,2.46,0.78,101.89,4.56,78.54,25.99,0.96,-3.34,157.22,28.57,8.22,8.07,4.53,3.68,71.43,59.77,190.25,2069.65,119.18,26.2,55.91
유아이엘(주),049520,2011/12,23.1,-2.05,-11.24,0,5.64,34.08,3.75,-22.1,-1.02,80.2,6.64,26.29,24.18,1.11,-5.81,-13.32,9.05,-2.94,6.55,18.32,3.55,90.95,24.19,319.48,1799.44,290.38,40.82,124.6
유아이엘(주),049520,2012/12,23.94,3.95,4.55,0,6.02,34.93,2.26,85.64,-1.03,93.02,7.12,27.65,28.44,1.21,-0.89,5.18,14.37,5.97,7.73,20.27,3.92,85.63,25.6,295.46,1860.19,261.37,37.26,100.41
유아이엘(주),049520,2013/12,39.18,6.04,40.28,178.04,4.84,21.39,12.45,73.54,-0.46,95.56,7.43,50.27,33.61,1.79,17.21,81.81,12.61,15.18,9.9,27.78,5.31,87.39,53.21,184.05,2139.2,158.98,21.49,52.11
유아이엘(주),049520,2014/12,63.31,5.67,25.59,36.62,6.82,29.34,10.5,22.88,-0.09,110.15,12.12,73.18,33.53,1.98,40.39,45.58,11.63,18.21,9.97,26.88,5.99,88.37,70.4,141.6,2415.6,119.73,15.45,37.9
유아이엘(주),049520,2015/12,53.09,2.96,1.29,-43.03,7.93,39.16,6.17,21.02,-0.12,95.72,15.16,79.71,29.78,1.92,8.78,8.92,9.42,9.5,9.17,22.33,6.05,90.58,63.13,173.6,2555.83,145.64,23.95,53.67
유아이엘(주),049520,2016/12,35.47,3.74,5.86,23.38,7.25,41.44,0,22.24,-0.04,94.28,12.81,78,29.28,1.82,12.78,-2.14,8.15,10.4,10.29,18.79,5.73,91.85,44.73,245.61,3049.44,203.92,35.69,71.81
유아이엘(주),049520,2017/12,31.82,3.19,-2.84,-7.87,5.87,40.17,0,999999999,-0.24,101,11.53,56.99,29.16,1.94,-0.46,7.98,8.4,8.79,11.62,19.44,6.3,91.6,40.26,271.82,1562.96,229.1,38.98,97.76
유아이엘(주),049520,2018/12,22.44,2.22,-9.86,-38.54,5.83,47.28,0,999999999,-0.27,89.64,11.22,38.02,28.83,1.82,-16.44,-11.71,5.92,5.49,10.86,18.92,5.7,94.08,31.1,333.94,1507.11,277.96,40.05,123.63
유아이엘(주),049520,2019/12,15.98,2.01,-3.92,-11.87,5.77,56.21,0.19,263.92,-0.29,69.01,11.14,36.66,28.77,1.89,-16.17,-3.57,6.43,4.92,14.39,21.69,5,93.57,24.72,389.34,1517.45,328.22,37.07,157.72
유안타제2호기업인수목적(주),219960,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유안타제2호기업인수목적(주),219960,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유안타제4호기업인수목적(주),313750,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유안타제4호기업인수목적(주),313750,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유진기업(주),023410,2011/12,154.85,-11.77,6.77,0,-4.41,-2.91,52.48,-0.36,6.53,28.48,-2,24.71,4.76,0.47,95.73,-9.86,8.13,-16.72,2.6,47.69,2.63,91.87,219.8,137.01,1540.52,135.11,17.92,3.33
유진기업(주),023410,2012/12,119.42,-3.93,-25.2,0,-2.76,-2.94,37.14,0.08,6.36,50.54,-1.67,20.61,13.3,0.52,-42.08,-0.23,11.2,-5.59,3.23,69.36,2.43,88.8,131.07,99.39,1370.01,98.4,-0.31,16.51
유진기업(주),023410,2013/12,85.9,13.52,1.4,0,-1.1,-1.15,35.62,1.47,2.8,61.83,-0.6,17.68,16.19,0.55,-16.79,-7.69,13.54,16.56,3.26,106.74,2.1,86.46,111.63,103.86,1516.76,102.56,1.57,12.63
유진기업(주),023410,2014/12,68.45,-0.7,0.32,0,6.43,7.12,38.13,1.09,2.03,25.13,3.83,19.43,8.11,0.6,-29.22,8.36,13.16,-0.89,3.93,111.19,2.03,86.84,116.18,93.93,1532.5,92.21,-1.92,8.89
유진기업(주),023410,2015/12,116.86,1.45,11.44,0,11.33,12.74,36.78,2.21,2.2,34.04,7.28,23.88,10.22,0.68,20.69,20.37,13.52,2.14,5.18,144.31,2.17,86.48,133.55,64.38,1562.91,63.58,-17.82,16.87
유진기업(주),023410,2016/12,118.69,5.65,9.76,388.36,9.01,11.11,36.47,4.21,1.83,54.95,6.37,29.04,14.92,0.74,-8.38,20.81,16.84,9.95,5.11,188.11,2.57,83.16,134.51,53.13,1711.09,52.36,-23.72,9.38
유진기업(주),023410,2017/12,90.53,6.52,141.99,38.58,6.98,3.07,17.63,3.91,2,69.3,2.47,34.76,7.95,0.5,15.92,20.88,16.56,12.44,5.43,199.44,3.07,83.44,406.47,72.06,1882.28,70.97,-4.99,16.55
유진기업(주),023410,2018/12,102.66,1.83,12.46,-71.98,5.14,2.22,18.28,3.37,2.49,62.08,1.8,38.03,6.39,0.37,-1.31,11.7,18.79,3.19,6.16,171.94,3.4,81.21,430.04,58.36,1961.97,57.15,-8.07,19.17
유진기업(주),023410,2019/12,80.51,1.34,9.49,-15.06,4.2,1.64,16.3,3.16,2.66,63.38,1.35,37.76,5.86,0.34,-11.93,0.46,18.67,2.61,6.87,159.37,3.44,81.33,472.14,64.61,1985.7,63.26,-4.98,17.34
유진기업인수목적3호(주),221200,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유진기업인수목적3호(주),221200,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유진기업인수목적3호(주),221200,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이노시스(주),056090,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이노시스(주),056090,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이노시스(주),056090,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이노시스(주),056090,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이노시스(주),056090,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이노시스(주),056090,2016/12,7.41,-17.77,0,0,-30.3,-49.91,4.79,-15.69,-1.78,38.48,-5.35,3.04,7.85,0.18,0,0,54.47,-3.52,2.06,0.95,0.86,45.53,12.01,1073.97,1538.67,793.69,64.45,150.62
이노시스(주),056090,2017/12,9.85,-49.23,19.52,0,-19.12,-10.25,21.02,-56.25,-1.35,13.18,-3.21,3.46,2.65,0.18,-2.96,13.74,31.31,-11.55,2.43,1.05,0.9,68.69,45.66,853.41,1412.46,609.13,50.94,212.36
이노시스(주),056090,2018/12,46.55,-46.45,-5.33,0,-7.09,-6.3,36.63,-3.34,2.31,-6.08,-3,8.21,-1.72,0.41,-19.71,138.35,34.22,-31.49,5.5,2.31,1.7,65.78,90.97,200.77,1012.57,122.28,24.56,60.32
이노시스(주),056090,2019/12,25.82,-5.43,-5.05,0,-7.28,-7.65,32.87,-0.73,3.34,63.11,-3.56,8.98,17.81,0.48,-10.36,9.87,39.48,-4.9,4.58,2.37,1.68,60.52,87.12,334.83,978.44,181.2,32.4,39.59
이니텍(주),053350,2011/12,41.44,6.07,0,0,-3.46,-6.41,26.38,6.84,1.71,126.38,-2.74,14.2,25.59,0.79,0,0,25.71,6.5,5.78,154.9,3.91,74.29,74.58,167.12,802.17,164.97,15.93,36.27
이니텍(주),053350,2012/12,62.09,5.15,27.63,-6.19,-5.74,-8.87,34.56,6.36,1.39,132.94,-4.45,17.78,24.53,0.87,42.62,25.25,21.64,5.84,5.61,151.44,4.52,78.36,100.82,143.39,873.96,141.37,13.41,28.62
이니텍(주),053350,2013/12,52.1,8.26,1.65,166.22,1.13,2.07,29.05,4.86,1.19,154.62,0.94,19.39,28.9,0.84,13.45,9.03,19.45,14.08,5.79,126.93,4.52,80.55,83.02,173.78,976.49,171.34,21.01,41.81
