회사명,거래소코드,회계년도,[제조]유동부채비율(IFRS),[제조]매출액순이익률(IFRS),[제조]총자본증가율(IFRS),[제조]순이익증가율(IFRS),[제조]CASH FLOW 대 매출액비율(IFRS),[제조]CASH FLOW 대 부채비율(IFRS),[제조]차입금의존도(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]금융비용 대 총비용비율(IFRS),[제조]설비투자효율(IFRS),[제조]CASH FLOW 대 총자본비율(IFRS),[제조]자본금회전률(IFRS),[제조]총자본투자효율(IFRS),[제조]총자본회전률(IFRS),[제조]유동자산증가율(IFRS),[제조]매출액증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]매출채권회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]유형자산회전율(IFRS),[제조]매출원가 대 매출액비율(IFRS),[제조]부채비율(IFRS),[제조]유동비율(IFRS),[제조]자기자본배율(IFRS),[제조]당좌비율(IFRS),[제조]순운전자본비율(IFRS),[제조]현금비율(IFRS),[제조]타인자본회전률(IFRS),[제조]정상영업이익증가율(IFRS),[제조]총자본순이익률(IFRS)
모트렉스(주),118990,2019/12,115.97,-23.22,4.16,0,-0.44,-0.53,37.43,-3.97,1.41,6.91,-0.31,56.24,1.08,0.7,14.03,-5.22,6.56,-31.69,3.6,5.27,4.25,93.44,135.18,84.04,3463.54,56.67,-7.87,4,1.46,0,-16.35
무림에스피(주),001810,2019/12,25.65,2.08,-0.44,0,-0.97,-1.52,18.02,0.42,0.4,54.77,-0.5,12.25,10.68,0.52,0.49,-0.94,8.66,1.62,6.57,4.11,2.6,91.34,49.46,181.44,1576.08,115.68,13.97,60.92,1.54,-51.37,1.08
미디어젠(주),279600,2019/12,21.89,-3.95,100.55,0,-0.24,-0.27,26.97,-20.3,-0.66,159.31,-0.11,6.69,24.67,0.61,116.9,6.81,78.11,-4.11,7.34,1398.89,1.91,21.89,68.77,437.96,778.19,437.96,43.83,92.6,1.47,0,-2.41
미래나노텍(주),095500,2019/12,61,-0.55,3.3,0,1.68,2.7,34.28,0.1,0.51,48.85,1.14,16.21,10.26,0.69,-12.93,4.67,14.21,-0.66,6.16,8.93,3.8,85.79,72.69,104.1,1385.31,79.89,1.45,31.78,1.61,-95.27,-0.38
미래오토스,176440,2019/12,99.19,3.76,60.34,0,3.36,14.16,30.92,2.98,0.44,563.57,7.13,31.16,15.29,2.62,0.72,30.22,7.72,19.72,6.32,218.32,135.56,92.28,101.52,85.24,658.29,85.24,-7.27,4.96,5.21,0,9.83
미스터블루(주),207760,2019/12,35.75,11.99,5.7,23.59,19.46,41.66,11.29,26.03,-0.2,115.95,11.25,10.58,18.67,0.59,9.93,-0.84,0,9.75,6.42,839.22,3.57,0,37.01,188.94,1334.87,188.76,23.21,76,2.21,4.46,7.13
바디텍메드(주),206640,2019/12,20.63,19.72,-4.35,0,21.07,63.14,13.89,10.31,2.66,141.66,13.65,2.63,35.93,0.63,-12.71,8.88,56.46,17.26,4.28,5.61,2.49,43.54,27.59,324.12,317.49,256.15,36.25,109.93,2.3,52.11,12.5
바이온(주),032980,2019/12,37.81,-174.61,-20.77,0,-44.17,-30.67,22.96,-1.8,7.18,-271.32,-8.73,0.42,-27.77,0.17,-35.61,-36.96,6.49,-42.75,1.64,3.94,2.02,93.51,39.81,107.31,141.32,100.03,1.98,11.9,0.61,0,-30.52
베뉴지(주),019010,2019/12,53.48,10.04,3.38,1037.82,14.83,3.96,27.21,1.47,1.58,7.4,1.64,1.84,3.61,0.11,16.05,-4.59,63.2,1.9,47.09,35.75,0.21,36.8,70.5,95.01,977.64,93.96,-1.57,9.07,0.28,13.04,1.13
보성파워텍(주),006910,2019/12,55.19,0.53,1.4,0,-1.85,-4.53,15.71,-0.67,1.16,35.83,-1.65,4.87,11.2,0.9,3.71,5.69,6.93,0.75,6.04,3.83,2.78,93.07,57.18,163.51,348.44,101.51,22.3,52.97,2.46,0,0.47
브릿지바이오테라퓨틱스(주),288330,2019/12,6.26,2.45,581.26,0,-18.87,-233.03,0.2,0.26,4.08,2370.25,-13.75,28.13,19.05,1.27,807.42,0,38.24,0,0,60.3,154.68,61.76,6.27,1651.51,2417.13,1610.44,91.35,1340.87,1.87,0,3.11
비디아이(주),148140,2019/12,359.12,0.11,-0.17,-87.17,-0.73,-0.81,32.28,0.73,2.74,80.69,-0.64,32.47,7.8,0.87,-2,50.14,9.75,0.45,1.52,53.94,8.93,90.25,373.2,109.46,788.21,105.21,7.18,12.56,1.12,-50.54,0.1
비에이치아이(주),083650,2019/12,313.48,-6.53,1.4,0,8.76,6.45,47.2,-0.98,3.68,16.29,5.16,16.84,8.16,0.59,9.12,6.2,3.99,-17.69,12.97,46.21,1.16,96.01,403.31,58.74,567.05,56.59,-25.7,5.4,0.76,0,-3.88
빛샘전자(주),072950,2019/12,7.4,8.5,2.7,31.11,13.12,66.73,0,999999999,-1.2,46.65,6.43,8.63,15.6,0.5,7.59,10.18,20.23,4.7,6.17,10.07,1.45,79.77,10.66,731.12,1591.08,665.78,42.19,110.66,4.9,33.27,4.22
삼강엠앤티(주),100090,2019/12,174.42,-8.36,16.65,0,4.35,3.55,42.16,1.31,5.37,3.66,2.43,19.54,1.85,0.6,194,125.67,10.83,-14.29,13.61,20.21,1.12,89.17,219.21,48.06,1065.43,41.15,-28.38,4.13,0.93,0,-5.04
삼륭물산(주),014970,2019/12,39.89,6.11,1.16,27.88,8.37,12.38,21.35,5.66,1.56,143.8,3.76,5.22,10.51,0.45,3.06,4.37,15.43,4.1,7.19,6.83,5.82,84.57,43.57,105.47,809.89,79.96,1.52,28.67,1.38,41.57,2.76
삼목에스폼(주),018310,2019/12,8.71,9.5,6.09,-65.35,39.7,105.86,0.7,227.89,-1.62,30.36,14.44,19.62,15.99,0.37,15.63,-23.67,23.67,4.07,11.34,416.09,0.63,76.33,15.8,483.26,4657.39,483.26,28.82,32.58,2.96,-74.02,3.56
삼보모터스(주),053700,2019/12,198.4,-8.38,-1.75,0,3.4,4.15,47.88,-2.26,1.76,23.5,2.94,34.36,6.39,0.86,2.79,4.92,11.16,-22.93,5.15,20.3,3.03,88.84,243.95,55.03,1115.37,46.37,-25.94,10.35,1.25,0,-7.2
삼보산업(주),009620,2019/12,737.61,-2.39,-3.21,0,1.79,2.46,74.9,0.53,3.09,21.56,2.2,89.88,7.9,1.21,-6.54,7.04,4.59,-31.88,5.13,8.02,3.25,95.41,855.81,52.05,592.64,33.34,-37.01,0.25,1.33,113.53,-2.89
삼아제약(주),009300,2019/12,8.73,14.2,10.12,15.49,18.02,57.15,4.43,170.87,-3.87,91.06,6.74,11.23,19.13,0.39,6.83,6.89,61.05,6.17,3.31,6.61,1.74,38.95,13.38,579.51,2648.25,503.31,36.93,86.96,4.05,11.08,5.57
삼영엠텍(주),054540,2019/12,38.86,5.26,6.74,35.77,9.92,18.13,18.88,4.36,-0.59,52.13,5.22,9.46,10.65,0.54,17.44,3.27,14.75,3.93,5.68,5.49,2.52,85.25,40.48,170.81,1278.7,131.75,19.59,38.74,2,72.92,2.86
삼영이엔씨(주),065570,2019/12,14.68,-25.43,-7.57,0,17.48,58.65,5.6,-21.15,-0.01,-8.47,7.51,8.42,-1.61,0.41,-10.11,4.95,26.57,-11.79,2.48,1.17,2.25,73.43,14.68,484.06,1708.72,203.03,49.17,19.03,3.76,0,-10.49
삼지전자(주),037460,2019/12,46.85,-1.49,3.54,0,1.11,0.55,35.22,-1.69,-6.87,10.96,0.25,6.56,1.9,0.23,8.96,19.88,11.98,-0.63,5.4,4.64,1.15,88.02,84.51,128.64,1564.32,113.87,7.27,44.04,0.52,0,-0.35
삼천당제약(주),000250,2019/12,32.45,3.78,7.02,-5.07,9.92,21.88,15.26,9.89,-0.37,107.01,7.08,12.55,18.29,0.74,9.43,13.81,52.89,4.06,5.68,7.59,3.91,47.11,47.84,191.6,1190.06,149.5,20.11,58.84,2.37,89.31,2.79
삼천리자전거(주),024950,2019/12,75.25,-13.42,-5.65,0,-4.63,-5.32,36.29,-3.09,2.19,23.04,-2.35,10.64,6.93,0.49,36.93,26.2,26.56,-11.51,10.7,5.57,1.67,73.44,79.35,69.03,1167.36,52.59,-12.99,4.08,1.16,0,-6.62
삼현철강(주),017480,2019/12,14.71,2.76,2.45,-9.46,3.16,34.04,0.08,1449.64,-0.19,45.32,4.39,27.79,10.12,1.4,4.71,4.22,6.44,4.45,4.93,10.49,6.03,93.56,14.8,588.22,1744,489.45,62.55,261.97,10.73,-11.97,3.87
상신이디피(주),091580,2019/12,92.56,0.63,3.01,-91.59,4.96,7.21,44.08,0.6,1.23,39.64,3.95,15.76,14.98,0.81,18.33,-3.91,9.45,1.1,5.24,16.19,2.04,90.55,121.25,91.06,894.26,78.74,-3.74,20.94,1.5,-89.43,0.51
상신전자(주),263810,2019/12,36.73,3.37,-0.49,25.02,-1.81,-10.82,9.22,25.46,-0.07,232.37,-2.91,13.6,20.51,1.6,-8.01,-2.44,10.64,7.69,6.85,4.98,19.66,89.36,36.77,266.63,485.19,149.67,44.74,19.43,5.42,-0.39,5.41
서암기계공업(주),100660,2019/12,12.8,5.68,1.68,-36.45,5.34,25.91,0.11,999999999,-1.97,104.77,2.95,6.1,21.69,0.56,0.24,-9.44,16.14,3.59,5.92,3.56,2.53,83.86,12.86,671.43,978.26,520.69,64.8,33.59,4.7,-51,3.17
서울바이오시스(주),092190,2019/12,103.1,1.91,24.18,-12.07,33.53,43.46,24.87,2.37,2.61,52.9,25.55,14.92,25.72,0.84,-2.06,-26.74,25.43,3.58,5.26,18.92,1.74,74.57,142.66,58.44,806.64,50.1,-17.66,1.74,1.54,-26.7,1.61
서울반도체(주),046890,2019/12,41.29,2.79,-0.29,-47.8,7.85,24.46,3.71,38.62,-0.43,79.23,7.34,33.5,9.75,0.93,3.56,-13.91,18.56,3.76,3.85,11.52,5.39,81.44,42.87,172.32,2507.27,145.01,20.9,7.67,3.05,-38.12,2.61
서울전자통신(주),027040,2019/12,22.23,8.86,94.42,0,-2.36,-2.72,12.88,-3.9,1.13,397.37,-0.7,1.15,3.42,0.39,-8.85,-35.37,3.13,5.09,2.77,5.88,36.76,96.87,34.7,111.04,278.15,82.94,1.82,0.62,1.23,0,3.47
서호전기(주),065710,2019/12,22.32,23.5,17.64,213.9,10.65,38.64,0.07,112.7,-4.12,117.44,7.45,24.88,31.96,0.76,-27.92,111.55,35.16,22.21,13.15,11.34,3.22,64.84,23.89,250.31,2870.14,201.35,27.07,72.39,3.79,103.05,17.78
성우전자(주),081580,2019/12,5.81,-3.91,-4.91,0,5.12,40.74,0.09,-913.54,-7.44,17.05,2.4,4.84,3.42,0.46,-14.88,-26.58,7.26,-1.9,12.27,45.18,2.44,92.74,6.26,1083.78,971.75,1061.85,53.78,99.96,7.92,0,-1.79
성우테크론(주),045300,2019/12,41.47,13.57,9.29,-4.23,11.67,16.3,19.32,5.68,-2.4,66.48,5.21,6.95,27.76,0.47,14.56,-16.61,12.89,9.29,9.25,1050.73,1.05,87.11,47.04,148.58,1048.35,148.28,13.7,53.28,1.47,-72.16,6.33
성호전자(주),043260,2019/12,112.44,-38.64,-15.32,0,-4.8,-6.64,38.84,-1.66,1.28,-101.56,-3.61,4.08,-24.68,0.69,23.06,3.74,7.73,-49.67,3.91,9.66,3.08,92.27,118.77,69.29,232.14,57.68,-15.79,4.07,1.48,0,-26.61
세명전기공업(주),017510,2019/12,5.09,18.54,3.51,-5.06,10.91,19.3,0.99,13472.29,-2.89,23.57,2.46,2.42,9.12,0.23,15.01,-2.96,19.07,4.87,11.22,2.86,0.58,80.93,14.62,845.41,936.26,659.39,33.11,343.24,1.82,-49.11,4.25
세종텔레콤(주),036630,2019/12,23.34,1.16,12.91,0,1,2.12,4.01,-6.55,-0.66,1.78,0.51,0.76,0.43,0.54,14.66,26.39,71.87,0.79,7.17,70.66,1.93,28.13,32.01,297.64,111.49,292.93,34.94,18.87,2.72,0,0.63
소니드(주),060230,2019/12,54.64,-8.46,25.06,0,30.21,20.19,30.79,0.76,1.88,25.46,7.4,0.68,7.32,0.27,45.51,-19.85,34.02,-4.1,4.92,10.35,0.83,65.98,57.8,191.56,149.67,185.1,31.7,101.5,0.62,85.85,-2.3
소프트캠프(주),258790,2019/12,85.74,0.76,0,0,28.88,52.44,27.03,54.95,0.06,2363.75,26.44,8.67,36.63,0.92,0,0,74.21,1.4,4.09,521.72,59.08,25.79,101.71,175.13,469.58,174.72,31.93,56.76,1.82,0,0.69
솔브레인홀딩스(주),036830,2019/12,24.6,11.3,9.89,3.1,20.89,85.39,8.42,90.56,-1.71,126.5,17.05,91.56,25.5,0.85,24.67,-0.58,27.02,12.12,7.39,19.28,3.9,72.98,24.94,234,8979.92,213.19,26.38,147.15,4.2,13.88,9.65
스튜디오드래곤(주),253450,2019/12,32.5,6.47,14.15,-3.25,-2.98,-9.24,0,79.28,-0.73,16255.13,-2.35,31.5,29.23,0.84,6.19,21.1,10.15,7.09,5.81,1529.27,509.64,89.85,34.19,165.38,2975.2,165.38,15.83,38.98,3.6,-3.83,5.44
시그네틱스(주),033170,2019/12,20.15,-10.47,-8.71,0,7.19,33.83,7.3,-36.06,0.19,8.11,8.59,5.1,4.7,1.14,-9.68,-12.63,-3.27,-16.13,10.94,12.72,1.81,103.27,34.02,169.66,318.29,117.45,10.47,28.15,4.39,0,-11.94
신라섬유(주),001000,2019/12,109.1,5.44,0.96,32.81,24.91,5.88,49.73,1.25,14.31,44.57,3.24,1.72,6.51,0.13,4.18,-11.1,30.63,1.59,0,7,0.88,69.37,122.49,7.23,595.43,4.11,-45.49,2.09,0.24,-3.39,0.71
신라에스지(주),025870,2019/12,150.88,-4.97,-6.25,0,3.55,8.76,51.03,2.54,0.63,40.7,5.99,38.43,11.58,1.63,-18.66,30.71,7.56,-24.06,29.05,9,5.9,92.44,216.72,70.77,718.86,25.64,-13.92,16.15,2.47,159.44,-8.12
신라젠(주),215600,2019/12,16.7,-2409.52,-76.95,0,-107.27,-97.04,1.59,-13.74,1.53,-17655.12,-14.55,0.25,-299.5,0.05,-56.42,-42.28,0,-134.65,2.86,0,5.96,0,17.65,540.17,155.84,540.17,62.47,46.04,0.56,0,-122.46
신성델타테크(주),065350,2019/12,35.81,5.43,8.57,1309.06,3.24,5.22,30.75,3.01,1.66,42.49,2.01,11.64,14.23,0.65,-11.63,-9.96,11.73,6.05,14.7,37.96,1.71,88.27,62.89,49.77,1101.37,43.02,-11.04,5.52,1.54,130.24,3.51
신신제약(주),002800,2019/12,60.72,3.85,19.91,-14.2,-2.52,-2.35,41.24,10.98,0.29,152.08,-1.32,8.93,18.72,0.57,-0.04,6.27,34.18,4.66,2.69,6,0.98,65.82,127.06,128.71,752.95,91.16,7.68,2.32,1.08,-20.62,2.2
신원종합개발(주),017000,2019/12,77.87,5.97,2.29,24.23,6.26,16.23,25.32,3.72,-0.15,4283.41,8.46,4.75,8.09,1.37,-10.45,15.79,7.84,18.15,327.14,6.84,671.01,92.16,108.76,213.89,168.36,175.36,42.48,31.54,2.48,-35.89,8.16
신일제약(주),012790,2019/12,10.94,11.97,10.75,27.01,17.73,64.79,0.44,43.42,-0.39,116.61,9.12,15.35,26.99,0.54,7.75,13.84,41.02,7.39,2.98,4.26,2.35,58.98,16.39,457.36,2563.16,321.31,33.6,26.86,4.36,56.35,6.47
신화인터텍(주),056700,2019/12,86.24,1.41,-10.1,0,4.45,11.61,28.71,5.82,0.92,39.67,5.54,15.14,20.55,1.18,-9.99,39.64,11.12,3.42,7.27,10.55,2.17,88.88,91.36,77.79,635.6,52.31,-10.01,3.37,2.29,0,1.66
신흥에스이씨(주),243840,2019/12,90.45,5.83,1.18,-21.56,1.92,2.3,44.01,2.38,1.66,78.62,1.26,8.89,28.48,0.66,-3.75,-6.88,14.27,8.84,5.71,15.76,1.71,85.73,120.42,101.68,614.93,92.17,0.69,23.82,1.16,-38.63,3.84
쌍용정보통신(주),010280,2019/12,61.88,1.29,4.54,-92.3,14.63,41.98,1.68,7.86,-0.43,1186.13,19.23,2.63,33.15,1.34,6.22,-12.55,12.06,3.13,12.01,70.96,58.7,87.94,84.52,211.41,108.58,210.24,37.36,157.34,3,-82.28,1.73
씨비아이(주),013720,2019/12,35.59,1.39,13.82,145.93,9.87,11.55,33.05,1.09,0.89,38.36,5.34,5.41,18.7,0.58,-15.82,1.37,12.2,1.42,6.15,4.28,0.92,87.8,86,127.65,537.51,57.12,5.29,12.75,1.32,123.54,0.8
씨아이에스(주),222080,2019/12,237.77,11.13,16.33,0,-0.48,-0.4,9.87,12.45,1.33,105.65,-0.28,18.75,15.08,0.64,18.95,134.24,20.93,25.61,13.44,1.06,4.37,79.07,241.74,118.51,926.25,36.2,12.88,16.5,0.88,0,7.09
씨앤지하이테크(주),264660,2019/12,19.52,9.16,26.02,18.84,11.44,105.7,0.14,2143.45,-0.31,548.93,18.11,40.88,33.98,1.77,28.04,45.98,16.58,19.05,9.71,21.88,24.75,83.42,20.68,555.61,1603.75,504.71,73.69,295.56,11.72,19.94,16.18
씨앤티85(주),056730,2019/12,0,-424.87,-61.04,0,2.22,0.47,88.88,-1.63,7.2,-394.04,0.51,0.32,-81.35,0.13,-87.23,-35.73,3.74,0,6.59,6.98,1.04,96.26,0,14.18,0,13.96,-93,2.39,0.18,0,-54.6
씨에스베어링(주),297090,2019/12,91.81,7.26,56.37,220.7,3.31,7.04,32.45,14.07,0.74,67.3,3.58,23.73,22.05,1.32,48.78,59.61,18.19,20.08,8.59,8.99,3.31,81.81,103.45,91.49,993.18,64.62,-3.84,17.48,2.52,238.89,9.57
씨제이바이오사이언스(주),311690,2019/12,7.47,-90.87,163,0,-43.09,-71.4,2.19,-95.38,-1.79,-6.46,-6.11,2.72,-0.33,0.21,177.39,21.9,55.88,-20.88,25.39,39.12,3.61,44.12,9.36,1342.12,1620.11,1337.84,84.85,201.63,1.94,0,-18.66
씨제이프레시웨이(주),051500,2019/12,222.83,0.96,27.29,89.77,2.58,6.56,35.68,3.11,-0.05,362.05,5.29,195.54,32.11,2.3,-2.6,10.15,13.65,10.7,8.73,19.05,23.62,86.35,418.51,85.32,1839.13,61.94,-6.31,0.45,2.9,17.21,2.21
씨큐브(주),101240,2019/12,35.58,13.29,12.88,31.99,12.69,20.23,25.82,21.5,0.84,80.28,6.91,9.84,27.7,0.58,9.95,8.11,42.44,11.4,5.09,2.17,1.27,57.56,51.91,194.91,1067.17,80.39,22.23,27.58,1.76,54.24,7.67
아미코젠(주),092040,2019/12,11.87,1.01,2.6,-99.04,3.02,3.41,9.33,-0.97,-0.01,46.37,0.64,3.43,8.14,0.22,56.02,39.74,39.95,0.26,3.38,4.14,1.3,60.05,23.32,253.14,1305.17,188.09,14.74,62.85,1.32,0,0.22
아비코전자(주),036010,2019/12,4.2,-3.1,-4.27,0,13.29,182.71,0.02,81.6,-1.94,95.16,10.19,10.63,11.39,0.75,11.94,-12.1,19.85,-2.45,7.97,7.94,5.65,80.15,5.91,1684.03,1308.1,1484.89,62.83,934.25,15.01,-8.95,-2.33
아이쓰리시스템(주),214430,2019/12,23.75,0.35,-0.41,-98.16,15.5,35.73,9.81,-29.85,-0.3,70.93,8.78,14.48,25.17,0.57,-12.31,-25.02,9.1,0.26,5.98,2.11,1.66,90.9,32.6,309.55,1928.15,162.08,37.53,72.07,2.38,0,0.2
아이진(주),185490,2019/12,91.42,-205.79,-12.54,0,-184.54,-27.75,38.51,-4.27,7.97,-143.89,-16.58,0.76,-5.2,0.08,-14.53,108.59,45.64,-41.23,4.4,16.4,2.99,54.36,148.31,247.72,331.37,245.93,54.38,21.88,0.14,0,-17.25
아이큐어(주),175250,2019/12,25.4,-24.3,55.07,0,-16.91,-7.67,38.82,-2.44,2.34,5.81,-3.72,13.07,1.83,0.27,-17.3,35.49,38.35,-11.05,5.2,6.45,0.7,61.65,94.15,224.16,2984.01,187.99,16.24,18.61,0.65,0,-6.5
아이크래프트(주),052460,2019/12,46.06,0.08,8.47,0,8.77,36.89,1.64,4.53,-0.47,1232.93,11.67,8.89,24.41,1.38,11.86,-3.84,19.71,0.16,7.94,15.82,89.72,80.29,46.27,240.17,456.94,218.45,44.14,124.14,4.9,-43.04,0.11
아이텍(주),119830,2019/12,58.5,-17.44,-21.01,0,21.61,20.51,36.66,1.28,6.12,41.62,9.42,10.32,20.32,0.38,-79.07,32.48,22.34,-16.28,9.49,0,0.91,77.66,84.95,42.79,1070.13,42.79,-18.09,25.62,0.65,61.05,-6.71
아진산업(주),013310,2019/12,87.85,1.56,15.75,0,11.88,12.94,36.4,3.45,2.3,38.96,7.38,16.74,16.28,0.67,72.22,28.2,17.03,2.39,4.22,28.75,1.24,82.97,132.59,87.88,1050.81,81.25,-4.58,7.91,1.17,0,1.04
안국약품(주),001540,2019/12,32.21,2.29,1.63,-73.59,7.62,18.93,10.59,4.8,-0.34,85.55,5.5,22.89,18.09,0.73,2.03,-17.09,51.24,2.33,2.89,7.65,3.41,48.76,40.9,310.2,2253.79,266.41,48.05,45.73,2.53,-78.58,1.66
알리코제약(주),260660,2019/12,51.74,8.66,7.4,723.77,4.66,11.38,20.86,12.76,0.52,119.97,4.55,23.93,18.56,1.01,10.65,21.46,63.45,15.1,6.42,9.41,4.97,36.55,66.59,190.04,1460.69,155.97,27.97,32.64,2.4,70.2,8.75
알서포트(주),131370,2019/12,7.61,32.25,28.71,65.03,10.4,16.47,14.89,29.1,-3.29,132.24,3.31,4.37,28.35,0.36,6.88,8.82,0,13.58,3.28,54.47,2.9,0,25.17,743.42,1097.02,735.11,39.12,106.56,2.41,-20.03,11.56
알에스오토메이션(주),140670,2019/12,62.31,0.17,-0.84,-85.73,4.74,11.26,22.66,0.13,0.5,69.9,5.06,16.66,15.69,1.06,-2.51,-16.84,13.33,0.34,3.49,4.69,4.67,86.67,81.54,193.74,859.22,131.34,32.17,34.93,2.37,-92.89,0.18
알에프머트리얼즈(주),327260,2019/12,12.75,7.39,0,0,0.53,2.11,9.17,6.07,0.75,17.42,0.29,9.36,4.15,0.54,0,0,25.93,4.66,7.1,3.54,2.22,74.07,15.79,681.44,1482.89,541.53,64.02,458.84,4,0,4.03
알에프에이치아이씨(주),218410,2019/12,20.27,20.13,7.29,-17.11,35.9,86.84,4.28,18.67,-1.92,98.91,14.82,8.57,13.59,0.43,0.27,1.3,35.08,11.22,5.9,2.11,2.97,64.92,20.58,414.61,1670.29,293.44,52.89,227.15,1.83,-17.94,8.6
압타바이오(주),293780,2019/12,0.97,-618.31,280.77,0,-380.47,-172.31,0.11,-3519.2,-11.65,-141.24,-5.01,0.21,-7.15,0.02,134.46,-29.95,0,-13.48,314.62,0,0.48,0,2.99,6398.9,1381.31,6398.9,59.47,2271.52,0.48,0,-12.89
애니젠(주),196300,2019/12,16.67,-105.86,-13.25,0,-22.07,-8.8,34.43,-3.45,8.23,-0.73,-4.51,2.5,-0.45,0.19,-32.68,52.56,28.82,-36.52,7.77,3.34,0.33,71.18,104.97,373.83,597.79,300.71,22.27,30.79,0.42,0,-20.09
애머릿지코퍼레이션,900100,2019/12,121.54,-176.86,31.82,0,7.98,2.41,33.56,0.5,2.51,-104.8,1.37,67.77,-24.64,0.2,-21.27,-16.32,47.33,-62.22,8.38,9.44,1.46,52.67,131.94,65.07,15661.02,58.55,-18.31,1.33,0.44,-41.61,-34.56
앱클론(주),174900,2019/12,15.71,17.85,63.63,0,11.36,14.09,14.96,35.66,-2.02,47.6,3.48,3.9,14.92,0.38,39.99,266.64,90.43,9.49,67.45,568,1.42,9.57,32.76,559.43,934.63,558.84,54.38,61.83,1.33,0,6.78
어보브반도체(주),102120,2019/12,15.72,10.9,16.14,74.25,11.91,75.2,0.34,972.05,-0.53,1424.51,13.42,14.29,30.36,1.21,21.88,18.92,27.21,15.99,6.6,8.69,53.13,72.79,21.72,513.78,1041.98,403.06,53.44,81.53,6.94,104.16,13.2
에스넷시스템(주),038680,2019/12,87.83,1.64,14.27,-63.82,-0.93,-2.76,5.76,24.96,-0.26,2124.69,-1.31,21.95,21.64,1.5,17.34,6.62,12.13,4.38,5.81,11.12,139.78,87.87,90.07,170.19,823.02,130.32,32.43,44.21,3.42,-64,2.46
에스디엔(주),099220,2019/12,67.02,7.77,18.57,212.36,5.37,6.39,28.98,0.8,-4.08,47.86,2.67,2.86,8.33,0.54,24.15,6.9,25.42,7.14,2.82,6.12,2.42,74.58,71.69,97.7,318.84,71.24,-0.9,2.58,1.31,-10.89,4.19
에스맥(주),097780,2019/12,33.55,-25.32,-0.23,0,4.06,4.22,11.89,0.85,5.83,-42.56,1.07,1.65,-2.97,0.26,23.22,-10.36,18.94,-8.79,1.84,91.6,3.99,81.06,34.11,187.19,452.86,185.17,21.81,48.17,1.1,-12.24,-6.68
에스비더블유생명과학(주),151910,2019/12,93.98,-40.89,16.26,0,-5.85,-5.81,20.28,-3.47,2.74,-55.88,-2.86,3.85,-6.91,0.53,30.02,-17.28,-9.13,-42.03,2.02,15.16,3.28,109.13,97.18,116.64,350.67,109.98,7.93,5.46,1.08,0,-21.51
에스씨아이평가정보(주),036120,2019/12,29.21,9.06,31.33,71.08,11.22,73.49,1.66,386.4,-0.1,1004.59,17.89,2.74,71.12,1.81,66.64,4.69,0,21.11,12.18,0,29.61,0,32.18,257.31,130.16,257.31,34.77,164.6,8.12,86.61,16.4
에스앤씨엔진그룹리미티드,900080,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스에이치엔엘(주),050320,2019/12,13.02,-2292.38,-49.02,0,-3377.32,-639.27,5.93,-48.49,0.19,-151.67,-83.88,0.05,-14.31,0.02,-30.94,-98.15,14.16,-53.79,0.24,0,0.05,85.84,15.1,357.27,183.56,357.27,29.1,157.59,0.06,0,-38.45
에스엔유프리시젼(주),080000,2019/12,30.49,11.75,11.16,-24.87,18.4,32.44,7.47,41.11,-0.94,105.26,7.78,3.74,12.55,0.45,10.08,-22.19,27.99,6.76,3.47,5.9,3.49,72.01,31.57,278.94,672.58,240.11,41.47,116.55,1.97,-21.81,5.23
에스엔케이폴리텍(주),091340,2019/12,38.15,2.66,7.41,-71.94,6.51,4.61,30.27,2.46,1.51,30.37,1.76,4.43,8.4,0.28,10.72,23.98,26.4,1.16,2.18,6.54,1.04,73.6,61.81,173.25,1011.85,155.95,17.27,73.07,0.79,621.43,0.74
에스와이(주),109610,2019/12,152.89,-6.3,7.61,0,1.2,1.93,39.99,-1.69,2,3.56,1.24,23.64,1.12,1.07,4.79,-14.03,4.94,-17.53,3.83,11.19,3.43,95.06,181.04,85,812.53,69.33,-8.16,12.28,1.75,0,-6.76
에스지씨이테크건설(주),016250,2019/12,138.22,2.22,29.72,241.95,-0.32,-0.83,17.24,6,-0.13,3054.65,-0.49,88.72,13.51,1.76,1.25,40.82,6.32,11.41,712.13,42.47,355.66,93.68,148.22,110.97,2297.74,103.57,6.11,6.12,2.67,48.79,3.9
에스지에이(주),049470,2019/12,58.78,-24.87,-9.67,0,7.93,9.78,29.31,-3.22,0.9,-2.17,4.45,0.8,-0.23,0.53,-39.7,-12.74,15.47,-22.97,7.17,18.26,6.21,84.53,83.49,90,77.69,83.67,-3.2,22.51,1.26,0,-13.25
에스지에이솔루션즈(주),184230,2019/12,66.31,-109.24,-33.68,0,5.55,6.63,24.15,-2.03,2.98,-4616.15,2.68,6.12,-39.56,0.39,-21.07,21.04,29,-63.64,3.6,8.99,41.41,71,67.83,92.74,727.19,85.75,-2.87,20.65,1.14,0,-42.07
에스지에이클라우드서비스(주),224880,2019/12,0,-64.07,-66.77,0,1.43,2.14,130.22,-6.49,2.42,-20605.36,4.38,7.92,-136.11,1.53,-50.7,-23.79,7.75,0,3.61,23.04,126.59,92.25,0,45.52,0,44.71,-109.88,11.73,1.24,0,-97.84
