회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),정상영업이익증가율(IFRS연결),총자본순이익률(IFRS연결)
다믈멀티미디어(주),93640,17-Dec,65.76,-22.63,-25.63,0,-6.5,-17.06,38.91,-18.12,0.16,1621.91,-10.78,5.63,22.71,1.42,-29.52,-28.55,27.95,-68.4,25.63,20.05,132.08,72.05,171.62,305.38,124.57,266.33,49.73,42.76,2.66,0,-32.03
대동금속(주),20400,17-Dec,105.62,1.12,6.14,0,2.39,4.27,26.24,3.08,0.7,31.61,2.57,31.13,20.64,1.11,26.88,22.28,8.42,3.1,6.57,11.56,1.6,91.58,151.3,75.62,1150.44,49.17,-10.25,0.08,1.85,157.06,1.24
대동기어(주),8830,17-Dec,133.84,0.06,11.48,0,4.23,3.9,36.96,1.39,1.88,18,2.62,25.26,9.89,0.65,28.55,22.2,7.32,0.12,4.43,4.13,1.05,92.68,204.12,89.18,1342.51,55.51,-4.76,11.02,1,0,0.04
대봉엘에스(주),78140,17-Dec,10.65,11.83,6.66,-14.88,12.14,78.61,0.8,416.95,-0.49,104.5,9.9,11.84,21.88,0.84,3.21,-7.58,29.7,10.8,2.88,6,4.18,70.3,14.42,717.86,1248.9,562.48,57.53,160.72,6.27,-18.35,9.96
대아티아이(주),45390,17-Dec,38.99,7.79,10.86,-33.41,11.64,26.9,3.15,294.16,-0.76,553.93,7.86,12.06,23.68,0.71,13.52,-13.37,24.63,8.34,3.61,29.2,17.28,75.37,41.29,224.96,1240.41,212.95,34.48,11.92,2.49,-49.27,5.53
대양전기공업(주),108380,17-Dec,32.07,8.27,7.88,-27.75,22.36,51.76,0,36057.47,-0.78,60.94,13.03,29.91,16.85,0.6,10.69,-18.22,19.58,6.66,6.27,12.98,2.02,80.42,33.65,256.42,3840.84,240.6,37.53,119.07,2.43,-19.48,5
대양제지공업(주),6580,17-Dec,100.62,-0.99,8.54,-106.65,-0.25,-0.47,41.38,1.01,0.86,19.01,-0.28,19.58,10.54,1.18,18.43,34.73,7.79,-0.25,7.28,29.28,2.02,92.21,143.54,54.67,629.93,44.48,-18.73,1.39,2.09,-61.83,-1.17
대원미디어(주),48910,17-Dec,22.31,6.46,6.74,0,5.76,29.71,0,933.83,-0.66,198.48,6.66,19.11,32.01,1.19,-2.2,27.1,24.02,10.25,9.21,19.58,6.72,75.98,28.91,304.32,1007.7,263.86,35.37,67.07,5.16,193.6,7.72
대원산업(주),5710,17-Dec,55.43,4.26,-3.14,-20.67,7.14,33.19,5.83,89.35,-0.17,124.77,13.42,83.34,23.85,1.85,-3.69,-3.22,9.01,14.33,5.57,38.04,9.75,90.99,67.87,208.38,2519.7,193.36,35.79,102.42,4.11,5.22,7.89
대정화금(주),120240,17-Dec,10.93,11.02,0.05,-2.58,12.27,58.08,0,3347.41,-2.51,34.99,7.27,21.71,13.99,0.59,6.32,9.11,25.11,7.95,5.27,7.9,1.89,74.89,14.3,444.58,3167.34,364.43,32.94,20.69,3.31,7.11,6.53
대주산업(주),3310,17-Dec,40.54,3.15,9.69,40.02,6.03,15.26,17.35,11.75,0.17,24.78,6.12,4.57,13.13,1.06,10.31,0.54,21.81,5.47,8.19,8.72,1.78,78.19,66.93,130.69,270.11,83.07,7.45,17.33,2.75,10.89,3.34
대주전자재료(주),78600,17-Dec,94.71,-8.48,-5.22,-1234.21,2.71,3.18,48.03,1.18,2.33,7.98,1.89,13.43,5.15,0.68,-1.23,37.52,20.36,-14.52,5.56,7.43,1.06,79.64,145.79,81.91,730.92,53.02,-6.97,13.14,1.15,-26.21,-5.76
대한광통신(주),10170,17-Dec,45.3,9.46,22.58,0,6.84,16.1,15.03,8.58,1.23,61.35,6.13,5.24,21.96,0.99,32.17,19.91,21.55,16.93,4.44,7.4,2.32,78.45,61.55,206.77,323.3,162.1,29.94,55.48,2.22,0,9.34
대한그린파워(주),60900,17-Dec,99.69,-24.46,22.51,0,-23.98,-49,47.26,-6.52,2.33,-45.89,-25.91,4.11,-10.47,1.19,44.15,-3.14,-8.33,-61.44,4.51,12.13,4.82,108.33,112.18,139.31,171.21,113.34,18.47,36.65,2.26,0,-29.1
대한뉴팜(주),54670,17-Dec,97,-15.73,-6.81,0,2.42,4.51,36.97,8.7,1.1,364.11,2.6,18.23,71.5,1.04,-8.78,19.57,53.49,-33.49,3.42,10.41,5.29,46.51,135.53,121.88,720.6,95.88,9.01,8.69,2.02,13.59,-16.3
대한약품공업(주),23910,17-Dec,37.47,17.19,15.03,40.64,16.75,35.3,11.17,91.81,0.26,84.53,13.12,48.15,41.59,0.84,13.32,3.59,37.93,23.78,2.92,9.83,1.66,62.07,59.13,192.23,3862.69,153.28,21.72,30.15,2.13,48.49,14.41
대화제약(주),67080,17-Dec,81.83,9.91,7.59,239.31,8.07,12.03,29.76,6.32,0.89,66.64,5.96,13.41,26.55,0.77,-10.94,-14.12,37.91,17.71,4.89,7.62,1.79,62.09,98.2,80.79,842.3,61.02,-7.93,12.07,1.5,56.96,7.59
더이앤엠(주),89230,17-Dec,71.11,-135.46,-8.96,-589.09,12.7,6.56,6.43,8.4,0.77,-2204.13,2.78,1.48,-21.75,0.21,494.39,-11.36,59.67,-40.76,6.62,328.07,0.74,40.33,73.29,159.82,390.73,159.82,24.55,6.98,0.68,6.33,-28.21
덕산네오룩스(주),213420,17-Dec,16.01,16.7,26.33,258.84,14.37,53.92,0.67,890,-0.71,87.44,9.67,27.88,23.75,0.75,46.43,137.19,32.12,14.52,22.56,8.19,2.57,67.88,21.85,391.15,2550.65,299.98,38.26,243.29,5.52,368.62,12.55
덕산하이메탈(주),77360,17-Dec,2.76,17.67,-0.8,0,10.55,73.93,0.76,97.91,-1.1,88.91,2.61,9.92,10.37,0.25,3.22,5.24,21.4,4.62,8.71,9.11,1.63,78.6,3.66,991.1,3966.97,889.44,23.73,556.11,3.92,-49.91,4.36
덕우전자(주),263600,17-Dec,36.9,12.62,88.32,34.85,16.44,60.86,4.65,1038.71,-0.11,88.04,16.43,49.72,27.89,1.31,198.43,49.69,24.02,23.25,16.22,24.17,2.72,75.98,36.97,212.69,2087.92,191.84,30.36,68.6,4.36,35.3,16.48
데브시스터즈(주),194480,17-Dec,1.69,-91.17,-4.73,0,-1.75,-6.92,0,-4464.24,-7.03,-35.29,-0.22,3.16,-0.93,0.12,-13.68,15.5,0,-11.07,5.69,93.27,4.52,0,3.22,4782.7,2474.89,4777.41,76.54,229.7,5.23,0,-10.96
도이치모터스(주),67990,17-Dec,153.47,0.45,28.74,0,1.54,3.74,57.21,1.71,0.66,28.58,2.63,72.36,12.92,1.92,-2.09,41.1,7.8,3.48,64.37,13.38,4.72,92.2,235.94,72.99,1116.32,48,-12.34,20.41,2.57,0,0.86
동국산업(주),5160,17-Dec,42.5,2.91,-1.07,-13.15,7.15,18.56,16.15,9.28,0.29,36.24,6.78,14.46,14.18,0.94,4.34,3.9,11.53,5.41,6.73,4.88,2.34,88.47,57.53,181.24,682.11,111.23,21.91,23.06,2.52,-24.07,2.74
동국제약(주),86450,17-Dec,28.69,11.52,14.83,-2.6,9.59,36.28,2.65,209.11,-0.36,188.75,9.12,15.96,32.83,1.02,15.89,14.56,59.01,15.8,3.73,7.4,5.37,40.99,33.57,338.21,1187.31,274.98,51.17,78.74,3.93,6.7,11.7
동신건설(주),25950,17-Dec,13.13,20.33,2.64,84.35,0.29,1.16,0.66,1051.4,-1.5,6591.66,0.15,12.52,19.93,0.53,1.78,-19.2,28.29,13.01,18.45,2.44,167.36,71.71,15.34,650.28,2074.66,417.73,62.64,335.32,3.09,115.98,10.78
동아화성(주),41930,17-Dec,91.13,3.58,-6.41,-39.3,7.26,19.4,33.9,7.2,0.55,58.33,9.56,31.88,23.67,1.27,-8.96,6.21,12.53,9.76,4.17,12.62,3.18,87.47,97.23,118.46,1198.37,96.09,8.53,13.91,2.44,-10.62,4.56
동양이엔피(주),79960,17-Dec,31.17,2.06,3.25,-44.63,4.75,27.22,1.46,171.54,-0.11,114.92,7.49,108.07,24.05,1.6,5.09,-3.6,9.53,4.46,9.66,11.1,6.9,90.47,37.93,312.72,4951.05,248.36,48.07,138.59,5.89,-10.13,3.29
동양파일(주),228340,17-Dec,8.72,9.31,-15.39,-71.04,31.37,217.07,0,36.7,-0.22,30.88,17.4,8.86,10.83,0.51,-24.13,-26.76,30.77,5.67,3.3,20.54,1.56,69.23,8.72,603.4,1468.94,563.36,40.35,374.96,3.06,-61.72,4.73
동일금속(주),109860,17-Dec,17.1,5.34,1.36,3.98,6.71,24.05,6,15.2,-3.07,40.01,3.92,20.36,8.75,0.59,66.64,20.71,10.15,3.7,12.26,6.42,2.55,89.85,19.48,210.28,2899.92,140.67,15.79,26.46,3.69,78.52,3.14
동일철강(주),23790,17-Dec,145.77,-7.08,-2.34,0,-3.33,-2.35,47.1,0.12,4.37,9.64,-1.54,15.05,5.82,0.46,3.74,-4.98,8.7,-9,4.39,2.88,0.75,91.3,189.54,57.94,1125.6,24.63,-21.17,1.59,0.71,-90.68,-3.23
동화기업(주),25900,17-Dec,51,7.99,1.09,0.25,13.14,18.15,24.21,10.04,1,37.64,8.36,101.43,23.13,0.64,-0.64,12.76,27.44,7.26,7.12,11.35,1.02,72.56,85.33,82.05,6282.13,60.37,-4.94,7.83,1.36,10.13,5.11
디에스티(주),33430,17-Dec,2797.93,9.73,-24.02,0,-11.88,-6.83,36.41,0.85,11.3,105.38,-6.59,1.3,18.41,0.48,-33.37,6.2,41.34,11.05,3.53,5.15,2.86,58.66,2828.51,52.62,348.05,40.57,-45.27,1.78,0.53,0,4.66
디엑스앤브이엑스(주),180400,17-Dec,4.77,-80.14,91.86,0,-38.86,-6.68,43.99,-17.41,-0.82,13.85,-3.19,2.23,1.32,0.11,80.51,-8.38,13.82,-12.72,7.11,9.77,1.04,86.18,91.24,2702.51,982.47,2666.1,64.92,2591.56,0.34,0,-8.64
디와이피엔에프(주),104460,17-Dec,77.32,-2.98,-7.22,-768.11,2.14,4.97,9.19,9.68,0.02,68.21,2.17,17.81,9.6,0.98,-8.61,3.35,11.32,-4.73,3.27,581.47,5.76,88.68,77.84,156.27,999.47,155.86,24.46,37,2.23,49.79,-2.92
디젠스(주),113810,17-Dec,205.34,-6.05,-7.4,-398.42,8.52,13.65,36.69,-0.86,1.44,63.46,9.77,9.96,22.86,1.1,-20.05,-10.22,12.29,-21.77,5.1,11.53,2.63,87.71,251.53,74.92,242.79,58.35,-14.65,15.79,1.59,-130.34,-6.66
디케이락(주),105740,17-Dec,23,0.91,1.88,-81.35,10.98,26.26,9.46,7.36,0.33,34.98,5.91,13.64,14.75,0.54,0.66,2.99,21.54,0.63,3.12,2.54,1.27,78.46,29.03,288.33,1964.04,175.52,33.57,49.54,2.51,-32.71,0.49
라온시큐어(주),42510,17-Dec,22.2,16.17,22.42,96.8,14.38,69.96,1.8,201.54,-0.3,1676.55,15.02,1.34,54.74,1.15,55.98,27.18,61.48,23.82,5.61,0,30.34,38.52,27.34,389.34,99.33,389.34,50.44,104.16,4.96,73.64,18.59
램테크놀러지(주),171010,17-Dec,133.42,3.79,-2.2,0,10.77,8.57,58.59,1.29,3.79,22.04,5.44,4.29,15.86,0.5,22.11,-1.75,14.95,5.33,13.38,4.08,0.66,85.05,174.1,46.65,310.02,17.8,-25.97,5.6,0.77,0,1.89
럭슬(주),33600,17-Dec,185.44,-40,-0.51,0,-12.09,-8.14,48.2,-5.59,1.93,4.16,-5.64,4.43,3.09,0.47,-11.01,-34.28,-12.46,-53.67,6.11,22.62,0.63,112.46,225.32,21.88,291.99,20.18,-44.53,0.23,0.71,0,-18.61
로스웰인터내셔널유한회사,900260,17-Dec,40.23,15.56,22.1,-3.65,-13.37,-31.94,16.39,24.28,0.62,195.54,-9.24,1.7,17.44,0.76,22.03,19.88,29.24,15.57,1.23,16.02,8.39,70.76,40.67,315.49,179.98,298.58,61.63,50.63,3.15,-2.26,11.82
로체시스템즈(주),71280,17-Dec,23.03,0.98,0,0,1.72,32.61,4.7,8.43,0.05,96.89,6.83,44.06,28.8,3.96,0,0,6.87,4.93,30.84,19.9,13.27,93.13,26.49,355.24,879.89,245.96,46.46,129.58,18.9,0,3.9
리노공업(주),58470,17-Dec,7.83,28.52,13.73,14.03,27.09,206.76,0,999999999,-1.11,128.74,15.55,18.57,35.83,0.61,22.25,25.47,42.14,18.82,6.91,20.93,2.06,57.86,8.13,943.02,2990.95,898.45,61.05,336.36,8.24,25.03,17.43
마이크로로봇(주),182690,17-Dec,39.86,-77.99,0,0,-55.33,-91.73,13.1,-1146.07,-0.33,-14.61,-29.21,1.15,-5.6,0.53,0,0,-21.82,-60.4,3.3,6.72,1.12,121.82,46.71,172.87,148.98,143.95,19.8,45.06,1.66,0,-41.17
매일유업(주),267980,17-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
매일홀딩스(주),5990,17-Dec,66.05,1.2,0.17,-98.5,4.83,19,17.31,11.41,0.15,106.84,8.92,240.05,28.93,1.85,-7.35,0.21,35.12,0.18,9.09,9.69,6.12,64.88,88.56,153.02,3680.83,103.02,18.57,22.97,3.78,15.23,2.21
메가스터디(주),72870,17-Dec,18.47,-2.67,-6.22,0,9.34,18.67,0.09,-42.04,-1.97,198.85,3.65,65.78,13.21,0.38,-18.55,-12.07,46.71,-0.68,8.44,12.75,4.63,53.29,24.34,263.11,11911.79,253.43,24.22,122.72,1.83,0,-1.01
메가스터디교육(주),215200,17-Dec,52.47,4.3,22.69,206.22,11.6,27.44,2.09,85.97,-0.11,76.25,10.29,216.96,33.48,0.98,113.66,44.48,58.8,5.52,28.29,188.66,2,41.2,59.97,59.36,15363.51,57.51,-13.33,14.46,3.02,316.84,4.2
메가엠디(주),133750,17-Dec,60.93,-4.7,0.58,-250.06,9.13,17.98,0,-29.43,-0.84,169.19,6.85,6.19,20.45,0.75,8.82,5.27,58.46,-4.65,21.35,53.85,5.77,41.54,61.51,94.99,519.26,91.09,-1.89,67.93,2.15,-354.83,-3.53
메디앙스(주),14100,17-Dec,83.28,4.96,1.56,122.37,6.35,14.75,23.49,8.88,0.45,95.49,7.73,21.56,21.37,1.23,-3.27,-11.2,53.28,13.48,7.92,5.55,5.5,46.72,110.08,131.51,827.77,76.86,12.49,23.74,2.24,-12.85,6.09
메디포스트(주),78160,17-Dec,5.24,-4.37,-22.42,0,-13.44,-14.13,11.21,-9.26,-2.38,16.16,-4.08,10.75,4.95,0.27,9.37,47.45,59.64,-1.52,10.52,6,0.97,40.36,40.67,809.97,2516.33,664.96,26.44,174.96,1.11,0,-1.16
모바일어플라이언스(주),87260,17-Dec,38.3,2.78,47.75,-68.04,-5.13,-10.2,36.2,1.96,1.75,101.87,-5.2,7.56,11.35,1.21,73.88,-12.25,18.92,6.5,3.07,15.15,9.26,81.08,104.03,358.84,351.55,317.16,48.59,35.55,2.51,-60.42,3.36
모트렉스(주),118990,17-Dec,43.68,7.89,47.47,-2.01,6.64,26.15,8.61,13.32,0.67,287.43,8.4,159.14,26.31,1.51,58.55,8.35,24.81,20.09,6.8,5.86,13.81,75.19,47.31,245.43,5034.98,172.99,43.12,18.09,3.67,25.1,11.89
무림에스피(주),1810,17-Dec,34.9,5.21,7.49,304.43,6.73,12.39,17.29,5.96,0.49,61.71,4.48,18.34,14.12,0.69,7.76,-1.95,13.71,5.55,6.37,6.42,2.74,86.29,56.65,144.03,1747.52,93.32,9.81,42.68,1.93,-23.56,3.59
미래나노텍(주),95500,17-Dec,64.7,3.67,-4.78,860.74,5.73,13.44,29.39,1.94,0.57,135.86,5.66,24.1,22.75,0.96,3.41,-10.79,16.73,7.07,8.16,8.52,5.11,83.27,72.67,148.51,1245.45,115.43,18.18,57.23,2.1,-56.91,3.53
미래오토스,176440,17-Dec,93.12,-0.99,6.34,0,0.66,2.52,29.37,2.14,0.31,73.22,1.31,39.31,23.45,2.04,3.6,1.47,8.33,-3.88,14.48,15.78,6.57,91.67,108.87,129.37,714.73,99.68,13.09,46.9,4.26,-82.16,-2.02
미스터블루(주),207760,17-Dec,27.76,10.31,10.1,-28.69,8.68,29.98,7.9,53.52,-0.04,134.42,6.89,12.48,27.15,0.83,13.7,25.5,0,10.09,7.93,492.62,4,0,29.86,196.77,1193.56,196.03,20.68,60.83,3.63,-23.26,8.58
바디텍메드(주),206640,17-Dec,31.43,-5.97,19.14,-117.02,12.05,16.76,26.27,2.47,1.56,70.09,5.86,2.37,17.87,0.53,42.72,-4.33,56.03,-3,4.11,4.87,1.98,43.97,53.78,268.28,291.28,213.17,34.39,103.03,2.06,-76.8,-3.16
바이온(주),32980,17-Dec,58.96,-35.12,20.68,0,-4.32,-3.77,34.3,-1.93,4.97,-14.77,-1.49,1.34,-2.59,0.38,18.06,-31.69,12.44,-23.22,3.03,11.12,2.24,87.56,65.82,100.62,198.02,92.43,0.22,25.73,0.88,-360.39,-13.29
베뉴지(주),19010,17-Dec,60.3,-5.62,5.68,-113.32,2.49,0.82,33.17,0.35,2.37,7.37,0.39,2.8,4.14,0.16,22.7,-3.18,54.46,-0.86,46.18,22.45,0.23,45.54,88.55,56.22,861.14,54.48,-14,10.53,0.35,-67.82,-0.89
보성파워텍(주),6910,17-Dec,42.51,-12.39,-3.96,-2140.63,-12.7,-24.53,10.72,-23.59,0.05,7.88,-7.8,3.31,2.63,0.6,-9.8,5.43,-0.06,-10.59,4.06,3.73,1.91,100.06,46.63,192.83,367.06,122.36,26.91,24.62,2.05,0,-7.45
비디아이(주),148140,17-Dec,158.17,3.79,0,0,-11.8,-17.18,35.14,6.45,0.69,98.85,-11.55,35.94,13.33,0.98,0,0,10.41,11.41,1.67,0,7.26,89.59,205.17,148.95,1199.18,148.95,25.37,9.67,1.46,0,3.71
비에이치아이(주),83650,17-Dec,236.02,2.5,-5.17,-19.99,6.09,6.36,48.44,2.08,2.67,30.94,4.68,25.01,14.46,0.75,-11.95,3.83,12.9,7.7,6.99,39.95,1.61,87.1,278.44,67.72,860.76,65.35,-20.13,5.22,0.99,28.07,1.87
빛샘전자(주),72950,17-Dec,12.21,6.56,2.96,21.28,8.23,47.87,0,157.85,-0.33,62.6,7.16,18.8,23.68,0.88,8.04,-3.66,20.79,6.76,4.8,7.07,2.26,79.21,17.59,572.77,1779.33,452.48,49.08,99.5,5.49,42.11,5.78
삼강엠앤티(주),100090,17-Dec,63.09,78.21,0,0,-13.35,-5.84,42.12,-3.09,4.36,25.82,-3.1,14.6,22.36,0.23,0,0,-5.45,60.18,4.01,148.95,0.26,105.45,112.69,38,1916.16,37.48,-18.39,14.52,0.44,0,18.15
삼륭물산(주),14970,17-Dec,72.94,4.42,2.55,-56.72,16.19,23.82,35.26,6.04,0.98,54.14,11.16,11.97,19.43,0.7,6.72,-10.49,13.19,5.92,5.95,7.52,1.59,86.81,88.17,98.19,927.22,75.6,-0.7,37.88,1.46,-53.42,3.09
삼목에스폼(주),18310,17-Dec,10.41,11.51,7.34,-7.13,22.27,127.35,0,999999999,-0.36,39.29,18.09,41.51,26.29,0.84,1.84,13.83,23.93,11.49,10.84,241.86,1.27,76.07,16.55,338.63,4384.24,334.76,21.32,90.47,5.35,-4.19,9.68
삼보모터스(주),53700,17-Dec,218.67,0.71,5.06,-61.09,3.29,6.16,47.05,2.57,0.94,48.13,4.41,142.07,23.35,1.37,11.36,9.93,9.36,3.39,9.12,9.07,2.56,90.64,251.66,69.36,2689.39,45.06,-19.05,13.9,1.9,-2.93,0.97
삼보산업(주),9620,17-Dec,452.43,-3.04,1.86,0,4.8,6.99,62.76,-0.57,2.11,29.87,5.9,250.26,10.43,1.24,10.75,1.68,2.7,-40.14,5.56,7.67,2.46,97.3,540.7,63.57,1384.87,38.15,-25.73,0.19,1.45,0,-3.77
삼아제약(주),9300,17-Dec,5.81,9.39,3.51,-41.2,12.64,65.87,0,999999999,-3.06,74.86,4.65,9.7,18.16,0.37,11.96,-6.2,61.94,3.8,3.1,5.6,1.46,38.06,7.6,897.8,2450.61,762.96,43.07,107.73,4.9,-20.53,3.51
삼영엠텍(주),54540,17-Dec,45.76,2.68,-8.99,-37.45,16.54,27.62,24.45,0.54,-0.03,28.88,9.11,9.37,10.73,0.52,-12.66,-11.61,14.64,2.36,2.72,5.18,1.44,85.36,49.18,193.94,1105.1,162.79,28.82,48.04,1.43,-84.85,1.4
삼영이엔씨(주),65570,17-Dec,7.04,8.27,0,0,4.51,23.19,3.76,63.57,0.12,79.31,1.85,8.64,15.2,0.41,0,0,42.52,3.7,1.93,1.16,2.15,57.48,8.69,996.35,1933.03,450.23,58.07,84.66,5.14,0,3.4
삼지전자(주),37460,17-Dec,66.53,3.35,24.44,28.99,0.82,5.41,17.41,11.75,0.26,307.25,2.3,166.97,23.43,3.09,27.52,18.43,6.2,17.28,10.64,15.16,38.93,93.8,73.85,161.31,1982.29,116.88,23.46,13.8,7.2,72.68,10.34
삼천당제약(주),250,17-Dec,11.92,14.29,14.64,72.84,14.4,63.75,2.27,134.14,-0.89,122.05,9.87,14.61,28.48,0.73,12.52,9.32,52.94,11.09,5.17,7.86,2.85,47.06,18.31,553.63,1323.99,461.44,45.72,261.22,4.57,8.84,10.46
삼천리자전거(주),24950,17-Dec,55.29,3.01,3.96,-51.42,-0.37,-0.66,29.95,0.14,1.52,53.44,-0.25,16.73,14.58,0.68,-6.86,-22.21,33.49,3.62,4.79,7.51,2.51,66.51,60.67,79.05,1546.24,56.68,-7.21,11.32,1.84,-95.62,2.04
삼현철강(주),17480,17-Dec,11.5,3.71,2.09,-35.14,-0.02,-0.18,0,999999999,-0.15,40.19,-0.02,19.79,10.67,1.09,8.89,20.37,9.77,4.54,4.14,11.38,3.79,90.23,11.5,692.48,1640.55,575.74,61.11,286.71,10.28,16.35,4.06
상신이디피(주),91580,17-Dec,148.33,2.44,2.37,0,9.17,14.05,49.94,3.5,1.69,43,8.86,17.68,24.97,0.98,17.48,29.94,14.81,6.52,11.62,10.23,1.58,85.19,170.76,64.46,675.57,47.16,-19.47,23.18,1.54,0,2.39
상신전자(주),263810,17-Dec,68.79,5.45,31.07,-11.07,1.48,5.57,13.98,13.7,0.44,326.56,2.35,74.52,30.95,1.8,38,17.9,14.47,18.94,7.3,6.88,15.37,85.53,73.04,196.77,1577.44,131.99,38.47,33.47,3.74,-7.92,9.83
서암기계공업(주),100660,17-Dec,19.92,5.62,6.92,145.62,9.65,34.58,0,999999999,-1.45,89.64,5.74,6.48,20.65,0.62,9.39,28.53,15.72,4.07,5.73,5.58,2.57,84.28,19.92,455.15,908.07,386.67,58.99,65.38,4.08,5934.45,3.46
서울반도체(주),46890,17-Dec,64.42,4.18,12.54,11.43,11.8,23.75,14.23,22.6,0.29,68.57,10.67,38.09,25.76,0.96,14.25,16.41,25.61,6.73,3.9,9.03,2.18,74.39,81.58,132.15,2039.28,100.58,11.41,10.83,2.24,70.77,4
서울전자통신(주),27040,17-Dec,71.1,-1.72,-2.21,-118.8,-7.58,-18.44,31.05,0.63,1.27,103.25,-9.25,2.93,14.17,1.21,-3.98,3.04,6.41,-4.23,7.01,4.94,9.39,93.59,100.57,145.02,115.93,73.42,15.96,21.39,2.37,-71.96,-2.08
서호전기(주),65710,17-Dec,25.3,13.85,-2.34,-30.49,16.2,43.47,5.26,166.01,-0.88,134.85,9.43,17.35,25.68,0.58,-1.81,-24.76,53.46,10.47,6.39,15.4,3.05,46.54,27.7,366.52,2327.09,344.01,52.8,117.74,2.37,65.12,7.97
성우전자(주),81580,17-Dec,32.12,3.97,-1.63,-43.72,8.2,40.78,14.48,15.82,-0.14,78.94,10.77,23.67,29.32,1.3,8.45,6.24,12.97,7.1,12.45,28.4,3.28,87.03,35.87,239.14,1332.17,217.93,32.89,32.63,4.66,3.44,5.17
성우테크론(주),45300,17-Dec,59.23,15.36,15.27,68.54,13.05,17.01,22.13,16.14,-3.01,62.2,6.93,8.89,31.03,0.57,41.49,30.78,20.53,14.84,6.11,0,1.05,79.47,68.74,125.81,959.24,125.81,9.06,30.59,1.38,96.93,8.73
성호전자(주),43260,17-Dec,123.24,0.53,-5.22,-30.24,6.12,10.97,40.22,0.61,1.47,48.89,6.21,6.25,21.57,0.99,-0.78,5.21,17.92,1.21,3.88,4.64,2.2,82.08,130.36,95.76,267.76,55.73,-2.27,2.08,1.74,-53.9,0.52
세명전기공업(주),17510,17-Dec,4.39,17.58,3.21,16.29,16.72,36.16,0.52,4922.81,-1.85,18.68,4.62,2.74,11.02,0.28,-0.02,25.46,26.72,5.68,19.97,6.14,0.47,73.28,14.66,719.94,863.59,598.63,23.73,352.28,2.15,16.72,4.94
세종머티리얼즈(주),135270,17-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
세종텔레콤(주),36630,17-Dec,20.49,1.78,81.86,0,14.11,26.2,4.6,1.26,-0.03,45.43,5.44,0.72,11.8,0.5,234.25,-12.48,0,1.19,7.17,127.56,1.49,0,26.19,373.33,110.41,371.44,44.38,79.74,1.94,202.45,0.89
소니드(주),60230,17-Dec,134.2,-21.44,15.4,0,-0.49,-0.53,49.7,-0.95,3.58,7.73,-0.34,2.41,4.07,0.75,10.07,-5.58,15.69,-43.21,5.15,9.55,1.4,84.31,176.82,79.47,109.34,64.96,-9.95,3.79,1.19,-1192.89,-16.02
소프트캠프(주),210610,17-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
소프트캠프(주),258790,17-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
솔브레인홀딩스(주),36830,17-Dec,35.83,5.56,8.02,-44.9,16.41,51.72,15.04,25.79,0.17,84.7,14.21,91.35,27.58,0.9,29.2,7.35,22.08,6.85,10.55,17.21,2.44,77.92,37.87,162.12,7414.5,141.62,16.14,90.33,3.01,0.53,4.99
스튜디오드래곤(주),253450,17-Dec,24.62,8.32,0,0,-2.5,-7.89,2.17,18.99,0.45,8388.42,-1.56,20.46,19.39,0.62,0,0,16.43,6.47,5.22,221.52,270.01,83.57,24.7,319.57,2628.24,318.15,43.34,56.6,3.15,0,5.19
시그네틱스(주),33170,17-Dec,33.96,0.61,-4.54,0,8.62,34.75,11.15,3.63,0.19,29.74,9.8,6.2,18.73,1.11,-21.44,23.16,3.99,0.98,9.09,10.72,1.78,96.01,39.29,94.59,391.12,57.02,-1.32,10.31,3.6,0,0.68
신라섬유(주),1000,17-Dec,106.67,10.23,-1.23,59.74,27.08,6,49.81,0.93,14.22,16.3,3.37,1.65,6.35,0.12,-20.3,4.53,30.31,2.94,0,4.12,0.31,69.69,127.98,8.17,580.37,3.15,-42.97,1.41,0.22,-30.13,1.26
