,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,매출액,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류)
987,세종텔레콤(주),36630,17-Dec,20.49,1.78,81.86,14.11,26.2,4.6,1.26,-0.03,45.43,5.44,0.72,11.8,0.5,234.25,-12.48,0.0,1.19,7.17,127.56,1.49,0.0,26.19,373.33,110.41,371.44,44.38,79.74,1.94,0.89,202.44927257811608,262.03825587687163,161140611,0.0071898933232678415,0.2075244714828796,8.621373349607758,0.008861761180715426,0.12948317425987785,0.02217020674087326,0.7924755285171203,0.39380706962720463,0.9855402993352185,-0.09916100591253897,정보통신업
988,소니드(주),60230,17-Dec,134.2,-21.44,15.4,-0.49,-0.53,49.7,-0.95,3.58,7.73,-0.34,2.41,4.07,0.75,10.07,-5.58,15.69,-43.21,5.15,9.55,1.4,84.31,176.82,79.47,109.34,64.96,-9.95,3.79,1.19,-16.02,-1192.894959166432,-8.07068669129454,43605386,-0.033246465288054076,0.6387529021283087,7.796145064544609,-0.16015767422313917,0.01839395485843802,0.05552113752604692,0.3612470978716913,0.6147594856292131,0.20137039951899519,-0.47532145775646883,제조업
991,솔브레인홀딩스(주),36830,17-Dec,35.83,5.56,8.02,16.41,51.72,15.04,25.79,0.17,84.7,14.21,91.35,27.58,0.9,29.2,7.35,22.08,6.85,10.55,17.21,2.44,77.92,37.87,162.12,7414.5,141.62,16.14,90.33,3.01,4.99,0.5281864708535143,-42.18173183560264,775598356,0.12251996518544798,0.2746701630450378,8.952283561005919,0.049945319839972836,0.23472985774474864,0.015930027968320094,0.7253298369549622,0.5787077170072971,0.08449440679319851,0.5736633013429201,"전문, 과학 및 기술 서비스업"
992,스튜디오드래곤(주),253450,17-Dec,24.62,8.32,0.0,-2.5,-7.89,2.17,18.99,0.45,8388.42,-1.56,20.46,19.39,0.62,0.0,0.0,16.43,6.47,5.22,221.52,270.01,83.57,24.7,319.57,2628.24,318.15,43.34,56.6,3.15,5.19,98.29428744345154,192.86042008278255,286788568,0.0940217299535308,0.19808386035974831,8.662241927192404,0.06798954119478699,0.11172723484910185,0.01763586419201144,0.8019161396402517,0.3691457922249276,0.049345160787580625,0.06987667123519191,정보통신업
993,시그네틱스(주),33170,17-Dec,33.96,0.61,-4.54,8.62,34.75,11.15,3.63,0.19,29.74,9.8,6.2,18.73,1.11,-21.44,23.16,3.99,0.98,9.09,10.72,1.78,96.01,39.29,94.59,391.12,57.02,-1.32,10.31,3.6,0.68,300.8938781788946,463.4745584394688,265632653,0.01152882939323135,0.28209249858162805,8.368336250312378,0.006758679109179107,0.025143916937955955,0.010290278357921947,0.717907501418372,0.7693820569253235,0.029475506537217772,0.27830152052565604,제조업
994,신라섬유(주),1000,17-Dec,106.67,10.23,-1.23,27.08,6.0,49.81,0.93,14.22,16.3,3.37,1.65,6.35,0.12,-20.3,4.53,30.31,2.94,0.0,4.12,0.31,69.69,127.98,8.17,580.37,3.15,-42.97,1.41,0.22,1.26,-30.12884172433694,59.73692026323605,3996989,0.01663073982783427,0.5613616121252459,7.506803524172357,0.012646515408603367,0.006573984802349288,0.031196094423629042,0.438638387874754,0.9617954260108392,0.16866070934896243,-0.09315507998083561,도매 및 소매업
995,신라에스지(주),25870,17-Dec,131.65,0.29,2.87,-0.34,-0.81,48.32,1.76,0.73,72.42,-0.55,40.99,22.67,1.66,8.95,1.89,6.4,1.47,22.35,7.17,5.19,93.6,215.03,92.33,796.96,31.19,-3.2,10.13,2.45,0.48,-13.268956207172208,-33.98452923152211,81988875,0.02252589067198632,0.6825705920238472,7.70081772610887,0.004795120740161509,0.042316479458182094,0.018970779882746636,0.3174294079761529,0.6141583942701896,0.05039053164225024,0.052461724192731866,도매 및 소매업
997,신성델타테크(주),65350,17-Dec,138.77,2.66,-1.28,3.57,7.67,35.05,4.16,0.9,32.98,4.96,43.6,15.85,1.38,-0.23,17.78,12.15,11.32,5.7,21.92,2.78,87.85,183.22,90.99,1057.31,77.87,-4.41,12.24,2.04,3.68,47.57859314525653,1136.427608385183,464770982,0.05315410618179295,0.6469230120546312,8.524364657010445,0.03677571616057957,0.05997645880269843,0.018938511543082338,0.35307698495561557,0.5541734315065445,0.0823235603809706,0.29954581821631887,제조업
998,신신제약(주),2800,17-Dec,34.1,5.72,0.0,7.4,17.21,10.88,15.62,0.15,139.92,5.79,8.14,29.46,0.78,0.0,0.0,35.14,6.92,2.43,9.46,2.15,64.86,50.74,232.44,687.12,195.87,29.96,40.82,2.33,4.48,-18.471895167338648,-20.462427277111864,61732958,0.06110212350448959,0.33658562313451984,7.896827578311269,0.0478440348193692,0.09234457923680617,0.009484224795342914,0.6634143641839277,0.4742189555501315,0.2783441383126336,0.3818546818623961,제조업
999,신원종합개발(주),17000,17-Dec,94.53,7.01,0.0,0.55,1.21,22.1,34.71,-0.19,3014.75,0.7,3.7,14.86,1.27,0.0,0.0,9.79,21.74,92.19,4.09,258.47,90.21,139.04,230.26,120.26,151.54,51.51,22.9,2.19,8.93,739.7545027193094,502.5815714313939,195826621,0.10597011487662063,0.5816594327663751,8.18658774037057,0.1105280214103915,0.09055517202689027,0.0056284124454952685,0.4183405672336249,0.08945598203917104,0.030730867791463348,0.06699749479275402,건설업
1000,신일제약(주),12790,17-Dec,9.09,16.09,4.56,12.88,56.62,0.3,50.71,-0.34,118.17,6.4,12.9,29.13,0.51,-11.43,1.45,44.38,9.21,2.62,4.23,2.41,55.62,12.75,576.12,2302.05,413.85,38.4,27.36,4.54,8.17,-18.58473225909981,-18.33238265118984,50941907,0.09212447489726265,0.11305059417182144,8.010812909935026,0.08174652626644066,0.02206814801624385,0.01622745262984621,0.8869494058281786,0.5353421578392833,0.2624317538799637,0.8230614038576948,제조업
1001,신화인터텍(주),56700,17-Dec,102.94,-1.36,-4.99,6.92,11.84,32.58,1.19,0.97,32.62,6.23,12.12,18.36,0.88,-5.84,-18.06,12.48,-2.52,7.03,6.99,1.49,87.52,111.11,74.13,637.24,48.39,-12.62,10.39,1.67,-1.19,-68.56470193984977,-161.53260945982493,176568859,0.011175021680535276,0.526322715304918,8.29220899660132,-0.011923712051008556,0.05066488431021575,0.017898712320921783,0.4736772897976758,0.6385496548411604,0.11204422519375289,0.04799824323815995,제조업
1002,신흥에스이씨(주),243840,17-Dec,65.11,4.32,51.48,10.1,16.56,31.89,7.56,0.99,61.13,8.91,9.06,27.24,1.06,114.25,33.01,16.1,9.94,11.23,16.75,1.72,83.9,116.34,129.2,425.88,110.1,8.79,56.23,1.97,4.59,39.91989210151765,28.42332524635578,133136215,0.0793968034938785,0.5377643189621873,8.178714485106738,0.04590419505619699,0.16921154855067008,0.019500590958449884,0.4622356810378127,0.6111714234875624,0.08625448755622202,0.2309747375056501,제조업
1004,씨비아이(주),13720,17-Dec,24.03,-2.53,-7.01,7.88,12.78,24.71,-0.94,0.96,30.86,5.13,5.56,21.64,0.63,-9.47,6.2,10.04,-2.76,5.02,5.48,0.9,89.96,67.11,196.62,499.01,112.17,13.89,18.8,1.48,-1.59,-313.9078456760677,-320.35847500883426,22205941,-0.006209056529107334,0.4015997039900727,7.5327742338200805,-0.015859510134930355,0.02702597848972242,0.01547442827066711,0.5984002960099273,0.717320870872795,0.11028147827646664,0.3569782249544662,제조업
1005,씨아이에스(주),222080,17-Dec,131.8,-28.73,0.0,-38.8,-15.99,1.81,-89.66,-0.69,-27.2,-9.17,4.87,-2.47,0.24,0.0,0.0,14.95,-15.95,0.92,1.05,2.42,85.05,134.38,155.16,863.35,115.17,31.02,30.69,0.41,-6.79,0.0,0.0,26122124,-0.08683844522904548,0.5733345236993012,8.043707371583722,-0.13574364175793327,0.17257682375003278,0.001689298686801645,0.42666547630069884,0.12743421995975526,0.33334184463713595,0.20241101736331063,제조업
1006,씨앤지하이테크(주),264660,17-Dec,28.64,10.99,32.41,5.7,53.97,0.14,902.11,-0.21,517.78,12.63,53.56,59.07,2.53,39.11,69.56,20.35,40.14,17.84,10.21,18.65,79.65,30.56,387.62,1806.8,216.52,63.09,154.65,8.18,27.75,57.23330149274483,50.25251551577258,75190706,0.3434047762554452,0.23406710442895387,7.530493957910746,0.2774922751033278,0.33921412616587276,0.0012331988490434248,0.765932925049591,0.14975472229338835,0.06750931424955632,0.5920417892568803,제조업
1008,씨제이프레시웨이(주),51500,17-Dec,217.79,0.05,6.13,0.37,1.39,32.87,6.04,0.24,101.14,1.03,210.96,27.35,2.86,8.0,7.58,14.1,-0.83,9.64,14.79,10.09,85.9,283.33,98.78,1518.15,68.72,-0.69,10.67,3.93,0.14,108.66208759580805,583.3170956634266,2504409846,0.050057520134922,0.739124851220608,8.955515446955342,0.0013805201995720163,0.0606214239940394,0.011388859355502729,0.260875148779392,0.4387531197147779,0.12343559122071907,0.037778619987082984,도매 및 소매업
1009,씨큐브(주),101240,17-Dec,34.22,9.42,7.79,12.07,26.3,19.86,13.54,0.95,80.16,7.41,10.28,26.17,0.64,13.4,6.05,39.7,8.43,5.02,2.16,1.68,60.3,39.2,226.51,1168.12,105.72,31.1,45.57,2.21,6.0,-12.666500795215867,-22.0959638568596,40171642,0.07872777356919115,0.2816223321735822,7.815922735925988,0.06001099861349121,0.11202942823479788,0.02016061527496139,0.7183776678264178,0.4431853023465817,0.2733872566125129,0.490695436953374,제조업
1010,아미코젠(주),92040,17-Dec,39.11,-4.85,11.74,15.72,24.33,14.27,1.96,1.12,34.06,7.08,15.75,13.32,0.48,31.76,6.81,33.67,-5.4,4.86,3.25,1.15,66.33,41.06,159.99,1858.95,101.14,16.64,29.73,1.7,-2.31,-54.62833645092456,-287.91329443008743,73665135,0.012235690754424348,0.2910592717797772,8.2135568337729,-0.023078414938535952,0.08243992748493481,0.022324493157185914,0.7089407282202228,0.5563479694720069,0.3109229759777132,0.1268247593525407,제조업
1011,아비코전자(주),36010,17-Dec,5.35,9.11,-1.16,13.76,242.09,0.0,52.67,-0.92,136.43,12.44,12.19,26.31,0.9,-0.71,4.31,20.5,8.93,8.0,11.2,4.05,79.5,5.42,1419.01,1278.83,1241.88,66.94,759.82,10.9,8.19,-15.302723731084686,-23.51557616107648,84082996,0.09780093086709404,0.05139165838551472,7.968352967648496,0.08194965779574286,0.38561742723655906,0.022517355980407196,0.9486083523703921,0.27983234122641215,0.09621677847920643,0.5301577665660595,제조업
1012,아이쓰리시스템(주),214430,17-Dec,26.06,13.45,11.71,10.62,33.85,9.4,110.43,-0.03,110.15,8.64,26.93,38.93,0.86,22.44,36.19,24.11,15.71,7.84,3.69,2.29,75.89,34.28,300.32,1843.23,179.02,38.87,95.07,3.25,11.55,52.47878499471381,27.29783864850447,69607526,0.11380340319302326,0.25528847238903873,7.9320411319856134,0.11549691459088328,0.18447474044542247,0.0038932892977227547,0.7447115276109613,0.4172412905981037,0.1086153385195733,0.4205816726163211,제조업
1013,아이진(주),185490,17-Dec,5.26,-2807.29,63.2,-2116.99,-97.58,12.51,-220.35,-1.33,-352.79,-21.04,0.06,-15.4,0.01,87.94,12.65,32.34,-42.32,6.79,0.0,0.21,67.66,27.49,1987.29,433.21,1987.29,77.85,352.21,0.07,-34.61,-8.171800742093085,-2.1893052802243527,301034,-0.38053605152501074,0.21565297180115872,7.481217453664563,-0.34605790040486967,0.14529389392402545,0.00947453010954132,0.7843470281988413,0.18021423910360929,31.19323066497472,-1.2667098661768375,"전문, 과학 및 기술 서비스업"
1014,아이크래프트(주),52460,17-Dec,76.56,2.37,12.71,6.82,23.39,8.4,16.69,-0.07,1998.52,10.21,22.98,29.34,1.59,13.02,15.87,16.7,6.2,4.92,11.41,95.44,83.3,77.42,198.84,861.53,171.58,42.65,53.16,4.04,3.76,-53.04747155234787,0.8545515156391894,92532326,0.036348807268917926,0.4363589463835633,7.7910635987254535,0.03760580302180812,0.2294078382006763,0.005551157747107118,0.5636410536164367,0.1420081843123223,0.14408601378938643,0.49014786131415355,정보통신업
1015,아이텍(주),119830,17-Dec,29.14,5.85,5.61,30.82,34.55,31.04,5.75,1.73,50.78,16.21,9.87,37.85,0.54,-4.76,0.26,19.16,5.98,12.42,0.0,0.74,80.84,88.38,48.02,989.71,48.02,-8.04,19.96,1.15,3.16,15.992189194647436,5.52011105375504,25847625,0.05187102156837707,0.46916451797467057,7.691414347225503,0.03162368386304942,0.030879012804154272,0.01915146256169892,0.5308354820253294,0.9257182161310699,0.0956423269062438,0.20919978543538695,"전문, 과학 및 기술 서비스업"
1016,아진산업(주),13310,17-Dec,110.42,2.5,-2.69,14.09,16.61,54.35,1.85,2.82,39.81,11.89,65.39,27.89,0.83,-14.96,-15.42,15.87,7.79,7.92,14.78,1.11,84.13,251.64,65.9,2176.03,48.59,-10.71,6.95,1.14,2.08,-42.20304322153547,-35.981830889581204,427926771,0.043556658084656676,0.7156219799792963,8.705265676458279,0.020810213451298347,0.021820432187599034,0.03234936251048724,0.28437802002070367,0.7930564060779772,0.10634752505353305,0.2027640157134261,제조업
1017,안국약품(주),1540,17-Dec,42.48,4.46,6.01,8.19,21.3,9.93,12.66,0.26,110.32,7.23,28.15,25.15,0.91,8.3,5.52,50.21,6.09,3.25,9.03,3.68,49.79,51.37,228.15,2100.19,194.01,35.96,38.77,2.71,4.05,149.80440755936988,514.648593413321,183599893,0.05145851590177879,0.3393768404880362,8.318199151850484,0.040523487537886406,0.10881242731299938,0.012129587848784953,0.6606231547057748,0.35972842205921957,0.44538910488362865,0.5753036533409661,제조업
1018,알리코제약(주),260660,17-Dec,137.29,4.68,38.48,10.37,19.58,23.93,14.73,0.83,70.19,12.82,32.23,21.3,1.44,48.1,48.0,60.73,19.85,6.96,8.86,4.03,39.27,189.67,109.02,620.72,79.07,4.27,20.03,2.17,6.71,96.47348859604652,46.3727513425851,71357945,0.17840612892081165,0.6547775645829917,7.761524591426485,0.06714313753904468,0.09493346913641669,0.01830528268788325,0.3452224354170082,0.48330977831207605,0.4829351798177484,0.2718611322961897,제조업
1019,알서포트(주),131370,17-Dec,8.44,11.65,-2.81,6.63,28.46,2.02,186.63,-3.11,2205.71,2.82,4.33,27.33,0.42,13.62,7.68,0.0,5.51,4.95,179.45,29.08,0.0,10.98,831.34,922.93,828.07,55.63,274.25,4.39,4.88,1554.808290023977,1580.0164951545482,23077016,0.062392263874117934,0.09891916541064384,7.735232372972652,0.04876375644850278,0.208593598849971,0.003509321003307146,0.9010808529872296,0.36768023127157196,0.8509214969561056,0.1896055216286504,정보통신업
1020,알에스오토메이션(주),140670,17-Dec,80.49,3.34,17.89,-0.4,-0.93,24.57,5.62,0.68,95.0,-0.45,23.64,20.62,1.24,22.86,23.69,15.6,9.86,4.06,5.83,5.42,84.4,94.18,169.8,862.5,117.78,28.93,16.18,2.14,4.15,27.604907408824698,-2.713011858254842,87447208,0.055618636156200975,0.4850250056577626,7.882134738883662,0.041487256736842774,0.06705496784612061,0.017071933952726673,0.5149749943422374,0.29617909634997835,0.11123488356540782,0.2488259060408953,제조업
1021,알에프에이치아이씨(주),218410,17-Dec,19.55,9.87,0.0,8.42,18.91,11.74,27.16,-0.32,50.17,3.37,5.63,11.33,0.4,0.0,0.0,33.86,4.99,3.81,1.25,1.73,66.14,21.69,430.26,1117.42,230.96,53.07,142.28,2.24,3.95,0.0,0.0,62055228,0.10415085299104158,0.17825584320332066,8.19054298566798,0.07901713531957581,0.2322992604108709,0.021508513100610527,0.8217441567966793,0.30864195524672006,0.20844113246993468,0.39520811379097476,제조업
1022,애니젠(주),196300,17-Dec,3.69,9.85,4.63,12.75,37.85,0.0,999999999.0,-3.29,68.05,2.28,1.83,12.21,0.18,-38.32,8.99,51.23,1.91,5.82,1.56,0.77,48.77,6.42,1331.3,958.74,938.54,42.69,631.85,3.24,1.8,484.50796780023,467.30924088949166,4551873,0.011013281394556481,0.06029369492119325,7.405409049124992,0.01802480719369536,0.21904981785759514,0.0,0.9397063050788067,0.5384628510764333,0.4521446446330994,-0.061177090794325366,제조업
1024,앱클론(주),174900,17-Dec,16.13,-41.97,30.33,-18.68,-19.0,9.59,-33.02,-2.26,21.28,-3.16,1.1,3.1,0.19,40.11,13.21,56.89,-10.1,14.75,342.23,1.13,43.11,19.97,626.22,511.54,625.58,70.73,136.65,0.94,-8.04,3.795165193176823,7.148730956519016,3532425,-0.08379620187053316,0.16643925279421914,7.319419263255726,-0.08040869814544245,0.1836805792195386,0.012472701389348854,0.8335607472057809,0.15825700231037157,1.0062846344933014,-0.9239406275817705,제조업
1025,어보브반도체(주),102120,17-Dec,13.33,-4.68,-9.33,10.55,70.2,0.0,199.87,-0.19,182.24,12.44,12.12,5.54,1.12,-3.18,2.54,23.73,-6.43,8.61,7.35,36.4,76.27,21.53,560.58,846.04,394.49,50.54,122.69,6.11,-5.25,-18.557419830587715,-171.26056061717642,105824401,0.07990708834181157,0.17713748132384188,7.953070680012603,-0.05248055949594122,0.13461798606970787,0.002177650512488087,0.8228625186761581,0.3849277819568164,0.16599888904639298,0.5117730235893639,제조업
1026,에스넷시스템(주),38680,17-Dec,102.47,0.83,7.11,2.87,8.01,1.08,53.72,-0.33,1434.43,4.14,26.55,25.05,1.49,3.25,1.94,12.34,2.15,4.92,19.54,83.11,87.66,106.75,170.84,824.23,151.37,35.11,27.96,2.96,1.24,339.39571250167626,222.80086079765303,213417889,0.03191793737452253,0.5163245938694052,8.170547360795899,0.012436516755620686,0.13856517038198685,0.001180905514378295,0.48367540613059484,0.15331054990002355,0.10194916228414198,0.1380009335074305,정보통신업
1027,에스디엔(주),99220,17-Dec,88.16,5.2,12.08,-4.66,-4.39,40.59,1.26,3.0,30.11,-2.24,2.99,8.23,0.51,73.46,45.39,28.0,5.33,4.23,6.84,1.71,72.0,104.05,68.74,304.96,53.23,-13.51,5.23,1.01,2.64,162.3344156657179,383.4150842953226,52641983,0.036433158525857316,0.5099161499805963,8.039065036192252,0.026435233278047504,0.022598641355858342,0.057522651970181284,0.49008385001940374,0.7029849371211683,0.2083954170191499,0.05087980278583651,도매 및 소매업
1028,에스맥(주),97780,17-Dec,43.68,4.66,7.93,10.63,29.49,18.61,4.65,1.36,65.5,9.05,8.0,17.05,0.88,10.17,20.6,14.02,6.59,16.15,22.94,3.22,85.98,44.24,150.26,458.29,137.02,15.22,73.92,2.35,4.12,433.3051553580504,296.7915652618721,168217687,0.059218811982441506,0.30671044190067426,8.296114860405334,0.04117978678044715,0.22384411790735578,0.033922965158593874,0.6932895631562348,0.5450038075237875,0.07313653052428429,0.3037258946565852,제조업
1030,에스씨아이평가정보(주),36120,17-Dec,28.81,-0.67,34.63,2.75,21.77,0.0,18.6,-0.2,1198.55,4.93,2.41,78.35,2.06,54.13,21.22,0.0,-0.86,16.69,0.0,29.32,0.0,29.24,296.62,76.55,296.62,43.82,98.9,9.07,-1.38,-97.15152372267222,21.86885004940375,42768733,0.0002806944296572479,0.22623924422489053,7.378044197634156,-0.013793913438518537,0.22043351359305355,6.655747566571784e-05,0.7737607139000148,0.3388790196269825,0.9998634282666264,-0.14997795485638665,정보통신업
1033,에스엔유프리시젼(주),80000,17-Dec,37.18,4.94,11.62,2.87,6.11,16.09,6.08,0.7,110.17,2.22,7.44,16.47,0.82,27.8,100.85,21.44,6.22,3.2,104.21,4.45,78.56,57.27,274.31,609.31,272.43,41.21,77.3,2.35,4.05,367.9548294659279,415.7488137753459,116215632,0.04170358034774337,0.36415283539557447,8.175302452102136,0.04048560544774897,0.18274326111630718,0.019660724980157963,0.6358471646044256,0.3514827636921915,0.1634420832474585,-0.1544200845583769,제조업
1034,에스엔케이폴리텍(주),91340,17-Dec,124.23,2.39,60.52,2.87,3.36,43.47,5.35,0.89,31.44,2.31,34.95,11.57,0.99,36.68,181.55,14.14,5.92,6.76,9.58,2.66,85.86,219.6,113.31,1174.34,82.21,5.18,32.26,1.54,2.37,174.066565185148,52.70777898953657,178587054,0.05458387816636905,0.6871118758622409,8.34621971950493,0.02365133107373974,0.125385101250927,0.015803344081347995,0.3128881241377591,0.5595518686466939,0.08635820824951847,0.12899711025761804,제조업
1035,에스와이(주),109610,17-Dec,155.01,0.12,24.96,-1.41,-2.42,39.7,1.88,1.24,41.41,-1.62,43.42,15.25,1.27,29.02,28.55,11.36,0.37,4.92,9.28,2.82,88.64,201.26,94.76,882.11,68.72,-2.69,14.04,1.76,0.16,2.973622898813782,-69.23747533946897,393503262,0.030822235988304407,0.6680558461043721,8.535288456451271,0.0015863480938337388,0.07224491880910155,0.022607805740752048,0.3319441538956279,0.5124040932463821,0.08940129446754116,0.10761910314941221,제조업
1036,에스지씨이테크건설(주),16250,17-Dec,171.01,4.45,8.45,10.61,11.63,51.44,4.66,2.06,24.65,8.73,104.7,15.03,0.86,68.72,23.01,13.19,11.73,32.13,74.26,1.3,86.81,300.6,74.91,1858.1,71.11,-10.71,17.82,1.13,3.81,61.53165143241672,7.421532110148718,1465750842,0.08488828848771496,0.7503762394149035,9.250712105920305,0.03809506185486145,0.07609226542537838,0.024066622230049423,0.24962376058509653,0.6802188612177793,0.032783988671930095,0.13182103742751522,건설업
1037,에스지에이(주),49470,17-Dec,49.0,-18.12,-10.13,-1.98,-2.84,26.05,-1.82,1.59,16.79,-1.32,2.24,2.03,0.63,-16.39,-10.23,24.66,-33.42,2.08,7.84,9.88,75.34,86.62,210.43,99.99,179.96,28.99,24.33,1.34,-11.42,-218.3257673779207,-879.0169237237716,98081509,-0.029447064172412798,0.4641603041672714,8.168258585326733,-0.1141783196471411,0.0638744413990489,0.034381325114052494,0.5358396958327286,0.4474950539285716,0.2933434068596967,-0.13195338630592918,정보통신업
1038,에스지에이솔루션즈(주),184230,17-Dec,38.22,4.01,-11.55,-3.09,-5.25,21.38,2.55,2.16,1125.21,-2.06,19.22,13.99,0.63,-17.56,11.71,30.52,4.6,2.12,6.32,53.13,69.48,64.61,250.02,1511.84,206.64,34.83,21.87,1.3,2.51,-24.994227238478327,-29.84705222409768,55343525,0.043552749378809534,0.3924891708241254,7.919251231475563,0.025109798332767573,0.050792650198181216,0.03538118854089528,0.6075108291758746,0.4194678228064626,0.2355941006648926,0.11287154702746481,정보통신업
1039,에스지에이클라우드서비스(주),224880,17-Dec,153.34,1.55,0.0,-6.88,-12.91,46.73,2.93,2.35,1473.69,-10.02,14.92,14.27,1.46,0.0,0.0,17.48,10.07,2.7,20.9,150.32,82.52,345.98,209.73,229.84,189.48,37.73,28.69,1.88,2.26,58.64556397136587,-18.90360217364072,32949400,0.09568776278531867,0.775775480750526,7.35496152745515,0.020952748383868434,0.09863755941470305,0.038295782824846185,0.22422451924947395,0.2789253272227523,0.10395712820263799,0.003168195349701121,정보통신업
1040,에스지이(주),255220,17-Dec,202.59,9.54,47.66,4.79,7.04,33.36,11.71,1.23,56.35,4.92,126.11,21.78,1.22,92.12,34.67,33.63,38.96,5.01,48.89,2.68,66.37,232.29,77.71,3696.71,72.84,-13.59,14.45,1.75,11.68,44.734035630558445,33.642861275826554,126112115,0.16107266756353492,0.6990537421749985,8.089325941521032,0.11681665826676817,0.08812905928175271,0.019649967415745186,0.30094625782500156,0.5262206596990178,0.20470997572279237,0.28174846969633793,제조업
1041,에스케이 머티리얼즈(주),36490,17-Dec,82.46,20.31,23.8,33.63,24.27,47.52,11.41,3.17,45.03,15.41,97.14,26.2,0.51,-7.16,11.02,38.57,25.25,6.62,6.38,0.66,61.43,173.93,59.95,7313.38,34.33,-12.06,5.55,0.87,10.3,-4.158941340230289,-5.784669286948207,512294420,0.14612161908540733,0.6349422456762038,9.048444668796854,0.10297614739446755,0.016705451503210834,0.022004041350062845,0.36505775432379617,0.8195373784367591,0.09747363049552638,0.3990374845255046,제조업
1042,에스케이씨솔믹스(주),57500,17-Dec,80.21,29.71,8.9,27.47,37.81,39.83,7.52,2.48,61.81,21.69,4.32,32.16,0.82,12.98,40.45,24.42,75.54,6.94,5.46,1.45,75.58,134.53,90.33,233.03,43.13,-3.31,15.86,1.22,24.46,39.77146915994425,210.67976799556172,132702135,0.15038976547659358,0.5736219235723362,8.225422728925613,0.2446001503497036,0.05422822541046732,0.02956006114788887,0.42637808237849,0.6910972562519395,0.06157971761343553,-0.5065336948190517,제조업
1043,에스텍(주),69510,17-Dec,45.19,3.3,-3.6,6.11,30.59,8.32,55.07,-0.14,266.6,9.95,55.07,47.06,1.6,-4.6,3.39,14.92,7.97,6.06,9.11,8.96,85.08,48.18,255.36,2281.5,197.18,47.38,60.48,4.73,5.27,-7.080850149424692,-32.82831885336614,300390875,0.08525639275019191,0.3251549207742774,8.2658104620872,0.0527337943189153,0.18441979488262072,0.00457553363841296,0.6748450792257226,0.22131248930504338,0.09584071087379069,0.7113001825746149,제조업
1044,에스트래픽(주),234300,17-Dec,72.35,3.79,127.21,9.34,11.63,42.3,8.25,0.73,665.49,6.77,22.46,14.16,1.01,45.68,-13.0,21.08,9.64,7.39,159.84,55.6,78.92,139.26,165.67,741.53,164.47,19.86,102.77,1.68,3.81,-42.10194403442103,-60.02687376867254,77300035,0.06597933735529876,0.5820361345571089,8.028204603033247,0.03809299081602827,0.3107953375598151,0.0133661486973435,0.417963856071687,0.4990096652068923,0.14525504419241209,0.1779583975327194,정보통신업
1045,에스티팜(주),237690,17-Dec,8.16,22.19,3.73,25.94,172.93,0.04,972.14,-0.82,78.16,13.79,21.84,27.1,0.54,0.15,1.22,39.34,13.55,9.36,2.72,1.4,60.66,8.67,786.39,3763.75,583.95,51.52,252.47,4.77,12.01,-20.29984246387317,-26.745966373645707,202800435,0.1650488963501748,0.07974087440683396,8.581499402036037,0.12010665393385099,0.18951640092918592,0.0014973982334910115,0.920259125593166,0.40969128709802194,0.08850053009008585,0.44715316147615636,제조업
1047,에이치엘비(주),28300,17-Dec,37.24,-92.7,0.8,-63.53,-19.61,19.06,-6.17,5.97,-177.61,-7.77,1.27,-9.35,0.12,30.29,-23.66,9.52,-19.92,7.46,5.75,2.18,90.48,65.55,83.44,424.51,73.66,-3.72,17.36,0.34,-11.38,-24.33095154790185,8.27317063352339,23006912,-0.13931602020842254,0.39594647533993715,8.274604053901152,-0.11377901319240286,0.039039061203335904,0.0616746277105575,0.6040535246600629,0.812297821194495,1.23032413041785,-0.10534093264925994,제조업
1048,에이치엘비생명과학(주),67630,17-Dec,69.19,7.29,19.76,-1.29,-2.98,9.9,0.64,1.2,391.58,-1.39,8.15,12.99,1.17,35.46,152.03,5.09,19.28,3.31,17.61,30.99,94.91,87.44,203.69,382.47,190.25,38.28,36.78,2.1,8.54,241.3020729595205,720.2217182203085,106445238,0.010887051146858166,0.4664974140886259,7.9957145360222635,0.08542762542350867,0.13577961634645985,0.030581363805194765,0.5335025859113741,0.2481079921478589,0.04157062432421824,0.07095867171258649,"전문, 과학 및 기술 서비스업"
