회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),정상영업이익증가율(IFRS연결),총자본순이익률(IFRS연결)
마이크로로봇(주),182690,19-Dec,92.23,-40.66,32.48,0,-12.36,-10.37,42.57,-4.67,4.95,49.98,-5.8,1.41,22.12,0.53,116.94,40.92,-15.4,-58.9,6.47,17.48,1.01,115.4,126.88,117.34,109.67,114.18,7.05,91.48,0.85,0,-21.74
매일유업(주),267980,19-Dec,53.18,4.62,9.66,10.28,5.46,27.99,12.56,30.57,0.04,120.36,11.26,355.26,39.21,2.16,12.57,7.13,29.39,17.14,9.22,12.25,6.12,70.61,67.28,182.57,10292.02,128.41,26.25,39.29,5.16,14.69,9.97
매일홀딩스(주),5990,19-Dec,51.28,4.23,12.67,-11.15,5.44,22.61,15.02,17.72,0.13,109.13,9.04,231.92,33.92,1.76,21.07,6.71,31.91,8.01,9.82,12.85,5.12,68.09,66.68,167.31,4246.67,124.28,20.71,35.38,4.45,26.08,7.45
메가스터디(주),72870,19-Dec,21.72,8.14,3.62,-44.18,14.16,24.24,2.52,4.82,-5.66,222.06,5.23,23.52,15.77,0.38,-14.13,4.19,51.08,4.83,9.33,36.67,4.51,48.92,27.53,227.94,4473.03,222.97,21.79,95.27,1.79,-63.59,3.06
메가스터디교육(주),215200,19-Dec,58.9,11.07,17.87,15.11,17.55,42.11,7.45,53.22,-0.01,104.27,17.73,370.89,41.92,1.09,11.4,22.56,57.18,20.45,22.33,89,2.61,42.82,72.74,61.43,20874.31,56.78,-13.15,4.45,2.62,23.7,12.11
메가엠디(주),133750,19-Dec,80.35,1,7.61,-62.76,15.34,24.19,8.49,-2.81,-1.15,783.2,11.39,7.07,30.55,0.77,-0.19,6.7,60.47,0.72,26.95,75.56,10.59,39.53,88.95,80.22,496.68,78.18,-8.41,46.49,1.7,-144.66,0.77
메디앙스(주),14100,19-Dec,27.29,33.23,16.84,916.75,6.91,11.8,20.26,-0.19,0.57,133.1,4.82,16.49,41.83,0.75,-35.7,-9.73,46.07,48.8,9.9,5.01,2.7,53.93,68.97,173.76,1400.88,103.43,11.91,60.73,1.54,0,24.96
메디포스트(주),78160,19-Dec,34.87,-30.83,21.6,0,15.72,7.08,16.63,-1.94,4.11,19.22,3.37,7.8,6.5,0.24,59.98,3.22,63.36,-11.85,5.54,6.1,0.64,36.64,90.89,233.65,1428.99,214.28,24.42,30.5,0.61,0,-7.25
명성티엔에스(주),257370,19-Dec,67.3,1.44,0.96,-71.01,-16.64,-20.8,22.56,2.11,1.21,28.82,-8.79,10.99,9.94,0.53,4.3,-11.79,19.75,1.33,4.66,1.78,1.52,80.25,73.22,148.42,1200.95,88.25,18.81,13.4,1.25,-63.91,0.76
모바일어플라이언스(주),87260,19-Dec,73.71,-5.97,-11.34,-231.2,9.05,18.26,34.22,-1.2,1.35,53.19,8.04,5.97,5.57,0.83,-14.55,-27.24,30.2,-8.98,2.43,7.52,7.89,69.8,78.61,152.76,376.39,121.47,21.77,2.02,1.88,-128.25,-4.99
모트렉스(주),118990,19-Dec,197.65,-12.26,1.79,0,0.85,0.75,45.26,-0.21,3.34,29.32,0.6,115.1,6.67,0.71,8.18,47.35,13.91,-33.13,4.7,3.65,3.01,86.09,409.29,116.66,3291.82,68.05,6.47,12.28,0.94,0,-8.73
무림에스피(주),1810,19-Dec,21.92,1.02,-7.19,-87.88,-0.8,-1.18,15.73,0.77,0.71,33.89,-0.37,12.46,7.42,0.44,-27.64,-32.88,8.98,0.66,5.61,3.71,2.06,91.02,45.67,182.15,1840.67,116.7,12.36,61.76,1.31,-55.59,0.46
미디어젠(주),279600,19-Dec,21.89,-3.98,100.44,0,-0.81,-0.91,26.97,-33.1,-0.64,162.72,-0.37,6.65,25.19,0.61,109.94,3.33,77.98,-4.11,7.29,1390.8,1.9,22.02,68.77,437.96,778.19,437.96,43.83,92.6,1.47,0,-2.41
미래나노텍(주),95500,19-Dec,68,0.57,4.14,-86.17,-0.34,-0.71,33.11,0.55,0.34,80.42,-0.32,24.88,17.26,0.94,-6.47,4.18,14.45,0.56,6.34,6.27,4.94,85.55,81.07,139.77,1322.21,98.14,14.93,37.29,2.06,-63.64,0.54
미래오토스,176440,19-Dec,96.22,-0.86,14.29,-914.31,3.39,13.73,31.23,1.46,0.43,183.53,6.89,31.22,8.34,2.17,-1.06,6.64,7.81,-3.48,8.84,42.63,10.77,92.19,100.66,104.49,694.54,104.44,2.15,10.36,4.25,-75.21,-1.85
미스터블루(주),207760,19-Dec,44.09,18.85,40.71,337.15,18.43,60.71,10.21,86.85,0,329.38,18.9,26.07,41.67,1.2,72.96,106.24,0,32.13,10.57,1164.72,8.18,0,45.21,210.6,1750.34,210.48,33.58,113.46,4.05,250.64,22.59
바디텍메드(주),206640,19-Dec,22.25,16.34,-2.11,0,15.49,46.69,15.78,8.67,2.66,132.93,11.14,3.11,39.39,0.71,-8.12,9.96,56.33,16.78,5.13,4.87,2.42,43.67,31.33,336.34,313.39,250.73,40.05,138.81,2.44,131.2,11.62
바이온(주),32980,19-Dec,51.47,-108.59,-21.04,0,-26.56,-19.26,34.67,-3.16,7.16,-93.23,-8.44,0.79,-21.76,0.28,-30.4,-44.01,7.64,-52.99,1.99,3.4,1.48,92.36,77.94,136.14,125.94,110.64,10.45,31.09,0.67,0,-30.45
베뉴지(주),19010,19-Dec,74.64,3.98,3.05,53.14,12.8,2.64,35.95,1,7.36,4.22,1.3,2.45,3.04,0.1,5.71,12.56,61.16,1.41,54.23,47.47,0.14,38.84,97.78,41.71,1069.84,41.1,-22,5.41,0.21,194.94,0.41
보성파워텍(주),6910,19-Dec,55.18,0.75,1.05,0,-2.02,-4.95,15.71,-0.67,1.16,35.61,-1.8,4.87,11.42,0.89,1.4,5.62,6.94,1.06,6.15,3.81,2.75,93.06,57.17,163.51,348.54,101.52,22.3,52.98,2.44,0,0.67
브릿지바이오테라퓨틱스(주),288330,19-Dec,6.28,2.27,585.02,0,-18.95,-234.03,0.2,0.23,4.07,2366.56,-13.85,28.13,19.15,1.28,816.84,0,38.24,9.11,0,60.3,153.89,61.76,6.29,1671.87,2410.2,1630.81,92.81,1361.27,1.87,0,2.9
비디아이(주),148140,19-Dec,366.09,-0.17,-0.25,-112.24,-2.18,-2.39,33.05,0.7,2.77,75.93,-1.9,32.47,7.76,0.87,-1.97,49.98,9.75,-0.31,1.52,53.94,8.42,90.25,380.4,108.7,774.14,104.47,6.63,12.52,1.11,-47.83,-0.15
비에이치아이(주),83650,19-Dec,334.4,-6.63,1.31,0,8.32,6.18,47.41,-1.37,3.56,17.54,5.01,17.14,8.8,0.61,7.54,5.21,3.82,-19.22,12.9,47.06,1.18,96.18,429.87,60.25,536.98,58.12,-25.09,6.46,0.77,0,-4.02
빛샘전자(주),72950,19-Dec,10.52,4.06,1.51,12.09,12.04,62.25,0.15,2746.93,-0.87,54.83,8.39,15.48,19.24,0.7,4.01,-2.03,16.84,3.46,5.37,7.15,1.96,83.16,15.58,683.31,1864.54,601.63,53.09,101.36,5.11,17.03,2.85
삼강엠앤티(주),100090,19-Dec,155.44,-9.66,16.7,0,0.74,0.66,42.8,-1.42,3.36,0.73,0.45,28.33,0.55,0.66,157.44,167.1,-1.16,-15.4,16.1,29.11,0.8,101.16,220.74,46.68,965.76,40.77,-25.84,4.08,1.03,0,-6.37
삼륭물산(주),14970,19-Dec,65.88,0.65,-1.28,0,5.66,9.29,30.07,1.29,1.22,38.56,4,11.73,16.94,0.7,-1.15,4.41,8.8,0.85,7.69,6.23,1.57,91.2,75.56,97.5,951.1,64.67,-0.94,28.86,1.58,40.56,0.46
삼목에스폼(주),18310,19-Dec,8.71,9.5,6.09,-65.35,39.7,105.86,0.7,227.89,-1.62,30.36,14.44,19.62,15.99,0.37,15.63,-23.67,23.67,4.07,11.34,416.09,0.63,76.33,15.8,483.26,4657.39,483.26,28.82,32.58,2.96,-74.02,3.56
삼보모터스(주),53700,19-Dec,227.73,-1.65,2.72,-458.92,5.25,9.17,46.59,-0.91,1.1,42.9,6.7,121.77,19.7,1.29,0.65,-0.68,8.21,-7.4,8.5,8.67,2.58,91.79,271.08,71.05,2431.62,45.66,-17.77,14.48,1.79,-182.43,-2.14
삼보산업(주),9620,19-Dec,373.33,-1.18,1.52,0,3.81,4.92,64.91,0.79,2.84,38.89,4.06,109.5,16.67,1.07,3.39,12.45,7.27,-28.77,5.41,5.18,2.32,92.73,468.46,74.97,655.27,43.79,-16.44,9.91,1.29,77.89,-1.27
삼아제약(주),9300,19-Dec,8.8,14.25,0,0,18.47,58.42,4.44,170.85,-3.87,91.34,6.93,11.23,19.24,0.38,0,0,61.05,6.06,3.26,6.37,1.78,38.95,13.46,578.13,2639.71,502.28,37.09,87.83,3.16,0,5.35
삼영엠텍(주),54540,19-Dec,48.37,5.03,7.5,148.87,9.09,15.82,23.08,3.85,-0.13,41.34,5.29,10.31,13.14,0.6,14.72,1.06,15.58,4.57,4.23,3.9,1.8,84.42,50.2,188.15,1144.88,133.28,28.39,40.04,1.89,270.25,3.03
삼영이엔씨(주),65570,19-Dec,14.68,-25.43,-7.57,0,17.48,58.65,5.6,-21.15,-0.01,-8.47,7.51,8.42,-1.61,0.41,-10.11,4.95,26.57,-11.79,2.48,1.17,2.25,73.43,14.68,484.06,1708.72,203.03,49.17,19.03,3.76,0,-10.49
삼지전자(주),37460,19-Dec,46.36,2.27,-1.49,3.27,0.93,6.08,23.82,5.71,0.38,259.9,2.48,179.92,30.86,2.65,-5.45,3.85,4.82,7.12,11.2,15.74,20.58,95.18,68.78,217.33,2426.85,177.66,32.23,30.19,6.07,11.51,6.02
삼천당제약(주),250,19-Dec,20.25,10.5,11.1,19.39,14.91,41.55,8.22,30.86,-0.71,114.22,9.59,16.88,21.79,0.68,14.21,16.66,59.3,6.82,6.2,8.21,3.16,40.7,30,359.45,1428.33,308.49,40.42,133.33,3.05,62.64,7.11
삼천리자전거(주),24950,19-Dec,79.13,-9.55,-9.32,0,-2.25,-2.92,37.56,-3.51,2.26,34.35,-1.34,13.12,9.85,0.56,22.64,9.41,26.44,-9.2,9.56,5.61,1.96,73.56,84.52,74.94,1198.13,56.86,-10.75,4.13,1.24,0,-5.39
삼현철강(주),17480,19-Dec,14.71,2.76,2.45,-9.46,3.16,34.04,0.08,1449.64,-0.19,45.32,4.39,27.79,10.12,1.4,4.71,4.22,6.44,4.45,4.93,10.49,6.03,93.56,14.8,588.22,1744,489.45,62.55,261.97,10.73,-11.97,3.87
상신이디피(주),91580,19-Dec,98.5,3.41,3.8,-42.62,10.88,17.86,46.28,3.66,1.5,42.35,10.37,22.3,23.3,0.97,-0.66,-5.96,16.29,8.06,10.58,11.25,1.66,83.71,138.38,93.87,981.08,71.78,-2.53,42.74,1.65,-45.75,3.31
상신전자(주),263810,19-Dec,48.67,3.05,-0.86,27.34,-2.05,-9.55,15.41,7.68,0.33,199.32,-3.22,14.66,26.98,1.57,-3.68,-1.29,12.14,7.48,6.21,4.56,11.93,87.86,50.94,249.57,484.73,145.39,48.23,28.34,4.34,-0.44,4.78
서암기계공업(주),100660,19-Dec,12.8,5.68,1.68,-36.45,5.34,25.91,0.11,999999999,-1.97,104.77,2.95,6.1,21.69,0.56,0.24,-9.44,16.14,3.59,5.92,3.56,2.53,83.86,12.86,671.43,978.26,520.69,64.8,33.59,4.7,-51,3.17
서울바이오시스(주),92190,19-Dec,146.19,0.41,39.87,-1.31,16.21,14.51,32.37,0.98,2.91,33.37,9.82,19.39,21.5,0.71,78.35,-9.26,19.92,3.37,7.83,7.23,1.02,80.08,208.85,50.34,880.89,30.3,-23.51,2.29,1.09,-38.58,0.29
서울반도체(주),46890,19-Dec,63.4,3.17,2.19,-45.06,12.08,23.69,16.2,6.62,0.57,47.64,10.33,38.76,20.32,0.86,2.91,-5.38,22.45,5.27,3.38,7.3,1.92,77.55,77.3,130.94,2267.81,98.3,11.06,9.4,1.97,-47.79,2.74
서울전자통신(주),27040,19-Dec,31.43,6.18,69.78,0,-0.17,-0.26,16.96,-1.82,1.44,86.91,-0.08,1.95,7.51,0.6,-22.42,-22.49,6.32,6.35,5.45,3.54,6.24,93.68,46.96,114.91,268.67,54.01,3.19,10.99,1.45,0,3.71
서호전기(주),65710,19-Dec,22.67,23.6,17.82,182.14,10.46,37.38,0.23,105.83,-4.06,120.74,7.29,25.2,32.43,0.75,-26.7,108.02,36.1,22.33,12.72,9.71,3.24,63.9,24.22,253.2,2905.79,198.73,27.96,70.9,3.73,87.23,17.79
성우전자(주),81580,19-Dec,20.49,-4.53,-7.88,-169.82,11.43,56.73,9.32,-13.56,-0.5,47.97,10.7,15.31,19.12,0.9,-15.42,-25.13,6.48,-5.59,11.85,21.99,2.22,93.52,23.24,297.7,1319.04,272.71,32.88,37.04,4.59,-175.34,-4.07
성우테크론(주),45300,19-Dec,43.11,13.79,7.34,-15.73,11.79,15.87,19.95,6.21,-2.22,61.28,5.16,7.21,28.25,0.45,13.88,-16.6,14.47,9.37,9.25,1089.55,0.94,85.53,48.25,141.36,1090.59,141.08,12.03,51.13,1.38,-69.38,6.26
성호전자(주),43260,19-Dec,126.08,-5.1,-1.4,0,5.36,9.76,37.31,-1.96,1.42,28.36,5.56,5.97,12.64,1.03,-0.09,8.68,10.91,-12.14,4.38,4.99,2.3,89.09,132.43,94.63,231.21,62.29,-2.91,5.61,1.82,-2167.9,-5.25
세명전기공업(주),17510,19-Dec,5.09,18.54,3.51,-5.06,10.91,19.3,0.99,13472.29,-2.89,23.57,2.46,2.42,9.12,0.23,15.01,-2.96,19.07,4.87,11.22,2.86,0.58,80.93,14.62,845.41,936.26,659.39,33.11,343.24,1.82,-49.11,4.25
세종텔레콤(주),36630,19-Dec,23.75,0.81,11.88,0,-0.53,-1.28,4.9,-6.29,-0.48,1.55,-0.32,0.9,0.38,0.64,4.55,27.66,61.31,0.79,7.63,62.46,2.24,38.69,33.12,297.01,111.49,290.26,35.15,24.25,2.99,0,0.51
소니드(주),60230,19-Dec,55.37,-2.71,24.95,0,17.84,20.24,29.82,1.39,1.18,32.34,7.52,1.21,9.22,0.47,44.03,10.5,26.26,-2.29,8.78,10.14,1.45,73.74,59.18,194.86,153.74,183.56,32.99,100.27,1.05,109.9,-1.27
소프트캠프(주),258790,19-Dec,96.58,3.18,0,0,30.91,52.99,30.68,50.1,0.15,2462.43,28.88,9.11,39.8,0.93,0,0,75.44,4.89,4.33,548.3,57.81,24.56,119.85,170.6,436.36,170.21,31.01,59.38,1.71,0,2.97
솔브레인홀딩스(주),36830,19-Dec,35.93,11.68,15.24,17.75,18.65,59.92,14.7,38.55,-0.48,104.92,16.42,117.4,32.94,0.94,30.12,6,24.95,15.06,11.7,15.91,2.71,75.05,37.76,177.79,9556.07,155.92,20.29,114.52,3.46,6.16,11.02
스튜디오드래곤(주),253450,19-Dec,33.89,5.64,13.5,-26.26,-4.4,-13.45,0,58.13,-0.66,13960.34,-3.54,33.39,28.99,0.86,-1.09,23.46,10.22,6.37,6.15,1620.74,427.26,89.78,35.8,168.44,3048.44,168.44,17.08,41.22,3.55,-28.05,4.83
시그네틱스(주),33170,19-Dec,20.14,-10.49,-8.74,0,7.16,33.77,7.3,-36.2,0.19,9.42,8.57,5.1,5.45,1.14,-9.8,-12.57,-3.13,-16.17,10.95,12.73,1.81,103.13,34.01,169.78,318.36,117.57,10.49,28.24,4.4,0,-11.98
신라섬유(주),1000,19-Dec,109.1,5.44,0.96,32.81,24.91,5.88,49.73,1.25,14.31,44.57,3.24,1.72,6.51,0.13,4.18,-11.1,30.63,1.59,0,7,0.88,69.37,122.49,7.23,595.43,4.11,-45.49,2.09,0.24,-3.39,0.71
신라에스지(주),25870,19-Dec,142.21,0.81,0.85,0,3.59,9.96,49.18,2.23,0.99,71,6.68,44.7,23.37,1.87,10.77,23.3,6.96,4.79,30.32,7.36,5.58,93.04,202.99,88.08,792.69,35.47,-5.59,23.34,2.74,144.82,1.52
신라젠(주),215600,19-Dec,13.48,-1248.27,-63.9,0,-303.05,-313.99,0.75,-10.73,3.04,-6514.97,-39.4,0.26,-118.95,0.07,-53.84,17.59,0,-100.14,3.12,0,5.36,0,14.35,655.87,171.68,655.87,65.52,97.31,0.49,0,-86.1
신성델타테크(주),65350,19-Dec,124.88,1.16,5.53,46.48,2.73,5.76,38.43,2.05,0.99,40.61,3.55,39.22,18.06,1.34,7.22,3.8,10.63,4.79,5.98,19.54,2.71,89.37,160.59,85.94,1060.33,70.12,-6.74,12.89,2.14,-18.26,1.56
신신제약(주),2800,19-Dec,61.7,2.98,19.75,-26.19,-2.75,-2.56,41.68,9.41,0.3,151.4,-1.44,8.95,18.73,0.57,-0.48,6.49,34.75,3.85,2.7,6.04,0.98,65.25,129.26,128.2,743.06,90.92,7.59,3.25,1.08,-23.29,1.71
신원종합개발(주),17000,19-Dec,88.98,4.97,2.88,14.41,4.62,11.22,27.98,2.68,-0.07,2774.38,6.18,4.84,7.39,1.36,-10.44,16.24,7.82,16.55,352.39,6.34,435.93,92.18,122.62,198.38,164.33,157.82,39.32,28.94,2.37,-40.91,6.74
신일제약(주),12790,19-Dec,10.94,11.97,10.75,27.01,17.73,64.79,0.44,43.42,-0.39,116.61,9.12,15.35,26.99,0.54,7.75,13.84,41.02,7.39,2.98,4.26,2.35,58.98,16.39,457.36,2563.16,321.31,33.6,26.86,4.36,56.35,6.47
신화인터텍(주),56700,19-Dec,85.69,3.72,-8.14,0,5.67,16.49,27.9,7.46,0.84,52.83,7.84,17.47,27.58,1.32,-6.66,43.28,13.91,10.31,10.91,9.62,2.38,86.09,90.63,85.9,663.03,57,-6.34,9,2.53,0,4.93
신흥에스이씨(주),243840,19-Dec,153.16,6.69,23.03,66.62,5.3,5.43,55.07,4.48,1.9,54.41,3.78,14.6,26.27,0.79,23.04,11.19,16.45,17.28,6.99,11.71,1.37,83.55,230.34,85.89,617.93,71.83,-6.54,33.49,1.13,42.84,5.27
쌍용정보통신(주),10280,19-Dec,62.14,1.21,4.7,-92.61,14.51,41.21,1.67,6.69,-0.43,1229.67,19.05,2.68,34.28,1.34,6.38,-12.21,12.29,2.96,11.73,72.11,58.49,87.71,86,215.21,109.54,214.06,38.49,160.6,2.98,-84.19,1.62
씨비아이(주),13720,19-Dec,35.59,1.39,13.82,145.93,9.87,11.55,33.05,1.09,0.89,38.36,5.34,5.41,18.7,0.58,-15.82,1.37,12.2,1.42,6.15,4.28,0.92,87.8,86,127.65,537.51,57.12,5.29,12.75,1.32,123.54,0.8
씨아이에스(주),222080,19-Dec,237.77,11.13,16.33,0,-0.48,-0.4,9.87,12.45,1.33,105.65,-0.28,18.75,15.08,0.64,18.95,134.24,20.93,25.61,13.44,1.06,4.37,79.07,241.74,118.51,926.25,36.2,12.88,16.5,0.88,0,7.09
씨앤지하이테크(주),264660,19-Dec,19.52,9.16,26.02,18.84,11.44,105.7,0.14,2143.45,-0.31,548.93,18.11,40.88,33.98,1.77,28.04,45.98,16.58,19.05,9.71,21.88,24.75,83.42,20.68,555.61,1603.75,504.71,73.69,295.56,11.72,19.94,16.18
씨앤티85(주),56730,19-Dec,0,-434.8,-63.13,0,-24.73,-5.7,100.07,-1.22,8.41,-322.38,-6.33,0.31,-74.94,0.14,-80.88,-53.39,3.61,-226.84,10.38,6.92,1,96.39,0,23.21,-14.38,22.97,-85.1,5.15,0.19,0,-59.99
씨에스베어링(주),297090,19-Dec,118.28,5.94,0,0,8.25,13.48,32.62,11.5,0.92,51.51,7.84,21.68,18.69,0.95,0,0,17.8,13.48,6.35,7.96,1.79,82.2,138.73,92.43,956.2,68.35,-3.75,23.42,1.63,0,5.65
씨제이바이오사이언스(주),311690,19-Dec,7.47,-90.85,162.9,0,-47.47,-78.65,2.19,-99.69,-1.71,-0.45,-6.73,2.72,-0.02,0.21,175.93,21.9,55.89,-20.88,25.4,39.13,3.61,44.11,9.36,1372.75,1620.11,1368.46,86.95,232.28,1.93,0,-18.66
씨제이프레시웨이(주),51500,19-Dec,200.72,0.31,28.81,-62.43,2.23,7.64,38.89,3.33,0.53,126.5,5.77,257.34,36.23,2.91,5.97,8.03,12.98,2.59,13.43,15.21,9.44,87.02,308.69,85.44,1696.73,52.46,-7.15,3.66,3.92,14.64,0.91
씨큐브(주),101240,19-Dec,35.58,13.29,12.88,31.99,12.69,20.23,25.82,21.5,0.84,80.28,6.91,9.84,27.7,0.58,9.95,8.11,42.44,11.4,5.09,2.17,1.27,57.56,51.91,194.91,1067.17,80.39,22.23,27.58,1.76,54.24,7.67
아미코젠(주),92040,19-Dec,41.37,-0.21,4.41,-99.78,5.04,6.99,16.57,-1.71,0.75,45.94,2.4,12,14.46,0.49,22.2,21.86,42.1,0.07,7.25,3.44,1.42,57.9,52.39,140.39,1270.87,89.48,10.96,32.78,1.5,-198.1,-0.1
아비코전자(주),36010,19-Dec,9.39,-4.1,-3.5,-119.34,6.35,42.04,1.67,-14.65,-0.72,73.33,6.47,17.88,20.82,1,5.11,23.51,5.71,-4.76,7.98,7,3.24,94.29,18.19,833.17,1485.26,669.01,58.26,381.8,7.25,-135.4,-4.1
아이쓰리시스템(주),214430,19-Dec,23.75,0.35,-0.41,-98.16,15.5,35.73,9.81,-29.85,-0.3,70.93,8.78,14.48,25.17,0.57,-12.31,-25.02,9.1,0.26,5.98,2.11,1.66,90.9,32.6,309.55,1928.15,162.08,37.53,72.07,2.38,0,0.2
아이진(주),185490,19-Dec,91.7,-205.88,0,0,-196.01,-29.43,38.47,-4.35,7.97,-144.12,-17.59,0.74,-5.21,0.09,0,0,45.64,-45.93,4.29,13.64,2.48,54.36,148.61,247.27,331.29,245.48,54.32,21.97,0.15,0,-18.47
아이큐어(주),175250,19-Dec,36.71,-14.21,75.12,0,-10.87,-5.92,39.81,-2.23,1.76,9.92,-3.13,19.39,3.46,0.37,3.91,82.84,29.89,-9.6,6.82,6.51,0.92,70.11,111.73,187.68,3025.87,149.12,15.2,21.74,0.82,0,-5.2
아이크래프트(주),52460,19-Dec,63.91,-0.35,10.56,0,5.44,18.99,8.29,0.19,-0.13,996.55,7.51,10.1,25.9,1.45,11.6,0.83,20.17,-0.69,6.17,11.24,72.67,79.83,65.38,220.15,441.88,189.76,46.43,96.92,4.06,-83.41,-0.51
아이텍(주),119830,19-Dec,61.9,-17.6,-20.49,0,16.44,17.21,36.97,0.71,5.44,32.86,8.14,11.85,22.39,0.44,-71.69,52.16,18.9,-18.93,9.87,194.27,0.86,81.1,89.71,51.86,1055.26,50.3,-15.71,30.4,0.74,-4.45,-7.72
아진산업(주),13310,19-Dec,133.8,3.13,16.76,0,18.01,17.51,46.97,2.03,3.14,41.13,12.12,26.58,23.15,0.73,42.25,11.05,16.35,7.47,6.88,15.67,1.03,83.65,225.23,70.37,1099.79,58.57,-12.19,19.4,1.04,213.19,2.27
안국약품(주),1540,19-Dec,37.94,1.37,2.36,-80.82,6.7,15,13.29,2.34,0.18,79.84,4.79,23.9,17.54,0.72,2.27,-16.09,50.04,1.72,2.89,6.9,3.29,49.96,46.91,270.31,2273.3,228.55,43.98,40.41,2.3,-84.27,0.99
알리코제약(주),260660,19-Dec,51.74,8.66,7.4,723.77,4.66,11.38,20.86,12.76,0.52,119.97,4.55,23.93,18.56,1.01,10.65,21.46,63.45,15.1,6.42,9.41,4.97,36.55,66.59,190.04,1460.69,155.97,27.97,32.64,2.4,70.2,8.75
알서포트(주),131370,19-Dec,9.83,31.14,33.43,71.81,8.98,15.45,14.52,39.57,-2.82,149.23,3.26,5.35,31.28,0.41,10.73,15.31,0,14.87,4.93,58.18,3.36,0,26.71,615.75,1163.17,609.36,40.02,138.75,2.62,5.88,12.91
알에스오토메이션(주),140670,19-Dec,67,0.18,-0.81,-85.46,4.47,10.84,22.42,0.29,0.48,72.69,5.02,18.05,15.86,1.12,-2.26,-16.72,12.97,0.38,3.54,4.96,5.06,87.03,86.28,188.84,862.06,129.56,31.95,33.52,2.42,-86.24,0.2
알에프머트리얼즈(주),327260,19-Dec,12.75,7.39,0,0,0.53,2.11,9.17,6.07,0.75,17.42,0.29,9.36,4.15,0.54,0,0,25.93,4.66,7.1,3.54,2.22,74.07,15.79,681.44,1482.89,541.53,64.02,458.84,4,0,4.03
알에프에이치아이씨(주),218410,19-Dec,19.76,18.71,11.08,-17.11,34.87,84.14,5,15.97,-1.69,91.66,14.44,9.31,14.99,0.44,7.12,-0.31,36.7,11.22,6.02,2.17,2.51,63.3,20.72,447.97,1670.29,325.6,56.97,256.93,1.87,-32.85,8.15
압타바이오(주),293780,19-Dec,0.97,-618.31,280.77,0,-380.47,-172.31,0.11,-3519.2,-11.65,-141.24,-5.01,0.21,-7.15,0.02,134.46,-29.95,0,-13.48,314.62,0,0.48,0,2.99,6398.9,1381.31,6398.9,59.47,2271.52,0.48,0,-12.89
애니젠(주),196300,19-Dec,16.67,-105.86,-13.25,0,-22.07,-8.8,34.43,-3.45,8.23,-0.73,-4.51,2.5,-0.45,0.19,-32.68,52.56,28.82,-36.52,7.77,3.34,0.33,71.18,104.97,373.83,597.79,300.71,22.27,30.79,0.42,0,-20.09
애머릿지코퍼레이션,900100,19-Dec,217.09,-81.65,24.28,0,-15.03,-7.42,43.95,-1.96,2.43,-58.83,-5.2,123.71,-18.12,0.38,-34.89,47.5,50.94,-69.05,12.18,9.18,1.22,49.06,233.67,27.53,9777.24,16.53,-47.15,3.32,0.7,0,-31.29
앱클론(주),174900,19-Dec,15.71,17.85,63.63,0,11.36,14.09,14.96,35.66,-2.02,47.6,3.48,3.9,14.92,0.38,39.99,266.64,90.43,9.49,67.45,568,1.42,9.57,32.76,559.43,934.63,558.84,54.38,61.83,1.33,0,6.78
어보브반도체(주),102120,19-Dec,16.11,10.54,16.09,62.16,11.54,72.74,0.56,490.93,-0.51,1461.65,13.25,14.53,31.79,1.23,20.52,15.76,29.5,15.8,8.32,7.82,53.34,70.5,22.27,497.7,1034.94,371.44,52.41,85.26,6.97,79.41,13
에스넷시스템(주),38680,19-Dec,115.32,2.19,14.74,34.94,-0.29,-0.97,5.74,42.52,-0.16,1874.95,-0.53,39.41,31.39,1.97,17.3,16.98,12.56,8.59,6.54,17.42,118.96,87.44,119.5,160.08,894.81,132.09,31.56,51.04,3.75,-12.96,4.31
에스디엔(주),99220,19-Dec,63.86,6.14,15.14,104.53,6.41,7.01,31.1,1.17,3.78,49.76,3.08,2.95,10.72,0.51,23.35,6.79,26.67,5.59,2.97,6.32,1.97,73.33,78.17,99.21,328.39,72.24,-0.28,2.74,1.18,1.98,3.16
에스맥(주),97780,19-Dec,45.11,-8.29,2.37,-297.52,11.53,17.02,15.51,1.48,3.2,27.59,5.54,3.7,4.82,0.49,21.18,18.85,16.46,-6.43,4.17,8.59,2.78,83.54,48.24,166.14,474.87,146.91,20.13,64.51,1.54,-12.23,-4.03
